gyroscope_timestamp	gyroscope_x_data	gyroscope_y_data	gyroscope_z_data
76653894165988	0.17303467	0.9194946	0.24102783
76653897156711	0.17303467	-0.12626648	0.24102783
76653899811740	0.18771362	-0.12626648	0.23612976
76653904908175	0.20848083	-0.13970947	0.22636414
76653910157199	0.23291016	-0.15071106	0.2117157
76653915009494	0.25611877	-0.15438843	0.19459534
76653918305392	0.25611877	-0.14950562	0.19459534
76653925080294	0.26956177	-0.14950562	0.15306091
76653930085177	0.25978088	-0.107940674	0.12861633
76653935090060	0.24391174	-0.084732056	0.10664368
76653940125461	0.22312927	-0.065200806	0.089538574
76653945984836	0.20359802	-0.048080444	0.07975769
76653950196261	0.20359802	-0.028549194	0.07975769
76653955262179	0.18647766	-0.028549194	0.07853699
76653960633273	0.17671204	-0.0041046143	0.09197998
76653965302462	0.17915344	0.02154541	0.09197998
76653968628878	0.19259644	0.038650513	0.0993042
76653975373263	0.21214294	0.043533325	0.10664368
76653980378146	0.23657227	0.034988403	0.1151886
76653985474582	0.26467896	0.013000488	0.12373352
76653990448947	0.2952118	-0.021209717	0.1322937
76653996186252	0.3257599	-0.063964844	0.14085388
76654000550265	0.35263062	-0.109176636	0.1481781
76654005585666	0.37095642	-0.15438843	0.15550232
76654011078830	0.3770752	-0.1971283	0.1665039
76654015656466	0.36975098	-0.23867798	0.18115234
76654019043918	0.3501892	-0.2765503	0.1982727
76654025757785	0.32331848	-0.3070984	0.21047974
76654030762668	0.2927704	-0.3290863	0.21536255
76654035889621	0.26223755	-0.3413086	0.2117157
76654040833468	0.23780823	-0.34495544	0.20191956
76654046540255	0.21948242	-0.34007263	0.18482971
76654050904269	0.21092224	-0.3229828	0.16282654
76654055939669	0.21214294	-0.2960968	0.13717651
76654061280246	0.22068787	-0.2631073	0.10908508
76654066040988	0.23291016	-0.23135376	0.0834198
76654069367404	0.23291016	-0.19958496	0.0834198
76654076111789	0.25245667	-0.19958496	0.051651
76654081147189	0.25123596	-0.14706421	0.044326782
76654086152072	0.24145508	-0.13238525	0.03944397
76654091156955	0.22924805	-0.12261963	0.034561157
76654097046847	0.22312927	-0.11161804	0.030883789
76654101258273	0.22312927	-0.096969604	0.030883789
76654106354709	0.22802734	-0.096969604	0.027236938
76654111634250	0.24145508	-0.081085205	0.02355957
76654116364474	0.25489807	-0.072525024	0.02355957
76654119721408	0.25857544	-0.07496643	0.026000977
76654126435275	0.24879456	-0.08229065	0.034561157
76654131531711	0.22557068	-0.09207153	0.04676819
76654136506076	0.19381714	-0.10185242	0.065093994
76654141541476	0.15962219	-0.11529541	0.09075928
76654147522921	0.12661743	-0.13482666	0.121292114
76654151612277	0.10096741	-0.15803528	0.15306091
76654156647677	0.08140564	-0.18247986	0.18359375
76654162110324	0.06919861	-0.20568848	0.20683289
76654166718478	0.067977905	-0.22769165	0.22148132
76654170044894	0.08508301	-0.24601746	0.22515869
76654176911349	0.12049866	-0.2582245	0.21903992
76654181794162	0.17182922	-0.2606659	0.20436096
76654186982150	0.22924805	-0.25578308	0.18603516
76654191925998	0.28422546	-0.24356079	0.16526794
76654197602267	0.3269806	-0.2288971	0.14205933
76654201966281	0.35507202	-0.21669006	0.12007141
76654206971164	0.36730957	-0.21057129	0.1005249
76654212525363	0.3624115	-0.21546936	0.0834198
76654217194552	0.33918762	-0.22525024	0.06997681
76654220398898	0.33918762	-0.23257446	0.06997681
76654227234836	0.24513245	-0.23257446	0.056549072
76654232178683	0.18403625	-0.20692444	0.051651
76654237214084	0.18403625	-0.17636108	0.04310608
76654242249484	0.11805725	-0.13970947	0.04310608
76654247986789	-0.011444092	-0.13970947	0.012557983
76654252350802	-0.011444092	-0.052978516	0.012557983
76654257508273	-0.06640625	-0.052978516	-8.8500977E-4
76654263031955	-0.10914612	-0.0053253174	-0.009414673
76654267609591	-0.13725281	0.039871216	-0.010650635
76654270783419	-0.1506958	0.07772827	-0.0045318604
76654277680392	-0.1531372	0.10461426	0.007675171
76654282563205	-0.14459229	0.12049866	0.022338867
76654287598605	-0.12382507	0.12414551	0.038223267
76654292603488	-0.09082031	0.11682129	0.049209595
76654298523898	-0.04685974	0.10093689	0.057769775
76654302674289	-4.4250488E-4	0.07772827	0.06265259
76654308075900	0.044769287	0.05329895	0.06997681
76654313202853	0.083862305	0.03253174	0.0821991
76654317872043	0.11685181	0.014221191	0.09686279
76654321106906	0.1437378	-0.001663208	0.11152649
76654327912326	0.16326904	-0.015106201	0.12373352
76654332856173	0.17547607	-0.02609253	0.1322937
76654338166232	0.17671204	-0.033432007	0.13595581
76654342957492	0.16815186	-0.03831482	0.13717651
76654348237033	0.15106201	-0.040756226	0.1335144
76654353028293	0.13150024	-0.039535522	0.12861633
76654358094211	0.11317444	-0.032211304	0.121292114
76654363587375	0.09484863	-0.021209717	0.113967896
76654368226046	0.07531738	-0.0077667236	0.10784912
76654371521945	0.07531738	0.0044403076	0.10784912
76654378418918	0.041107178	0.0044403076	0.0993042
76654383210177	0.041107178	0.03253174	0.098083496
76654388581271	0.031326294	0.03253174	0.1005249
