gravity_timestamp	gravity_x_data	gravity_y_data	gravity_z_data
934234363638999	1.9452586	-8.584572	-4.313975
934234374638999	1.8828785	-8.509493	-4.4873476
934234386638999	1.8365095	-8.42811	-4.6563706
934234396638999	1.8306789	-8.35288	-4.7929287
934234406538999	1.8673255	-8.294392	-4.879684
934234416638999	1.9436102	-8.256554	-4.9145293
934234425638999	2.0454757	-8.235018	-4.908409
934234436638999	2.1409001	-8.214826	-4.902426
934234446638999	2.2393162	-8.1683035	-4.935623
934234450538999	2.3869555	-8.082449	-5.00652
934234466638999	2.6427336	-8.015581	-4.9857316
934234477638999	2.9477196	-8.022007	-4.8002553
934234479638999	3.2030547	-8.08947	-4.515905
934234496638999	3.4034889	-8.161572	-4.231707
934234506638999	3.423972	-8.12746	-4.2789764
934234516638999	3.2676632	-8.093057	-4.463415
934234524638999	3.080691	-8.117737	-4.550613
934234536638999	2.903304	-8.221251	-4.480754
934234546638999	2.8134048	-8.337021	-4.321011
934234556638999	2.7579083	-8.469245	-4.0938053
934234566638999	2.7037551	-8.586373	-3.8811
934234576638999	2.641833	-8.675967	-3.7210517
934234586638999	2.5942733	-8.755838	-3.5638423
934234596638999	2.5725846	-8.837206	-3.3746266
934234606638999	2.5579169	-8.913948	-3.1758409
934234616638999	2.5444548	-8.981106	-2.9942565
934234626638999	2.527406	-9.039746	-2.8259814
934234627638999	2.497048	-9.09448	-2.6738548
934234639638999	2.4500835	-9.1459465	-2.5383496
934234661938999	2.3812778	-9.194101	-2.4270515
934234662038999	2.3057408	-9.239281	-2.325644
934234670738999	2.2334857	-9.280566	-2.2318525
934234678738999	2.1744025	-9.317808	-2.1320934
934234690738999	2.1313303	-9.351311	-2.0243974
934234700738999	2.0979652	-9.38347	-1.9089173
934234710738999	2.072995	-9.41189	-1.7914988
934234720738999	2.0465136	-9.437913	-1.6836501
934234728738999	2.0128586	-9.461998	-1.5847914
934234740738999	1.969481	-9.486237	-1.4936864
934234750738999	1.9151903	-9.511053	-1.4023067
934234760738999	1.8555119	-9.536192	-1.3062716
934234770738999	1.7793646	-9.569541	-1.164768
934234780738999	1.642211	-9.662875	-0.14255674
934234790738999	1.7181904	-9.648069	0.23572232
934234800738999	1.581632	-9.6657295	0.40773672
934234810738999	1.2881544	-9.703414	0.5277042
934234821538999	1.1967593	-9.709106	0.6282265
934234830738999	0.65394473	-9.767732	0.50212336
934234840738999	0.21957402	-9.799144	-0.15870504
934234850738999	0.044873323	-9.777012	-0.7102043
934234860838999	0.15017301	-9.761749	-0.88446236
934234870738999	0.17170915	-9.766084	-0.82896596
934234880638999	0.13880204	-9.770876	-0.7797579
934234896538999	0.09467661	-9.77402	-0.7452024
934234900638999	0.07179732	-9.775364	-0.72500944
934234910538999	0.06969102	-9.776264	-0.7202321
934234926638999	0.08644983	-9.77492	-0.73428935
934234934538999	0.119952194	-9.771929	-0.7661433
934234936638999	0.17364755	-9.767884	-0.8101161
934234944738999	0.25846425	-9.761597	-0.85828626
934234952738999	0.3685565	-9.752332	-0.9214142
934234970738999	0.5140895	-9.732734	-1.0485553
934234980738999	0.6517011	-9.702666	-1.2377712
934234990738999	0.7623886	-9.6621275	-1.469464
934235000738999	0.84973896	-9.615621	-1.7068347
934235010738999	0.93022096	-9.568198	-1.9167014
934235020738999	1.0133892	-9.518838	-2.1100993
934235030838999	1.1040211	-9.467539	-2.2903404
934235038738999	1.1958741	-9.415782	-2.4505413
934235050738999	1.2902454	-9.363277	-2.5992186
934235060738999	1.3894246	-9.3041935	-2.7556798
934235070738999	1.4846965	-9.237189	-2.9276943
934235080738999	1.566079	-9.165834	-3.102853
934235090738999	1.6300921	-9.10002	-3.2608101
934235099738999	1.6743702	-9.041838	-3.3967733
934235107738999	1.7159467	-8.982159	-3.53034
934235120738999	1.7600721	-8.912743	-3.6826193
934235130738999	1.8109286	-8.838701	-3.8327923
934235138838999	1.864334	-8.763623	-3.9768295
