linearaccelerometer_timestamp	linearaccelerometer_x_data	linearaccelerometer_y_data	linearaccelerometer_z_data
908137869535915	-0.33669376	-0.035900593	-0.019512177
908137877836696	-0.37764633	-0.048576355	-0.055156708
908137886137478	-0.44471782	-0.07916546	-0.04632187
908137894438259	-0.45213747	-0.09041858	-0.013842583
908137902739040	-0.475043	-0.08241868	-0.027812958
908137911039821	-0.48252606	-0.07683945	-0.10945797
908137919340603	-0.47514755	-0.07846403	-0.106928825
908137927641384	-0.43153954	-0.06194043	-0.33251
908137935942165	-0.36169773	-0.1049242	-0.35017872
908137944242946	-0.5567251	-0.037361145	-0.051449776
908137952543728	-0.5528723	-0.042296886	0.1571579
908137960844509	-0.35463166	-0.084644556	0.2562542
908137969145290	-0.21369159	-0.06182456	0.3757429
908137977446071	-0.32500076	-0.045003176	0.38747787
908137985746853	-0.29124707	-0.052432537	0.30947876
908137994047634	-0.30691123	-0.058443546	0.23645782
908138002348415	-0.3634929	-0.05295682	0.17234898
908138010649196	-0.3590997	-0.054841757	0.17067337
908138018949978	-0.31528026	-0.046368837	0.10273266
908138027250759	-0.15354198	-0.07991099	0.10273361
908138035551540	-0.3502134	-0.1005013	0.1921339
908138043852321	-0.385105	-0.13063788	0.17491627
908138052153103	-0.4456823	-0.17992139	0.12072277
908138060453884	-0.442029	-0.1868763	0.12167835
908138068754665	-0.6246343	-0.1740644	0.04022026
908138077055446	-0.51306015	-0.19024062	-0.07224941
908138085356228	-0.4894318	-0.25286937	-0.2761526
908138093657009	-0.49211287	-0.25926352	-0.35529518
908138101957790	-0.49298066	-0.2760985	-0.3443222
908138110258571	-0.42254305	-0.13609815	-0.034703255
908138118559353	-0.2673481	-0.10289788	0.29226398
908138126860134	-0.024257898	-0.04985428	0.6633568
908138135160915	0.30049992	-0.018509865	0.95742035
908138143461696	0.30685043	0.09477401	0.83646584
908138151762478	0.27103907	0.07385445	0.83344555
908138160063259	0.061181664	0.18188524	0.30018044
908138168364040	-0.3048159	0.24159718	-0.72442055
908138176664821	-0.36726558	0.18806362	-0.9744711
908138184965603	-0.42141366	0.18362427	-1.2407751
908138193266384	-0.565748	0.115281105	-1.3126106
908138201567165	-0.5824779	0.09175706	-1.2848635
908138209867946	-0.63839257	-0.026465893	-1.0744753
908138218168728	-0.4479916	-0.13423681	-0.59569645
908138226469509	0.63848543	0.010151148	0.9088907
908138234770290	0.9596596	0.20494437	1.390131
908138243071071	0.9443526	0.22728491	1.3636189
908138251371853	1.1604993	0.32383347	1.6163893
908138259672634	1.148903	0.35815215	1.6370573
908138267973415	0.81542015	0.37202835	1.3734293
908138276274196	-0.12179732	0.37166834	0.369092
908138284574978	-0.15364742	0.40501833	0.14420223
908138292875759	-0.1424675	0.38619208	0.14597988
908138301176540	-0.25631106	0.3666079	-0.07059288
908138309477321	-0.19278145	0.29378414	-0.43226337
908138317778103	-0.19245315	0.2716794	-0.4223547
908138326078884	-0.019447923	0.25286102	-0.66642094
908138334379665	0.026849627	0.20346999	-0.66256046
908138342680446	0.018945932	0.18689275	-0.6511936
908138350981228	0.047680974	0.12903047	-0.5988693
908138359282009	0.016729832	0.069877625	-0.5496483
908138367582790	-0.059708953	0.009124279	-0.49323082
908138375883571	-0.1203326	-0.050040722	-0.3583603
908138384184353	-0.16964114	-0.05832839	-0.02766037
908138392485134	-0.23417306	-0.063987255	0.20281792
908138400785915	-0.29526865	-0.09736991	0.3475504
908138409086696	-0.36779118	-0.120052576	0.39061546
908138417387478	-0.35967386	-0.12645459	0.3367138
908138425688259	-0.15326047	-0.13794923	0.22944832
908138433989040	0.042758465	-0.0928309	0.17799664
908138442289821	0.017660499	-0.031857252	0.32269573
908138450590603	-0.07177794	-0.0056111813	0.26077366
908138458891384	-0.20958567	-0.010241032	-0.085998535
908138467192165	-0.28981352	-0.03777504	-0.5427761
908138475492946	-0.29443693	-0.057841778	-0.53100395
908138483793728	-0.12886012	-0.04886794	-0.53012085
908138492094509	-0.14828598	-0.08824849	0.029356003
908138500395290	-0.17868567	-0.14368105	0.3401928
908138508696071	-0.1998061	-0.17560482	0.41649628
