magnetometer_timestamp	magnetometer_x_data	magnetometer_y_data	magnetometer_z_data
1443688751365111137	-29.30603	-23.99292	-10.629272
1443688751380736137	-27.288818	-24.33014	-10.957336
1443688751400267387	-27.961731	-23.99292	-10.629272
1443688751415892387	-27.624512	-23.318481	-11.613464
1443688751431517387	-25.27008	-23.99292	-10.3012085
1443688751451048637	-24.261475	-23.6557	-9.973145
1443688751466673637	-22.91565	-25.006104	-8.660889
1443688751482298637	-22.91565	-25.006104	-8.660889
1443688751501829887	-22.244263	-26.35498	-8.004761
1443688751517454887	-22.747803	-26.187134	-7.839966
1443688751533079887	-21.907043	-26.017761	-7.020569
1443688751548704887	-20.73059	-26.524353	-5.543518
1443688751568236137	-22.07489	-26.861572	-3.9031982
1443688751583861137	-20.73059	-26.187134	-3.9031982
1443688751599486137	-20.393372	-26.861572	-3.9031982
1443688751619017387	-18.8797	-26.693726	-5.380249
1443688751634642387	-20.225525	-27.368164	-2.7542114
1443688751650267387	-21.23413	-27.368164	-3.7384033
1443688751669798637	-18.711853	-26.524353	-4.559326
1443688751681517387	-19.384766	-28.211975	-4.88739
1443688751704954887	-19.552612	-26.693726	-5.708313
1443688751716673637	-20.898438	-26.35498	-5.380249
1443688751732298637	-21.57135	-26.017761	-6.036377
1443688751751829887	-22.07489	-25.512695	-7.183838
1443688751767454887	-22.244263	-27.368164	-6.692505
1443688751783079887	-21.403503	-27.198792	-4.559326
1443688751802611137	-21.739197	-27.874756	-5.543518
1443688751818236137	-22.747803	-29.225159	-4.88739
1443688751833859643	-23.588562	-29.055786	-3.0822754
1443688751853390893	-22.41211	-29.225159	-2.9190063
1443688751869015893	-22.91565	-30.067444	-0.45776367
1443688751884640893	-21.907043	-31.080627	-2.7542114
1443688751904172143	-22.41211	-30.911255	-0.95062256
1443688751919797143	-22.07489	-31.25	-0.29296875
1443688751935422143	-23.085022	-33.61206	0.36315918
1443688751954953393	-22.244263	-32.09381	1.5106201
1443688751970578393	-23.252869	-32.09381	0.8544922
1443688751986203393	-23.085022	-31.924438	0.36315918
1443688752005734643	-23.925781	-31.417847	0.19836426
1443688752021359643	-23.588562	-32.43103	2.494812
1443688752036984643	-23.588562	-33.442688	2.494812
1443688752052609643	-22.41211	-32.261658	2.331543
1443688752072140893	-22.91565	-33.442688	1.8386841
1443688752087765893	-20.561218	-33.442688	2.166748
1443688752107297143	-20.393372	-32.937622	3.9718628
1443688752122922143	-19.889832	-32.43103	4.4647217
1443688752138547143	-20.561218	-32.09381	4.7927856
1443688752154172143	-20.225525	-33.442688	4.7927856
1443688752173703393	-20.898438	-32.76825	5.7769775
1443688752185422143	-17.871094	-32.43103	5.4489136
1443688752204953393	-18.37616	-31.924438	4.9560547
1443688752220578393	-20.225525	-33.10547	4.4647217
1443688752240109643	-18.544006	-33.781433	4.7927856
1443688752255734643	-19.889832	-31.080627	4.1366577
1443688752275265893	-20.393372	-34.2865	2.659607
1443688752286984643	-19.384766	-32.598877	2.659607
1443688752306515893	-21.23413	-31.755066	0.8544922
1443688752322140893	-20.561218	-32.43103	-3.0822754
1443688752337765893	-21.907043	-30.743408	-2.4261475
1443688752357297143	-22.244263	-30.067444	-3.0822754
1443688752372922143	-23.252869	-29.730225	-3.7384033
1443688752388547143	-22.579956	-27.705383	-6.364441
1443688752408078393	-24.597168	-27.368164	-5.708313
1443688752423703393	-22.579956	-28.042603	-8.660889
1443688752439328393	-23.420715	-25.849915	-7.183838
1443688752462765893	-25.102234	-25.17395	-8.825684
1443688752474484643	-26.11084	-26.187134	-9.8098755
1443688752490109643	-26.783752	-25.512695	-9.8098755
1443688752505734643	-26.11084	-24.836731	-10.794067
1443688752525265893	-25.27008	-23.99292	-9.973145
1443688752540890893	-25.102234	-26.524353	-10.137939
1443688752556515893	-25.6073	-25.680542	-9.645081
1443688752576047143	-22.579956	-25.343323	-8.660889
1443688752591672143	-21.403503	-25.17395	-7.839966
1443688752607297143	-19.552612	-26.693726	-7.348633
1443688752626828393	-18.8797	-26.017761	-6.036377
1443688752638547143	-20.057678	-25.17395	-4.559326
1443688752658078393	-18.8797	-27.705383	-4.3945313
1443688752673703393	-18.208313	-28.718567	-3.0822754
1443688752693234643	-20.393372	-27.874756	-1.6067505
1443688752708859643	-19.049072	-30.236816	-1.9348145
1443688752728390893	-19.049072	-28.549194	0.035095215
1443688752740109643	-18.37616	-28.886414	0.69122314
1443688752759640893	-17.703247	-28.886414	-1.6067505
1443688752775265893	-17.367554	-29.225159	-0.95062256
1443688752790890893	-19.049072	-28.549194	0.69122314
1443688752814328393	-18.711853	-27.874756	-0.29296875
1443688752826047143	-18.208313	-29.055786	0.19836426
1443688752841672143	-18.8797	-28.381348	-0.1296997
1443688752861203393	-19.049072	-28.549194	-0.95062256
1443688752876828393	-18.8797	-27.705383	-0.78582764
1443688752892453393	-19.720459	-28.211975	-4.231262
1443688752911984643	-20.057678	-27.537537	-2.2628784
1443688752927609643	-20.561218	-27.368164	-2.0980835
1443688752943234643	-20.225525	-28.718567	-2.4261475
1443688752958859643	-19.720459	-28.211975	-1.2786865
1443688752978390893	-19.216919	-29.055786	0.5264282
1443688752994015893	-20.561218	-29.393005	1.8386841
1443688753009640893	-21.23413	-30.743408	1.5106201
1443688753029172143	-21.066284	-31.25	2.003479
1443688753044797143	-20.393372	-30.574036	2.659607
1443688753060422143	-20.561218	-30.743408	2.822876
1443688753079953393	-21.57135	-31.417847	3.479004
1443688753091672143	-21.403503	-31.25	4.2999268
1443688753111203393	-24.261475	-31.755066	3.479004
1443688753130734643	-22.579956	-31.417847	3.479004
1443688753142453393	-21.403503	-32.598877	3.6437988
1443688753165890893	-21.403503	-31.25	3.3157349
1443688753177609643	-22.41211	-32.598877	2.987671
1443688753193234643	-21.739197	-32.937622	3.9718628
1443688753212765893	-20.898438	-32.09381	4.4647217
1443688753232297143	-21.403503	-31.25	5.2841187
1443688753244015893	-22.244263	-31.417847	5.4489136
1443688753263547143	-20.73059	-32.598877	5.6121826
1443688753279172143	-21.23413	-31.080627	4.7927856
1443688753294797143	-19.720459	-32.937622	5.2841187
1443688753314328393	-22.91565	-31.080627	4.1366577
1443688753333859643	-22.244263	-30.406189	4.1366577
1443688753345578393	-21.907043	-31.755066	2.494812
1443688753365109643	-22.244263	-30.067444	-0.1296997
1443688753380734643	-22.747803	-30.911255	-2.2628784
1443688753396359643	-25.27008	-30.067444	-1.7700195
1443688753411984643	-25.27008	-28.718567	-4.724121
1443688753431515893	-25.942993	-27.030945	-6.692505
1443688753447140893	-27.456665	-26.861572	-7.183838
1443688753466672143	-27.120972	-26.861572	-6.855774
1443688753482297143	-25.942993	-24.33014	-9.973145
1443688753497922143	-27.961731	-25.006104	-8.332825
1443688753517453393	-27.288818	-22.642517	-9.317017
1443688753533078393	-27.961731	-22.642517	-10.957336
1443688753544797143	-28.633118	-22.305298	-10.957336
1443688753564328393	-28.970337	-22.305298	-11.613464
1443688753583859643	-28.129578	-21.798706	-10.137939
1443688753599484643	-26.783752	-20.787048	-10.137939
1443688753615109643	-26.615906	-19.606018	-10.957336
1443688753630734643	-24.597168	-19.943237	-11.2854
1443688753646359643	-24.429321	-19.773865	-11.778259
1443688753665890893	-22.41211	-20.44983	-9.153748
1443688753685422143	-21.739197	-18.762207	-8.16803
1443688753697140893	-21.403503	-21.124268	-7.183838
1443688753716672143	-20.73059	-20.787048	-6.199646
1443688753732297143	-19.889832	-22.642517	-6.364441
1443688753747922143	-20.393372	-22.137451	-4.231262
1443688753767453393	-19.720459	-22.137451	-3.2470703
1443688753783078393	-19.049072	-22.81189	-5.215454
1443688753798703393	-17.367554	-24.162292	-5.215454
1443688753818234643	-16.189575	-21.63086	-3.7384033
1443688753833859643	-19.720459	-22.81189	-4.559326
1443688753849484643	-20.057678	-21.461487	-4.231262
1443688753872922143	-18.208313	-21.63086	-1.4419556
1443688753884640893	-19.889832	-22.642517	-2.7542114
1443688753900265893	-20.393372	-22.137451	-3.9031982
1443688753915890893	-22.244263	-21.63086	-4.724121
1443688753935422143	-21.23413	-21.29364	-5.708313
1443688753951047143	-22.41211	-22.47467	-4.559326
1443688753966672143	-22.747803	-22.137451	-4.88739
1443688753986203393	-21.739197	-23.149109	-4.88739
1443688754001828393	-22.747803	-23.825073	-4.88739
1443688754017453393	-23.420715	-24.836731	-2.5909424
1443688754036984643	-22.91565	-25.006104	-3.4103394
1443688754048703393	-23.925781	-25.006104	-2.4261475
1443688754068234643	-22.244263	-26.35498	-1.7700195
1443688754087765893	-24.093628	-26.524353	-0.6225586
1443688754099484643	-22.91565	-26.017761	-0.78582764
1443688754119015893	-22.747803	-26.187134	-0.29296875
1443688754138547143	-23.420715	-28.211975	2.331543
1443688754150265893	-22.747803	-26.524353	1.3473511
1443688754169797143	-24.261475	-26.35498	0.8544922
1443688754185422143	-23.420715	-28.549194	1.0192871
1443688754201047143	-23.756409	-28.886414	1.0192871
1443688754224484643	-22.579956	-27.705383	2.166748
1443688754236203393	-23.252869	-28.042603	2.494812
1443688754251828393	-22.91565	-28.381348	2.822876
1443688754271359643	-22.244263	-27.705383	2.822876
1443688754286984643	-22.244263	-27.705383	3.15094
1443688754302609643	-21.907043	-27.705383	2.822876
1443688754318234643	-20.73059	-28.886414	2.331543
1443688754337765893	-22.41211	-28.886414	3.9718628
1443688754353390893	-20.898438	-29.393005	3.15094
1443688754369015893	-21.066284	-27.537537	4.2999268
1443688754388547143	-20.73059	-28.549194	2.659607
1443688754404172143	-21.57135	-29.055786	2.166748
1443688754419797143	-22.579956	-28.718567	2.494812
1443688754439328393	-22.579956	-29.055786	1.1825562
1443688754451047143	-23.756409	-27.874756	-0.95062256
1443688754470578393	-24.429321	-28.211975	-0.6225586
1443688754490109643	-24.597168	-25.680542	-3.0822754
1443688754501828393	-24.429321	-25.849915	-3.5751343
1443688754521359643	-24.093628	-25.17395	-4.88739
1443688754536984643	-25.6073	-24.668884	-7.020569
1443688754552609643	-26.615906	-25.343323	-8.004761
1443688754576047143	-26.11084	-23.486328	-8.16803
1443688754587765893	-25.942993	-21.968079	-8.660889
1443688754603390893	-25.439453	-21.461487	-9.481812
1443688754622922143	-26.11084	-20.11261	-10.794067
1443688754642453393	-26.280212	-21.63086	-9.645081
1443688754654172143	-25.775146	-21.798706	-10.466003
1443688754673703393	-26.44806	-20.11261	-10.137939
1443688754689328393	-24.429321	-20.787048	-9.481812
1443688754704953393	-24.429321	-19.436646	-10.794067
1443688754724484643	-23.756409	-20.44983	-10.466003
1443688754744015893	-21.57135	-20.280457	-9.645081
1443688754755734643	-21.23413	-19.606018	-8.660889
1443688754775265893	-20.561218	-22.305298	-8.332825
1443688754790890893	-20.561218	-22.981262	-7.676697
1443688754806515893	-19.889832	-24.33014	-5.708313
1443688754822140893	-21.066284	-25.512695	-5.215454
1443688754841672143	-20.057678	-24.499512	-4.231262
1443688754857297143	-20.057678	-24.162292	-4.88739
1443688754872922143	-19.384766	-23.825073	-4.88739
1443688754892453393	-18.711853	-22.81189	-3.5751343
1443688754904172143	-18.711853	-23.825073	-3.2470703
1443688754923703393	-20.057678	-23.486328	-2.9190063
1443688754943234643	-18.8797	-23.99292	-2.7542114
1443688754958859643	-19.049072	-22.47467	-3.9031982
1443688754974484643	-19.216919	-23.318481	-4.3945313
1443688754994015893	-20.73059	-24.499512	-5.543518
1443688755005734643	-21.57135	-26.017761	-7.020569
1443688755025265893	-22.07489	-25.17395	-6.199646
1443688755048703393	-22.07489	-23.825073	-5.215454
1443688755060422143	-21.907043	-24.33014	-5.380249
1443688755076047143	-22.91565	-24.668884	-6.036377
1443688755091672143	-21.907043	-26.35498	-3.0822754
1443688755107297143	-22.747803	-27.537537	-1.6067505
1443688755126828393	-23.420715	-28.211975	-1.9348145
1443688755146359643	-22.91565	-27.705383	-1.1138916
1443688755158078393	-23.252869	-28.718567	-0.78582764
1443688755177609643	-23.085022	-28.886414	1.0192871
1443688755193234643	-22.747803	-30.911255	1.675415
1443688755208859643	-22.91565	-28.718567	2.166748
1443688755228390893	-21.066284	-29.225159	1.0192871
1443688755244015893	-23.085022	-29.562378	2.659607
1443688755263547143	-23.085022	-30.236816	2.003479
1443688755275265893	-22.579956	-29.393005	2.822876
1443688755294797143	-22.244263	-30.067444	3.15094
1443688755310422143	-22.579956	-30.067444	3.8085938
1443688755326047143	-21.066284	-30.911255	2.987671
1443688755349484643	-21.57135	-31.080627	4.7927856
1443688755361203393	-20.73059	-30.236816	3.9718628
1443688755376828393	-20.393372	-30.911255	6.5963745
1443688755396359643	-20.73059	-30.574036	5.2841187
1443688755408078393	-20.057678	-30.236816	6.5963745
1443688755427609643	-21.066284	-31.58722	4.9560547
1443688755447140893	-19.384766	-30.911255	5.9402466
1443688755458859643	-19.216919	-30.406189	5.1208496
1443688755478390893	-20.225525	-31.080627	2.822876
1443688755494015893	-21.739197	-29.562378	3.3157349
1443688755513547143	-21.57135	-30.406189	0.8544922
1443688755529172143	-21.066284	-29.562378	0.69122314
1443688755544797143	-23.925781	-29.393005	-1.1138916
1443688755560422143	-22.91565	-27.030945	-3.7384033
1443688755579953393	-23.252869	-28.381348	-4.3945313
1443688755595578393	-23.085022	-26.187134	-4.88739
1443688755615109643	-23.588562	-25.343323	-7.348633
1443688755630734643	-24.093628	-23.825073	-8.496094
1443688755646359643	-24.76654	-23.825073	-7.839966
1443688755661984643	-25.102234	-23.486328	-8.825684
1443688755681515893	-24.093628	-22.47467	-9.153748
1443688755704953393	-24.429321	-21.461487	-10.794067
1443688755728390893	-25.27008	-21.63086	-10.629272
1443688755747922143	-25.6073	-21.968079	-10.957336
1443688755763547143	-24.934387	-21.29364	-10.3012085
1443688755779172143	-22.579956	-21.968079	-8.660889
1443688755802609643	-20.73059	-21.124268	-10.137939
1443688755829953393	-19.384766	-23.149109	-6.199646
1443688755849484643	-18.208313	-22.642517	-6.036377
1443688755861203393	-18.37616	-22.81189	-5.215454
1443688755880734643	-17.198181	-23.318481	-6.036377
1443688755896359643	-17.367554	-24.162292	-4.231262
1443688755915890893	-18.8797	-22.305298	-4.3945313
1443688755931515893	-17.871094	-23.6557	-4.0664673
