rotvec_timestamp	rotvec_x_data	rotvec_y_data	rotvec_z_data
4592896733030	0.07915893	-0.15050761	-0.73999834
4592905033811	0.082572155	-0.1498496	-0.73996896
4592913334593	0.08600021	-0.14908938	-0.7395108
4592921635374	0.08945422	-0.14836894	-0.7394555
4592929936155	0.09295139	-0.14740887	-0.73885626
4592938236936	0.09593178	-0.14648345	-0.7389561
4592946537718	0.09862515	-0.14545557	-0.738604
4592954838499	0.100842215	-0.14446534	-0.73874414
4592963139280	0.1029717	-0.14336482	-0.73834556
4592971440061	0.10465346	-0.14237121	-0.7382827
4592979740843	0.105897926	-0.14153011	-0.73802495
4592988041624	0.106794626	-0.14080995	-0.7380982
4592996342405	0.10735794	-0.1402308	-0.7381688
4593004643186	0.10764714	-0.13977253	-0.73875743
4593012943968	0.10821815	-0.13907549	-0.73920226
4593021244749	0.10892362	-0.13846487	-0.73972476
4593029545530	0.11044816	-0.13678479	-0.74125385
4593037846311	0.112275355	-0.13677941	-0.74087
4593046147093	0.114265196	-0.13774474	-0.7402349
4593054447874	0.11669405	-0.13885993	-0.73896766
4593062748655	0.11915887	-0.14062509	-0.7380292
4593071049436	0.12166835	-0.14205357	-0.7368107
4593079350218	0.123232044	-0.14321859	-0.73669827
4593087650999	0.12469877	-0.14359483	-0.7362557
4593095951780	0.126095	-0.14348584	-0.7355899
4593104252561	0.12728705	-0.14315128	-0.7349219
4593112553343	0.12832998	-0.14276507	-0.73453254
4593120854124	0.12927696	-0.142432	-0.73443156
4593129154905	0.13013603	-0.14203094	-0.7339895
4593137455686	0.13061044	-0.14172298	-0.73407674
4593145756468	0.13087218	-0.1413818	-0.7338761
4593154057249	0.13088152	-0.14115615	-0.7339584
4593162358030	0.13078703	-0.14093792	-0.7337681
4593170658811	0.13082606	-0.14091139	-0.7334621
4593178959593	0.13103785	-0.14111763	-0.73326164
4593187260374	0.13144885	-0.14135413	-0.73290706
4593195561155	0.13200001	-0.1415507	-0.73273045
4593203861936	0.13265797	-0.14157902	-0.732434
4593212162718	0.13322611	-0.14155784	-0.73232454
4593220463499	0.1336347	-0.14152355	-0.7324811
4593228764280	0.13388985	-0.14137232	-0.73237133
4593237065061	0.13395572	-0.14117107	-0.73236
