gravity_timestamp	gravity_x_data	gravity_y_data	gravity_z_data
91579417495000	0.41591597	-9.782938	-0.53992814
91579421065000	0.7157853	-9.761973	-0.60158056
91579431380000	0.8799793	-9.742303	-0.69538057
91579440657000	0.9943851	-9.726893	-0.75440735
91579451339000	1.0478183	-9.721122	-0.75647247
91579460646000	0.99031574	-9.72971	-0.72279346
91579471450000	0.91861594	-9.739519	-0.68431145
91579483443000	0.878188	-9.744663	-0.66386956
91579492934000	0.8520769	-9.747298	-0.6591981
91579500685000	0.86006904	-9.74462	-0.6877888
91579511367000	0.8939193	-9.738653	-0.7279729
91579520705000	0.9358076	-9.7345	-0.7308616
91579531783000	0.9363047	-9.737496	-0.6891116
91579540724000	0.8782211	-9.744253	-0.6698042
91579551406000	0.78591514	-9.749495	-0.70715404
91579561171000	0.6673194	-9.756099	-0.7373025
91579571486000	0.5352812	-9.76282	-0.7557786
91579580855000	0.4464517	-9.763772	-0.7998948
91579592025000	0.4327964	-9.757496	-0.87996966
91579600875000	0.48408583	-9.74996	-0.9350538
91579611556000	0.5575582	-9.750716	-0.88489485
91579620894000	0.59403443	-9.761045	-0.73450965
91579631667000	0.5486831	-9.776954	-0.5296271
91579640914000	0.4259341	-9.791101	-0.35112056
91579653762000	0.27546677	-9.799629	-0.24852234
91579660933000	0.15023148	-9.803251	-0.20997722
91579673201000	0.107753985	-9.804094	-0.19623277
91579681014000	0.1330521	-9.804137	-0.17766309
91579691634000	0.22471799	-9.802696	-0.16444296
91579712081000	0.5495871	-9.7886095	-0.22682898
91579731673000	0.7731462	-9.766255	-0.43918756
91579741042000	0.8053034	-9.755092	-0.60004854
91579751631000	0.805019	-9.744144	-0.75762045
91579761031000	0.77819914	-9.732908	-0.91394675
91579772139000	0.71744335	-9.716666	-1.1144799
91579791732000	0.5504285	-9.685336	-1.4358488
91579801070000	0.45975542	-9.686125	-1.4621822
91579811751000	0.35866615	-9.697473	-1.4144845
91579821089000	0.29756635	-9.720463	-1.262703
91579831923000	0.3208353	-9.753403	-0.96881527
91579853347000	0.48898968	-9.7943735	-0.03900047
91579861129000	0.6190727	-9.783295	0.272538
91579871871000	0.7188316	-9.773494	0.36398646
91579881148000	0.7779215	-9.771756	0.27926293
