gravity_timestamp	gravity_x_data	gravity_y_data	gravity_z_data
59059947337000	-0.08826558	2.6614246	9.4381895
59059951640000	-0.110876426	2.690521	9.429697
59059962413000	-0.1489494	2.675189	9.433534
59059971721000	-0.15600298	2.6973157	9.427117
59059982402000	-0.16289333	2.7105892	9.423192
59059991740000	-0.15470862	2.6892262	9.42945
59060004985000	-0.11829196	2.6613042	9.437895
59060011760000	-0.07390432	2.622036	9.44933
59060022441000	-0.070820674	2.5051742	9.481006
59060031779000	0.014908158	2.471924	9.489982
59060044078000	0.04683372	2.4562466	9.493948
59060051799000	0.047643136	2.427199	9.501411
59060063517000	0.05308942	2.4726107	9.489667
59060071818000	0.01721154	2.5271244	9.475428
59060082530000	-0.05171828	2.556799	9.467339
59060091838000	-0.08864355	2.5699234	9.4635105
59060102549000	-0.10597017	2.5631945	9.465157
59060111857000	-0.12534729	2.552226	9.467883
59060123637000	-0.14388254	2.5499787	9.468225
59060132151000	-0.16078627	2.5614662	9.464852
59060142619000	-0.1699393	2.5766907	9.46056
59060151957000	-0.16224925	2.5888712	9.457368
59060162608000	-0.13916647	2.5856025	9.45863
59060171916000	-0.11130013	2.585588	9.4590025
59060185160000	-0.102061175	2.5863795	9.458891
59060192027000	-0.10199958	2.5896313	9.458001
59060202647000	-0.09288908	2.5939474	9.456913
59060211985000	-0.07648389	2.5771892	9.461639
59060224284000	-0.048533	2.563745	9.465476
59060232005000	-0.012643939	2.5417984	9.471509
59060243693000	-1.397738E-4	2.5265255	9.475603
59060252055000	0.0033818246	2.5078084	9.480574
59060262675000	-0.025448037	2.47528	9.489084
59060272014000	-0.057269044	2.5068607	9.480652
59060282725000	-0.13606822	2.5429661	9.470227
59060292033000	-0.17738618	2.577253	9.460269
59060303813000	-0.18632373	2.6191795	9.448575
59060312053000	-0.19305809	2.6545503	9.438563
59060322764000	-0.21159714	2.671381	9.433416
59060332072000	-0.246163	2.6838388	9.429041
59060342753000	-0.307039	2.714425	9.418492
59060352092000	-0.38735506	2.7313461	9.410638
59060365306000	-0.44740433	2.7356005	9.406737
59060372081000	-0.49805284	2.7241976	9.4075
59060382792000	-0.5451954	2.7144186	9.407714
59060392100000	-0.568674	2.7143273	9.40635
59060404429000	-0.5811137	2.722614	9.403194
59060412150000	-0.5840564	2.7313466	9.400479
59060423838000	-0.58454096	2.7352731	9.399307
59060433207000	-0.58399135	2.7420301	9.397372
59060445109000	-0.58533263	2.7499652	9.39497
59060452861000	-0.5835891	2.7611344	9.391802
59060463572000	-0.59463406	2.7736561	9.387419
59060472880000	-0.6343753	2.7827625	9.38212
59060484629000	-0.68659806	2.7901669	9.376244
59060493419000	-0.75348085	2.7912712	9.370777
59060504466000	-0.81220764	2.7973862	9.364045
59060512919000	-0.86317307	2.8017204	9.358188
59060523661000	-0.93226314	2.786956	9.355968
59060533000000	-0.95275664	2.794558	9.351636
59060545939000	-0.9457679	2.8036182	9.349633
59060552897000	-0.923725	2.8121412	9.349277
59060563609000	-0.90776235	2.8045087	9.353133
59060572917000	-0.88505334	2.7996564	9.356762
59060585215000	-0.4157627	2.7264142	9.410855
59060592936000	-0.42504555	2.7160652	9.413432
59060604808000	-0.4506786	2.7021036	9.416258
59060613108000	-0.47477055	2.6911342	9.418216
59060623759000	-0.5079315	2.6713383	9.42212
59060633128000	-0.5305891	2.649892	9.426926
59060643809000	-0.54379535	2.6242862	9.433334
59060653117000	-0.54334575	2.5997415	9.440154
59060664805000	-0.5345118	2.5650215	9.4501505
59060673076000	-0.519955	2.5376985	9.458336
59060683757000	-0.49340728	2.501174	9.4694805
59060693065000	-0.46660528	2.47131	9.478676
59060703807000	-0.43917695	2.4406095	9.487937
59060713298000	-0.42368186	2.4194958	9.494046
59060726298000	-0.41813314	2.3995452	9.499354
59060733317000	-0.4230975	2.3910472	9.501277
59060744029000	-0.43881133	2.3795297	9.503456
59060753947000	-0.4594332	2.3678262	9.5054035
59060765117000	-0.4858077	2.3535914	9.507628
59060772837000	-0.5020058	2.3452022	9.508859
59060784739000	-0.51566696	2.33278	9.511184
59060793071000	-0.52010167	2.3209777	9.513829
59060803752000	-0.5288366	2.3004808	9.518325
59060813060000	-0.540306	2.2807155	9.522436
59060823924000	-0.5543818	2.2535403	9.528095
59060833262000	-0.56757766	2.2268026	9.533604
59060844951000	-0.5824612	2.1923897	9.540679
59060853251000	-0.5912042	2.1720054	9.544803
59060864238000	-0.6052312	2.157382	9.54724
59060873454000	-0.62101156	2.1583967	9.545997
