gravity_timestamp	gravity_x_data	gravity_y_data	gravity_z_data
1442741529943554873	0.47711447	9.691922	1.4175311
1442741529948773379	0.42269036	9.7034855	1.3542877
1442741529953778262	0.36796317	9.713472	1.297475
1442741529963818545	0.23506093	9.72506	1.240294
1442741529968762393	0.18893103	9.729079	1.2164344
1442741529973919864	0.1428118	9.7321	1.1984272
1442741529978833194	0.10081718	9.73389	1.1881138
1442741529984814639	0.04715071	9.734054	1.1901102
1442741529991436953	-0.007917463	9.732978	1.1997757
1442741529999096866	-0.072745815	9.7282505	1.2354074
1442741530004315371	-0.10290228	9.723589	1.2694893
1442741530007367129	-0.10672554	9.720436	1.2931029
1442741530014294619	-0.13981114	9.714651	1.3328118
1442741530019116397	-0.14913878	9.710548	1.361394
1442741530024151797	-0.15439355	9.70764	1.3814093
1442741530029309268	-0.15489578	9.704697	1.4018778
1442741530034924502	-0.15167974	9.702626	1.4164829
1442741530039257998	-0.13861676	9.701971	1.4222988
1442741530044293399	-0.12594467	9.702124	1.4224381
1442741530050030703	-0.10955249	9.701375	1.4288838
1442741530054364200	-0.08559727	9.703831	1.4137653
1442741530057873721	-0.05934517	9.707064	1.3927613
1442741530064435000	-0.026032072	9.708466	1.3839805
1442741530069500918	0.011664554	9.711272	1.3643472
1442741530078473086	0.07279973	9.709724	1.3734428
1442741530084576602	0.13510785	9.710735	1.3615266
1442741530089612002	0.19646432	9.712414	1.341946
1442741530094647403	0.26572907	9.712732	1.3276353
1442741530100476260	0.34630075	9.710984	1.3218331
1442741530104718203	0.41591653	9.711151	1.3003665
1442741530108197207	0.48165563	9.711787	1.272634
1442741530114911075	0.56866294	9.707664	1.2681803
1442741530119824405	0.59581196	9.710477	1.2337047
1442741530124859805	0.6337086	9.712439	1.1988932
1442741530129925723	0.68044674	9.713683	1.1626412
1442741530135785098	0.70827675	9.718573	1.1036662
1442741530140149112	0.7137656	9.725765	1.034606
1442741530145031924	0.7163827	9.737263	0.9180894
1442741530151318545	0.73377085	9.750874	0.7432507
1442741530155072207	0.6984228	9.765632	0.5612666
1442741530166577334	0.7522902	9.768049	0.43550286
1442741530170941348	0.62394583	9.780175	0.3595219
1442741530175366397	0.48169446	9.790809	0.28001615
1442741530180859561	0.38735136	9.797039	0.1958725
1442741530185894961	0.26108974	9.80246	0.11835589
1442741530190320010	0.15304157	9.805226	0.0671566
1442741530195538516	0.02440906	9.806597	0.021186072
1442741530201214786	-0.09456176	9.806194	0.0037107517
1442741530205578799	-0.20159096	9.804569	-0.013366911
1442741530209790225	-0.28142616	9.802597	-0.016774122
1442741530215710635	-0.36739814	9.799745	-0.020130364
1442741530220562930	-0.40652695	9.798204	-0.017219469
1442741530225750918	-0.43668652	9.796909	-0.016061638
1442741530230572696	-0.4035027	9.798336	-0.013818462
1442741530235699649	-0.3612327	9.799989	-0.011416165
1442741530240704532	-0.2458323	9.803567	-0.0065151737
1442741530245892520	-0.1282958	9.805811	-1.3784904E-4
1442741530254773135	0.027925014	9.806461	0.054120816
1442741530255719180	0.14163736	9.80518	0.09375058
1442741530259045596	0.2744732	9.801906	0.1329752
1442741530266034121	0.43461385	9.795139	0.1916964
1442741530270916934	0.56921864	9.78793	0.20692146
1442741530276104922	0.70571244	9.7785425	0.22906752
1442741530280987735	0.80536205	9.770001	0.26241118
1442741530286053653	0.9065291	9.759932	0.30387095
1442741530291058536	0.97466975	9.752872	0.3191798
1442741530296246524	1.0293812	9.745881	0.3585707
1442741530301770205	1.0846483	9.738556	0.39300454
1442741530306347842	1.1305299	9.73286	0.4046358
1442741530316327090	1.2362206	9.715404	0.50307024
1442741530321240420	1.2802018	9.701826	0.6372129
1442741530327557559	1.3259964	9.685878	0.771939
1442741530331463809	1.3468148	9.671643	0.903215
1442741530343274112	1.453485	9.634088	1.1145056
1442741530344220157	1.4404757	9.626428	1.1946988
1442741530346539493	1.4548237	9.613522	1.2783084
1442741530351452823	1.4973491	9.590175	1.3988866
1442741530356488223	1.5688779	9.561028	1.5151755
1442741530366559024	1.7086186	9.508929	1.6826419
1442741530371594424	1.7894286	9.478254	1.7694683
1442741530376629825	1.8702204	9.456281	1.8031689
1442741530381817813	1.9465	9.435075	1.8332756
1442741530387402530	2.0273125	9.418526	1.8307843
1442741530391736026	2.0903442	9.408828	1.8096426
1442741530396771426	2.1530533	9.391266	1.8272574
1442741530402569766	2.2118697	9.371244	1.8595146
1442741530406842227	2.2375507	9.359859	1.8859462
1442741530410382266	2.2601411	9.351114	1.9023184
1442741530416943545	2.243476	9.340463	1.9730608
1442741530421948428	2.2240276	9.337899	2.0069194
1442741530430218692	2.2246013	9.326205	2.0599601
1442741530437054629	2.2178762	9.318353	2.1023123
1442741530442120547	2.2041197	9.315894	2.1275258
1442741530447155948	2.196738	9.313897	2.1438394
1442741530452984805	2.19092	9.313717	2.1505666
1442741530457226748	2.1727715	9.316326	2.1576657
1442741530460553164	2.1467419	9.320225	2.1668622
1442741530467450137	2.1228368	9.324678	2.1712487
1442741530472332950	2.097184	9.331017	2.1689487
1442741530477520938	2.0679755	9.336041	2.175362
1442741530482403750	2.036013	9.340059	2.1882265
1442741530487439151	2.0113895	9.343302	2.197137
1442741530493359561	1.9926294	9.343946	2.2114465
1442741530503338809	1.9759926	9.335626	2.260959
1442741530507580752	1.9598236	9.3362465	2.2724395
1442741530518383975	1.9484631	9.321616	2.3412292
