accelerometer_timestamp	accelerometer_x_data	accelerometer_y_data	accelerometer_z_data
1040918333680251	1.3877258	3.4914856	9.770203
1040918342072585	1.1186981	3.5993805	9.234467
1040918350464919	0.8078308	3.7922974	8.767349
1040918358857253	0.7174072	3.9183197	8.469131
1040918367249587	0.85816956	3.9340973	8.366867
1040918375641921	1.041565	3.8923035	8.334656
1040918384034255	1.1496277	3.8541718	8.294052
1040918392426589	1.156601	3.849884	8.237671
1040918400818923	1.1525879	3.865387	8.239487
1040918409211257	1.4695587	3.8002014	8.5354
1040918417603591	1.4274292	3.9093475	8.715515
1040918425995925	1.1150665	4.023361	8.637024
1040918434388259	0.8721161	3.980774	8.479965
1040918442780593	0.782074	3.8337708	8.364105
1040918451172927	0.7256317	3.76474	8.340591
1040918459565261	0.6508484	3.8444824	8.504105
1040918467957595	0.65774536	3.8862	8.736298
1040918476349929	0.7455139	3.8872223	8.937454
1040918484742263	0.84628296	3.9000397	9.043091
1040918493134597	0.9066162	3.9415283	9.052444
1040918501526931	0.9210205	3.990326	9.013779
1040918509919265	1.0045166	4.0112	8.964081
1040918518311599	1.1175079	3.9878387	8.897797
1040918526703933	1.2640839	3.9832916	8.891373
1040918535096267	1.4068604	3.9862213	8.941879
1040918543488601	1.5222015	3.9841309	9.00354
1040918551880935	1.5900421	3.9716034	9.009354
1040918560273269	1.5254211	3.9487305	8.920883
1040918568665603	1.3348236	3.9223633	8.880173
1040918577057937	1.1289673	3.83992	8.893723
1040918585450271	0.93307495	3.7740936	8.864029
1040918593842605	0.7935028	3.7474213	8.803482
1040918602234939	0.7658844	3.725891	8.814102
1040918610627272	0.8325043	3.7079926	8.88269
1040918619019606	0.8689728	3.696518	8.909424
1040918627411940	0.8965912	3.6904602	8.9105835
1040918635804274	0.96810913	3.6986084	9.036179
1040918644196608	1.1043091	3.7081451	9.282654
1040918652588942	1.2705994	3.6920013	9.481964
1040918660981276	1.3083649	3.657196	9.435242
1040918669373610	1.13974	3.6395721	9.193466
1040918677765944	1.011322	3.677658	8.999542
1040918686158278	0.97850037	3.7467346	8.911621
1040918694550612	1.0240784	3.803299	8.892685
1040918702942946	1.0928345	3.8114777	8.859497
1040918711335280	1.1157684	3.7825623	8.8016815
1040918719727614	1.1023254	3.785614	8.778549
1040918728119948	1.0467072	3.796692	8.800735
1040918736512282	1.0132599	3.8067322	8.841064
1040918744904616	1.0260162	3.810028	8.881378
1040918753296950	1.0496826	3.804947	8.927124
1040918761689284	1.0596466	3.8099213	9.01886
1040918770081618	1.0722504	3.8096466	9.049164
1040918778473952	1.1027527	3.812027	9.012924
1040918786866286	1.1329956	3.8155365	8.965408
1040918795258620	1.1428986	3.8213043	8.931213
1040918803650954	1.1207733	3.831543	8.895905
1040918812043288	1.0730743	3.8140106	8.95723
1040918820435622	1.0207825	3.8179169	9.004211
1040918828827956	0.9687805	3.8173828	9.061844
1040918837220290	0.9279175	3.8029785	9.096619
1040918845612624	0.91955566	3.7824707	9.108475
1040918854004958	0.9472351	3.7759247	9.139191
1040918862397292	0.83821106	3.763382	9.117004
1040918870789626	0.79463196	3.7249908	8.992035
1040918879181960	0.8057709	3.673935	8.936127
1040918887574294	0.7357483	3.6204834	8.320999
1040918895966628	0.68974304	3.628418	7.5728607
1040918904358962	1.001648	3.7670135	8.31694
1040918912751296	1.1740417	3.641922	9.1562195
1040918921143630	1.1878815	3.5757751	9.560684
1040918929535964	1.1221008	3.5662384	9.716431
1040918937928298	1.0467072	3.5851593	9.648773
1040918946320632	1.0158234	3.6205902	9.489777
1040918954712966	1.0388489	3.6938477	9.459732
1040918963105300	0.94644165	3.7893066	9.41301
1040918971497634	1.0802612	3.7918243	9.244995
1040918979889968	1.1374207	3.7970276	9.021469
1040918988282302	1.0350494	3.8141785	8.769424
1040918996674636	0.8683014	3.8396912	8.546234
1040919005066970	0.87054443	3.8723602	8.455856
1040919013459304	1.0545197	3.8042297	8.645676
1040919021851638	1.1794128	3.77742	9.005615
1040919030243972	1.1513977	3.7735748	9.268707
1040919038636306	1.0154724	3.7654572	9.28978
