gyroscope_timestamp	gyroscope_x_data	gyroscope_y_data	gyroscope_z_data
254195274446257	-0.18585205	-0.1144104	-0.0054626465
254195282167204	-0.15164185	-0.16082764	-0.01399231
254195287233122	-0.12721252	-0.13885498	-0.020095825
254195292238005	-0.11376953	-0.12297058	-0.024978638
254195297273406	-0.10888672	-0.11317444	-0.031097412
254195302675017	-0.111328125	-0.111968994	-0.035980225
254195307374724	-0.118652344	-0.11564636	-0.037200928
254195312410124	-0.12599182	-0.12173462	-0.03353882
254195317842253	-0.13453674	-0.1278534	-0.0262146
254195322450408	-0.14309692	-0.1327362	-0.0152282715
254195325807341	-0.15286255	-0.13885498	6.5612793E-4
254195332521208	-0.15898132	-0.1437378	0.018981934
254195337556609	-0.15652466	-0.14738464	0.036087036
254195342592009	-0.14309692	-0.1486206	0.043426514
254195347627410	-0.12109375	-0.14494324	0.038528442
254195352845915	-0.095443726	-0.13641357	0.022659302
254195357698210	-0.0697937	-0.12541199	6.5612793E-4
254195362733611	-0.04660034	-0.111968994	-0.023773193
254195368013152	-0.023391724	-0.10096741	-0.050628662
254195372804412	-1.6784668E-4	-0.09120178	-0.08363342
254195376161345	-1.6784668E-4	-0.0826416	-0.12272644
254195382875212	0.041366577	-0.076538086	-0.16426086
254195387910613	0.059692383	-0.07287598	-0.20333862
254195392976531	0.076797485	-0.07287598	-0.23266602
254195397950896	0.092681885	-0.07287598	-0.25099182
254195403260954	0.10366821	-0.071640015	-0.2546692
254195408052214	0.11100769	-0.07531738	-0.2436676
254195413057097	0.11222839	-0.08387756	-0.21922302
254195418367156	0.10734558	-0.09486389	-0.18502808
254195423158415	0.096343994	-0.104644775	-0.14593506
254195426545867	0.096343994	-0.11685181	-0.14593506
254195433198699	0.076797485	-0.11685181	-0.10928345
254195438264617	0.048706055	-0.13517761	-0.07751465
254195443300017	0.01449585	-0.15962219	-0.05430603
254195448335417	-0.023391724	-0.18405151	-0.040863037
254195453798064	-0.060028076	-0.20603943	-0.037200928
254195458406218	-0.09056091	-0.21948242	-0.039657593
254195463441619	-0.11376953	-0.22436523	-0.04698181
254195468812712	-0.12965393	-0.21826172	-0.055526733
254195473512419	-0.13941956	-0.20359802	-0.06895447
254195476838835	-0.14309692	-0.18283081	-0.08483887
254195483613738	-0.14431763	-0.15838623	-0.10316467
254195488588103	-0.14187622	-0.13150024	-0.11904907
254195493654021	-0.13209534	-0.10340881	-0.13005066
254195498689421	-0.11376953	-0.07775879	-0.13371277
254195504091033	-0.083236694	-0.05821228	-0.13249207
254195508760222	-0.04536438	-0.04598999	-0.12516785
254195513795622	-0.0062713623	-0.03866577	-0.11172485
254195519166716	0.024261475	-0.035003662	-0.09461975
254195523866423	0.04258728	-0.03744507	-0.07507324
254195527192839	0.04258728	-0.04598999	-0.07507324
254195533967742	0.056030273	-0.04598999	-0.03842163
254195538972624	0.060913086	-0.088760376	-0.027420044
254195544008025	0.06581116	-0.111968994	-0.023773193
254195549043425	0.06947327	-0.1278534	-0.0262146
254195554292449	0.07191467	-0.1302948	-0.03353882
254195559083708	0.07191467	-0.12173462	-0.043304443
254195564119109	0.06581116	-0.10585022	-0.050628662
254195569368132	0.05114746	-0.08631897	-0.055526733
254195574189910	0.05114746	-0.067993164	-0.055526733
254195577577361	0.025482178	-0.067993164	-0.05796814
254195584291228	-0.007507324	-0.050872803	-0.05796814
254195589296111	-0.04660034	-0.036224365	-0.056747437
254195594362029	-0.083236694	-0.022781372	-0.053085327
254195599397429	-0.11376953	-0.01423645	-0.048187256
254195604738005	-0.13087463	-0.010559082	-0.044540405
254195609468230	-0.12965393	-0.010559082	-0.043304443
254195614503630	-0.11254883	-0.01423645	-0.043304443
254195619752654	-0.08200073	-0.019119263	-0.044540405
254195624574431	-0.044158936	-0.022781372	-0.04698181
254195627900847	-0.008712769	-0.025222778	-0.04574585
254195634675749	0.008377075	-0.032562256	-0.03842163
254195639680632	-0.018493652	-0.053329468	-0.022537231
254195644716033	-0.08934021	-0.087524414	-0.0042266846
254195649751433	-0.18096924	-0.11685181	0.0055389404
254195655153044	-0.26283264	-0.12173462	-0.0042266846
254195659791716	-0.3141327	-0.0973053	-0.02986145
254195664857634	-0.3312378	-0.059432983	-0.06286621
254195670228728	-0.3165741	-0.022781372	-0.09461975
254195674928435	-0.2823639	0.0053253174	-0.120269775
254195678285369	-0.2823639	0.02609253	-0.120269775
254195684999236	-0.19805908	0.02609253	-0.14103699
254195690004119	-0.16020203	0.044418335	-0.13615417
254195695070037	-0.119888306	0.04197693	-0.12516785
254195700105437	-0.06855774	0.035858154	-0.11050415
254195705354460	-0.005065918	0.02973938	-0.09828186
254195710176238	0.06947327	0.02609253	-0.09095764
254195715181121	0.06947327	0.02609253	-0.08973694
254195720460662	0.21730042	0.02609253	-0.09461975
254195725282439	0.21730042	0.028533936	-0.09461975
254195728639372	0.26615906	0.028533936	-0.10072327
254195735322722	0.28204346	0.023651123	-0.09950256
254195740388640	0.26005554	0.016311646	-0.08363342
254195745454558	0.2099762	0.011428833	-0.053085327
254195750459441	0.1464386	0.01020813	-0.017669678
254195755769499	0.08778381	0.013870239	0.011657715
254195760499724	0.04258728	0.023651123	0.025100708
254195765565642	0.01449585	0.037078857	0.02142334
254195770845183	-1.6784668E-4	0.051742554	0.0055389404
254195775636443	-0.003829956	0.06639099	-0.01399231
254195779023894	0.0034942627	0.07861328	-0.02986145
254195785676726	0.016937256	0.088378906	-0.039657593
254195790773162	0.036483765	0.095703125	-0.044540405
254195795778044	0.060913086	0.10548401	-0.043304443
254195800843962	0.092681885	0.120147705	-0.034744263
254195806245574	0.12931824	0.13847351	-0.016433716
254195810884246	0.16964722	0.15435791	0.0067749023
254195815889128	0.20385742	0.16412354	0.034866333
254195821351775	0.20385742	0.16290283	0.067855835
254195825959929	0.1281128	0.14335632	0.10572815
254195829499968	0.1281128	0.09326172	0.10572815
254195836427458	-0.2799225	0.09326172	0.14848328
254195841096648	-0.49128723	0.0016479492	0.1240387
254195846132048	-0.61224365	0.040740967	0.06539917
254195851197966	-0.6317749	0.13479614	-0.016433716
254195856599578	-0.5767975	0.23132324	-0.09706116
254195861238249	-0.5767975	0.29362488	-0.15692139
254195866273650	-0.47906494	0.29362488	-0.15692139
254195871705779	-0.365448	0.3168335	-0.19969177
254195876344451	-0.25671387	0.30950928	-0.19969177
254195879762419	-0.16020203	0.30950928	-0.19113159
254195886415251	-0.07223511	0.2899475	-0.17280579
254195891450652	0.015716553	0.26185608	-0.14959717
254195896486052	0.11100769	0.22399902	-0.12394714
254195901551970	0.21485901	0.18122864	-0.10072327
254195906770476	0.32725525	0.13235474	-0.07873535
254195911592253	0.4384308	0.08105469	-0.05796814
254195916627654	0.5337219	0.028533936	-0.037200928
254195921907195	0.58625793	-0.020339966	-0.027420044
254195926698454	0.57281494	-0.06309509	-0.03842163
254195936494597	0.30282593	-0.0973053	-0.11172485
254195941774138	0.080459595	-0.1144104	-0.13371277
254195946840056	-0.15164185	-0.08387756	-0.13493347
254195951875456	-0.3630066	-0.027664185	-0.12882996
254195957216033	-0.53526306	0.04197693	-0.13493347
254195961946257	-0.662323	0.11402893	-0.15815735
254195966981658	-0.7441864	0.17634583	-0.19480896
254195972322234	-0.78448486	0.23132324	-0.23022461
254195977052458	-0.7893982	0.27897644	-0.2546692
254195980439910	-0.7893982	0.32295227	-0.2546692
254195987153777	-0.728302	0.32295227	-0.25343323
254195992158660	-0.6745453	0.39137268	-0.22901917
254195997194060	-0.61590576	0.4121399	-0.18869019
254196002229460	-0.55970764	0.42800903	-0.13371277
254196007722624	-0.50593567	0.44145203	-0.072631836
254196012330779	-0.50593567	0.44633484	-0.072631836
254196017335662	-0.44485474	0.44633484	-0.010345459
254196022828826	-0.3703308	0.44267273	0.047073364
254196027406462	-0.2823639	0.43901062	0.092285156
254196030763396	-0.18463135	0.44267273	0.119155884
254196037477263	-0.08444214	0.45733643	0.13015747
254196042482146	0.008377075	0.48054504	0.12893677
254196047548064	0.07923889	0.51475525	0.11671448
254196052583464	0.11955261	0.55996704	0.099609375
254196057985076	0.1281128	0.6112671	0.08128357
254196062654265	0.10734558	0.6589203	0.07395935
254196067689665	0.06335449	0.6943512	0.08250427
254196073091277	0.004714966	0.7200012	0.10572815
254196077790984	-0.056350708	0.7420044	0.13383484
254196081117400	-0.104003906	0.7688904	0.15704346
254196087831267	-0.13575745	0.80062866	0.1716919
254196092836150	-0.14920044	0.8336334	0.17901611
254196097902068	-0.14675903	0.86906433	0.18389893
254196102937468	-0.13331604	0.90693665	0.1924591
254196108155974	-0.11254883	0.9509125	0.2059021
254196113008269	-0.091781616	1.0046692	0.22911072
254196118043669	-0.07223511	1.062088	0.26087952
254196123262175	-0.05392456	1.1182861	0.29997253
254196128114470	-0.02947998	1.1696014	0.34274292
254196131471404	-0.02947998	1.2172394	0.34274292
254196138185271	0.03526306	1.2172394	0.44291687
254196144288787	0.07435608	1.307663	0.50157166
254196148286589	0.117111206	1.3516388	0.5602112
254196153291472	0.117111206	1.3907318	0.5602112
254196158693083	0.20141602	1.3907318	0.65060425
254196163331755	0.20141602	1.4261627	0.65060425
254196168367156	0.23318481	1.4261627	0.67749023
254196173616179	0.25517273	1.4139557	0.6921387
254196178468474	0.27227783	1.3870697	0.69581604
254196181794890	0.28938293	1.3491974	0.69337463
254196188539275	0.30892944	1.3088684	0.6860504
254196193605193	0.32969666	1.26857	0.67993164
254196198610076	0.34924316	1.228241	0.67749023
254196203675994	0.36268616	1.1915894	0.67749023
254196209047087	0.36756897	1.1586151	0.68237305
254196213746794	0.366333	1.1292877	0.6884918
254196218751677	0.36024475	1.101181	0.6921387
254196224183806	0.35292053	1.0694122	0.68969727
254196228822478	0.34436035	1.035202	0.6762543
254196232209929	0.33335876	0.9985504	0.65304565
254196238893279	0.31503296	0.9533539	0.6200714
254196243898162	0.28694153	0.89959717	0.5821991
254196248933562	0.24906921	0.83851624	0.5418854
254196253999480	0.20874023	0.7737732	0.4978943
254196259248503	0.16844177	0.7077942	0.45147705
254196264039763	0.1305542	0.6381531	0.40504456
254196269075163	0.09512329	0.5685272	0.36228943
254196274324187	0.060913086	0.5001068	0.33052063
254196279145964	0.027938843	0.44145203	0.31463623
254196282533415	0.027938843	0.3974762	0.31463623
254196289247283	-0.023391724	0.3974762	0.33174133
254196294282683	-0.035598755	0.34983826	0.35740662
254196299318083	-0.035598755	0.3400421	0.35740662
254196304353484	-0.04171753	0.3400421	0.38671875
254196309602507	-0.044158936	0.3449402	0.41603088
254196314485320	-0.044158936	0.3669281	0.44415283
254196319429167	-0.04171753	0.3986969	0.46492004
254196324769744	-0.035598755	0.4329071	0.47592163
254196329530486	-0.027038574	0.46710205	0.47712708
