gyroscope_timestamp	gyroscope_x_data	gyroscope_y_data	gyroscope_z_data
255146231044104	0.38713074	-0.12541199	-0.028656006
255146237819006	0.3773346	0.25453186	-0.049423218
255146242732336	0.36756897	0.15556335	-0.06774902
255146247767736	0.35046387	0.024856567	-0.08607483
255146253169348	0.31381226	-0.10340881	-0.104400635
255146257869055	0.25151062	-0.20603943	-0.120269775
255146262721350	0.15620422	-0.28300476	-0.12882996
255146267909338	0.030380249	-0.3453064	-0.12882996
255146273036291	-0.1174469	-0.39663696	-0.11172485
255146278010656	-0.27259827	-0.4393921	-0.072631836
255146283015539	-0.42042542	-0.4784851	-0.010345459
255146288539221	-0.54382324	-0.5175781	0.067855835
255146293086340	-0.6317749	-0.56399536	0.14726257
255146298121740	-0.6830902	-0.6128845	0.21322632
255146303523352	-0.7002106	-0.6580658	0.26332092
255146308223059	-0.6830902	-0.6873932	0.30241394
255146312495520	-0.6830902	-0.6849518	0.30241394
255146318263342	-0.63423157	-0.6849518	0.33418274
255146323298742	-0.55358887	-0.6372986	0.36105347
255146328334143	-0.44363403	-0.53712463	0.37937927
255146333369543	-0.3055725	-0.39663696	0.38671875
255146338679602	-0.13821411	-0.23902893	0.38427734
255146343531897	0.057250977	-0.088760376	0.37205505
255146348475744	0.27105713	0.04685974	0.35372925
255146354213049	0.4897461	0.16656494	0.32685852
255146358546545	0.69621277	0.2826233	0.29508972
255146363246252	0.8868103	0.3974762	0.2572174
255146368617346	1.0590668	0.51231384	0.2193451
255146373683264	1.2142181	0.6137085	0.18025208
255146378688147	1.3449554	0.68214417	0.13871765
255146383784582	1.4414673	0.7041168	0.08618164
255146389155676	1.4964447	0.6711426	0.022659302
255146393794348	1.5123291	0.58929443	-0.04574585
255146398829748	1.495224	0.46954346	-0.11782837
255146404109289	1.456131	0.3217163	-0.18869019
255146408931066	1.4072571	0.15190125	-0.2619934
255146412318518	1.4072571	-0.032562256	-0.2619934
255146419062902	1.3009644	-0.032562256	-0.40737915
255146424006750	1.2362213	-0.40763855	-0.47091675
255146429042150	1.1494751	-0.56889343	-0.517334
255146434077551	1.0248566	-0.6971741	-0.53445435
255146439540197	0.8574829	-0.7875824	-0.51368713
255146444148352	0.65467834	-0.85842896	-0.45259094
255146449183752	0.4384308	-0.93174744	-0.36462402
255146454615881	0.228302	-1.0307007	-0.26811218
255146459285070	0.228302	-1.1626587	-0.18380737
255146464076330	0.03892517	-1.1626587	-0.18380737
255146469355871	-0.12232971	-1.3190308	-0.12516785
255146474391272	-0.24571228	-1.4778595	-0.09461975
255146479396154	-0.32025146	-1.6220093	-0.08729553
255146484431555	-0.3373413	-1.7490845	-0.09461975
255146489741613	-0.3031311	-1.859024	-0.108062744
255146494563391	-0.22862244	-1.9531097	-0.12272644
255146499537756	-0.12843323	-2.026413	-0.13493347
