rotvec_timestamp	rotvec_x_data	rotvec_y_data	rotvec_z_data
21080437318000	0.124030285	-0.64903116	-0.04742302
21080450656000	0.14033473	-0.6522788	-0.04989063
21080708339000	-0.1174763	-0.65289927	-0.24229681
21080771943000	-0.15910712	-0.6548398	-0.30714306
21080810887000	-0.17912997	-0.65123993	-0.32871804
21080887890000	-0.19673936	-0.6333523	-0.351899
21080900678000	-0.19628002	-0.63118756	-0.3517963
21080926163000	-0.14217654	-0.7255599	-0.23955113
21080938341000	-0.10866137	-0.74625343	-0.21726644
21080950549000	-0.07345682	-0.7634928	-0.20206358
21080963672000	-0.040173188	-0.7791348	-0.18636455
21080975911000	-0.007524919	-0.7967817	-0.16358633
21080988089000	0.034362737	-0.81619346	-0.13269009
21080999870000	0.034923494	-0.81457293	-0.13557906
21081011681000	0.037686437	-0.81426835	-0.13564944
21081025263000	0.06712058	-0.8232064	-0.11415206
21081037471000	0.0687374	-0.82339936	-0.11250639
21081049648000	0.07456328	-0.82332605	-0.11401328
21081061704000	0.08136863	-0.8222447	-0.120802745
21081074522000	0.084824905	-0.8203301	-0.12869743
21081086731000	0.07504555	-0.81486666	-0.1356138
21081098908000	0.045103285	-0.805051	-0.14507604
21081113375000	-0.007821078	-0.78655833	-0.16342567
21081127414000	-0.055578467	-0.7677382	-0.17666645
21081139653000	-0.09297512	-0.7524301	-0.18741411
21081151892000	-0.10860444	-0.74624485	-0.1902081
21081165321000	-0.104401305	-0.7457597	-0.18745127
21081177529000	-0.10810304	-0.73980206	-0.19323179
21081190134000	-0.1135464	-0.7325849	-0.19875182
21081203471000	-0.119148314	-0.71311146	-0.2304889
21081215710000	-0.10638797	-0.70375615	-0.23185395
21081227887000	-0.09410331	-0.7037095	-0.22381517
21081240095000	-0.07741144	-0.70642394	-0.20622101
21081253189000	-0.06402829	-0.7063421	-0.1930327
21081265366000	-0.035180826	-0.7072134	-0.16518752
21081277574000	-0.022755556	-0.70565534	-0.15631588
21081289752000	-0.009704398	-0.70101106	-0.15223749
21081301899000	-0.0013918157	-0.6950661	-0.15473191
21081316030000	0.016899135	-0.69005454	-0.14109528
21081328086000	0.020751234	-0.68614936	-0.13369392
21081340263000	0.021994347	-0.6840911	-0.12294263
21081352471000	0.023590226	-0.68317735	-0.109186284
21081365290000	0.04468107	-0.6850899	-0.07708429
21081377498000	0.060300387	-0.69033545	-0.055348624
21081390195000	0.07202024	-0.693481	-0.041459184
21081403502000	0.076937616	-0.6924704	-0.039664023
21081415710000	0.080729835	-0.68722624	-0.044035077
21081428376000	0.08361211	-0.68061167	-0.052320052
21081440523000	0.09240005	-0.6727058	-0.055378634
21081452822000	0.09635246	-0.6671675	-0.06117355
21081465031000	0.10475823	-0.6671793	-0.05851537
21081477758000	0.117250234	-0.6707548	-0.05172282
21081491095000	0.13183565	-0.67042875	-0.04685481
21081503761000	0.13710783	-0.6676071	-0.053882394
21081516580000	0.14045748	-0.66355985	-0.06242748
21081528940000	0.14069884	-0.6582873	-0.073263645
21081542156000	0.13806961	-0.6518951	-0.084400035
21081554791000	0.13411112	-0.6476278	-0.0897108
21081567426000	0.13596013	-0.6479999	-0.08123447
