gyroscope_timestamp	gyroscope_x_data	gyroscope_y_data	gyroscope_z_data
1443279557333620617	-1.4201813	0.14102173	1.4930267
1443279557338472912	-1.5924377	0.11659241	1.6738281
1443279557343416760	-1.7854767	0.292511	1.8522034
1443279557348543713	-1.980957	0.46110535	2.029358
1443279557354464123	-2.1544342	0.59062195	2.1930695
1443279557358614514	-2.2814941	0.6639252	2.3347778
1443279557363863537	-2.3547974	0.6907959	2.4520874
1443279557369478772	-2.3816833	0.70791626	2.5437012
1443279557373842785	-2.3828888	0.7543335	2.5998993
1443279557377077649	-2.3828888	0.85816956	2.5998993
1443279557383791516	-2.378006	0.85816956	2.5522614
1443279557388796399	-2.3841248	1.2100372	2.4374084
1443279557393892834	-2.3841248	1.3932953	2.2761383
1443279557398897717	-2.390213	1.3932953	2.2761383
1443279557404726574	-2.3804474	1.525238	1.893753
1443279557409151623	-2.3804474	1.5057068	1.893753
1443279557413973401	-2.3401337	1.5057068	1.6945953
1443279557419100354	-2.2680664	1.3407593	1.5052338
1443279557424074719	-2.1752014	1.109848	1.3439636
1443279557427584241	-2.084793	0.85816956	1.2279053
1443279557434176037	-2.0090485	0.62483215	1.1643829
1443279557439180920	-1.9467468	0.43545532	1.1448212
1443279557444216321	-1.8917694	0.30107117	1.163147
1443279557449404309	-1.8343506	0.21556091	1.2181244
1443279557454775403	-1.7769165	0.15324402	1.307312
1443279557459505627	-1.7280579	0.083618164	1.4233704
1443279557464327405	-1.7011719	-6.713867E-4	1.5479889
1443279557470064709	-1.7048492	-0.08131409	1.6603851
1443279557474398205	-1.7415009	-0.13993835	1.7459259
1443279557477938244	-1.7415009	-0.17050171	1.7459259
1443279557484652112	-1.8673248	-0.17050171	1.827774
1443279557489565442	-1.9247437	-0.19126892	1.827774
1443279557494570324	-1.9247437	-0.19859314	1.827774
1443279557499605725	-1.9626312	-0.19859314	1.8057861
1443279557505312512	-1.9699554	-0.19371033	1.7654572
1443279557510622571	-1.9430695	-0.15829468	1.7104797
1443279557514681408	-1.8807678	-0.07763672	1.6384125
1443279557520601819	-1.7928009	0.03842163	1.5479889
1443279557524782727	-1.6877289	0.16790771	1.4429321
1443279557528292248	-1.577774	0.29618835	1.3415222
1443279557535006116	-1.4776001	0.42080688	1.2596588
1443279557539797375	-1.4042969	0.5442047	1.2083588
1443279557545076916	-1.3664246	0.6639252	1.188797
1443279557549959729	-1.355423	0.7812195	1.1937103
1443279557554995129	-1.3566437	0.90704346	1.2144775
1443279557560061047	-1.355423	1.0450897	1.2376862
1443279557565218518	-1.3383179	1.1917114	1.254776
1443279557570620129	-1.3004456	1.3358765	1.2608948
1443279557575289319	-1.2430267	1.4665833	1.2584534
1443279557579073498	-1.2430267	1.5765533	1.2584534
1443279557585360119	-1.1037445	1.5765533	1.2328033
1443279557590242932	-1.1037445	1.7109528	1.2328033
1443279557595430920	-1.0426636	1.7109528	1.2144775
1443279557600313733	-0.9889221	1.7292786	1.20224
1443279557606051037	-0.93759155	1.717041	1.1937103
1443279557610384533	-0.88139343	1.6816254	1.1863556
1443279557615542004	-0.8117676	1.6278687	1.1729126
1443279557620943616	-0.73114014	1.560669	1.1448212
1443279557625643323	-0.64315796	1.4898224	1.102066
1443279557628817151	-0.55152893	1.4250488	1.0470886
1443279557635714123	-0.45991516	1.3737488	0.9823456
