linearaccelerometer_timestamp	linearaccelerometer_x_data	linearaccelerometer_y_data	linearaccelerometer_z_data
254705618173995	-1.3755038	-0.11775756	-1.8254833
254705626474776	-0.9807122	-0.022851467	-1.3746796
254705634775557	-0.045047164	0.030447006	-0.4026022
254705643076338	-0.06743705	0.051432848	-0.40032482
254705651377120	0.06490427	0.061528683	-0.16864586
254705659677901	-0.004763007	0.09915686	-0.1609869
254705667978682	-0.16913712	0.14858913	-0.2997856
254705676279463	-0.32672763	0.19002938	-0.4914217
254705684580245	-0.40333903	0.20953655	-0.6916952
254705692881026	-0.3856917	0.21332097	-0.6840143
254705701181807	-0.34352577	0.24909091	-0.63816166
254705709482588	-0.28282166	0.2968731	-0.5266895
254705717783370	-0.24929065	0.31706166	-0.50035095
254705726084151	-0.24947947	0.30733705	-0.6470289
254705734384932	-0.24412453	0.28992915	-0.6339865
254705742685713	-0.25911218	0.30959296	-1.2476377
254705750986495	-0.26032376	0.35424662	-1.4970055
254705759287276	-0.22266173	0.37281322	-1.5487957
254705767588057	-0.14775652	0.3898692	-1.4098492
254705775888838	-0.053441346	0.40731502	-1.110857
254705784189620	-0.04149878	0.4028802	-1.0966034
254705792490401	-0.051924825	0.32754374	-0.39334583
254705800791182	-0.19903076	0.25482988	-0.34683037
254705809091963	-0.3203333	0.20456052	-0.41963387
254705817392745	-0.40175372	0.18115616	-0.57904816
254705825693526	-0.44536722	0.18509555	-0.78650665
254705833994307	-0.44764704	0.21917105	-0.97806644
254705842295088	-0.36050856	0.25360036	-0.98005486
254705850595870	-0.2568717	0.26552916	-0.85004616
254705858896651	-0.18755633	0.24832201	-0.7485361
254705867197432	-0.15664619	0.22404337	-0.7249155
254705875498213	-0.16624391	0.20823193	-0.7852993
254705883798995	-0.15412956	0.20679593	-0.7753954
254705892099776	-0.31229204	0.18684435	-0.91957283
254705900400557	-0.3375932	0.15923858	-0.8732338
254705908701338	-0.3875296	0.117605686	-0.80935097
254705917002120	-0.4328931	0.06033206	-0.7465906
254705925302901	-0.4233471	0.059617758	-0.73643875
254705933603682	-0.4368588	0.0031752586	-0.6927681
254705941904463	-0.48507717	-0.013473272	-0.665287
254705950205245	-0.5189239	-0.029160976	-0.63601875
254705958506026	-0.5185362	-0.022500277	-0.66838837
254705966806807	-0.50603807	-0.018192768	-0.706007
254705975107588	-0.49356705	-0.040051937	-0.68476295
254705983408370	-0.48503387	-0.037006617	-0.6760969
254705991709151	-0.4007712	-0.06944704	-0.49656868
254706000009932	-0.36195654	-0.059257746	-0.5040512
254706008310713	-0.336714	-0.04495454	-0.56815434
254706016611495	-0.3390738	-0.026489973	-0.6103964
254706024912276	-0.37479505	-0.0096001625	-0.5980873
254706033213057	-0.42509264	-0.005500078	-0.6078291
254706041513838	-0.4511387	-0.019245148	-0.603899
254706049814620	-0.42810625	-0.03368473	-0.5794668
254706058115401	-0.3816269	-0.025726557	-0.55655766
254706066416182	-0.30914316	-0.004360914	-0.56750965
254706074716963	-0.22462592	0.026068926	-0.6046343
254706083017745	-0.22405824	0.021198034	-0.59471226
254706091318526	-0.22159848	0.110495806	-0.4758501
254706099619307	-0.20695257	0.065335035	-0.5249119
254706107920088	-0.21616125	0.05457878	-0.60794735
254706116220870	-0.24841759	0.072738886	-0.64969444
254706124521651	-0.24679232	0.065779924	-0.6386976
254706132822432	-0.282575	0.0896647	-0.6050072
254706141123213	-0.33938625	0.12149572	-0.46682835
254706149423995	-0.31651822	0.09580636	-0.38210106
254706157724776	-0.29532135	0.09064841	-0.33578777
254706166025557	-0.29787973	0.114718914	-0.30186558
254706174326338	-0.3162085	0.15242863	-0.25473213
254706182627120	-0.31119502	0.14814258	-0.25051594
254706190927901	-0.2638516	0.108620405	-0.29183865
254706199228682	-0.21255824	0.08909631	-0.37538433
254706207529463	-0.20930123	0.08228397	-0.36836243
254706215830245	-0.21093303	0.08293629	-0.4692955
254706224131026	-0.23131603	0.094518185	-0.55584145
254706232431807	-0.2520534	0.13837409	-0.5998459
254706240732588	-0.23860356	0.11789489	-0.5666733
254706249033370	-0.23650864	0.11485314	-0.55829334
254706257334151	-0.24982336	0.0928092	-0.494421
254706265634932	-0.27030414	0.07359052	-0.42256546
254706273935713	-0.27321023	0.03783202	-0.3802185
254706282236495	-0.2964608	-0.0055167675	-0.35224438
254706290537276	-0.29093403	7.445812E-4	-0.34944534
254706298838057	-0.2893362	-0.004196167	-0.3624668
254706307138838	-0.2573563	0.016536951	-0.38276672
254706315439620	-0.25960585	0.040538073	-0.39839745
254706323740401	-0.28432208	0.055553436	-0.4143238
254706332041182	-0.286043	0.055430174	-0.44171047
254706340341963	-0.21775666	0.056670666	-0.43165874
254706348642745	-0.21465889	0.05024743	-0.4237919
254706356943526	-0.22355545	0.055900335	-0.35567856
254706365244307	-0.24983776	0.049589872	-0.29463387
254706373545088	-0.26863837	0.023766994	-0.24698353
254706381845870	-0.25403216	0.007018566	-0.25666523
254706390146651	-0.29110062	0.0075719357	-0.33276367
254706398447432	-0.28676122	0.006579399	-0.32785225
254706406748213	-0.24651077	0.003201723	-0.40862465
254706415048995	-0.1683267	-0.013213873	-0.4897089
254706423349776	-0.107626826	-0.02042532	-0.59194565
254706431650557	-0.07062927	0.06406546	-1.1573658
254706439951338	-0.07095951	0.066911936	-1.1425123
254706448252120	-0.0044720173	0.10506058	-0.81037235
254706456552901	0.08417204	0.08640885	-0.2844677
254706464853682	0.12000653	0.05739832	0.10144234
254706473154463	0.09931797	0.03219962	0.2593155
254706481455245	0.0524776	0.012288094	0.24290943
254706489756026	0.014072567	0.019035101	0.22283936
254706498056807	9.9897385E-5	0.029763937	0.30394077
254706506357588	0.13830274	0.08460045	0.20330143
254706514658370	0.46905681	0.20964098	-0.23850441
254706522959151	0.5300127	0.3276198	-0.82206154
254706531259932	-0.05580771	0.31342816	-1.1729984
254706539560713	-0.35294855	0.09917498	-1.093009
254706547861495	-0.43736303	-0.04458499	-0.5494623
254706556162276	-0.4823858	-0.0792408	0.15172386
254706564463057	-0.435709	-0.06656146	0.6846056
254706572763838	-0.38143077	-0.035003662	0.79354477
254706581064620	-0.44513553	0.012207031	-0.05175209
254706589365401	-0.4371217	0.009414196	-0.05019188
254706597666182	-0.31192225	-0.06104207	-0.37893295
254706605966963	-0.21222103	-0.08095741	-0.49236774
254706614267745	-0.19020106	-0.048066378	-0.6988764
254706622568526	-0.09171803	0.032277584	-1.3533373
254706630869307	0.20702468	0.15845084	-2.2823114
254706639170088	0.20956023	0.31262064	-0.9991207
254706647470870	0.21680366	0.04880333	0.26888847
254706655771651	0.1253548	-0.1360836	0.8766537
254706664072432	-0.032582015	-0.16999006	1.0618553
254706672373213	-0.16217504	-0.09514499	1.0274553
254706680673995	-0.15369302	-0.07388282	1.0061455
254706688974776	0.08151917	0.05751133	0.613328
254706697275557	0.540758	0.06715584	0.08114624
254706705576338	0.75018394	0.13449907	-0.7512989
254706713877120	0.4594166	0.27850318	-1.3782234
254706722177901	0.08055982	0.34680986	-1.5680017
254706730478682	0.24551801	0.17561579	-1.3942919
254706738779463	0.29639825	0.07757878	-0.83856964
254706747080245	0.044769987	0.12575316	-0.067334175
254706755381026	-0.24045862	0.13952518	0.51642513
254706763681807	-0.42079017	0.05510211	0.6866112
254706771982588	-0.44976196	-0.08871198	0.44228363
254706780283370	-0.3536049	-0.19176698	0.0012903214
254706788584151	-0.08760826	-0.18243575	-0.32797146
254706796884932	0.075224325	-0.11144972	-0.4253416
254706805185713	0.023801647	-0.02213955	-0.44194698
254706813486495	-0.060262978	0.018807888	-0.44379044
254706821787276	-0.08601548	-0.0029580593	-0.46677208
254706830088057	-0.071820095	-0.055386305	-0.53013515
254706838388838	-0.06094706	-0.05726266	-0.6815233
254706846689620	-0.03239862	-0.027399778	-0.754385
254706854990401	0.029902875	0.027960539	-0.7066269
254706863291182	0.04752039	0.05675721	-0.5915108
254706871591963	0.04537729	0.036551476	-0.4643507
254706879892745	0.09705569	-0.01872015	-0.33350086
254706888193526	0.043248624	-0.02311039	-0.05384159
254706896494307	-0.084859446	-0.00962615	0.09475708
254706904795088	-0.13454711	-0.03124404	0.10310459
254706913095870	-0.13596508	-0.015874386	0.09703255
254706921396651	-0.13308506	-0.033309698	0.025408745
254706929697432	-0.04750493	-0.026331186	-0.011632919
254706937998213	0.025435813	-0.033435583	-0.04839611
254706946298995	0.086400405	-0.046652555	-0.061208725
254706954599776	0.08014843	-0.03751278	-0.064071655
254706962900557	0.10573353	-0.040325403	-0.04372406
254706971201338	0.089622304	-0.02566719	-0.0501976
254706979502120	0.055498824	-0.005284548	-0.10184002
254706987802901	0.09025581	-1.5568733E-4	-0.11823654
254706996103682	0.08470598	0.008861303	-0.12082291
254707004404463	0.093449354	0.008522272	-0.08444214
254707012705245	0.08342841	-0.0057706833	-0.0711565
254707021006026	0.09345493	-0.01205349	-0.061522484
254707029306807	0.10910253	-0.004871607	-0.043114662
254707037607588	0.07143232	0.0026922226	-0.025158882
254707045908370	-0.01373677	0.0046961308	-0.073646545
254707054209151	-0.077967614	0.0018084049	-0.09913349
254707062509932	-0.11494659	0.0134494305	-0.11335182
254707070810713	-0.118072644	0.03973317	-0.15529728
254707079111495	-0.11572182	0.046301603	-0.15559769
254707087412276	-0.08941127	0.0759747	-0.23845196
254707095713057	5.751401E-4	0.10723972	-0.3041649
254707104013838	-0.027102157	0.10814595	-0.22756577
254707112314620	-0.028857961	0.04988742	-0.15630054
254707120615401	-0.0059578866	-0.01129055	-0.12595654
254707128916182	0.018444315	-0.04220414	-0.12642288
254707137216963	0.015152022	-0.039108276	-0.12547112
254707145517745	0.028777614	-0.04221177	-0.13981056
254707153818526	0.024094671	-0.0379107	-0.15470219
254707162119307	0.036187023	-0.037680864	-0.12790394
254707170420088	0.04026091	-0.027505636	-0.09077644
254707178720870	0.037872806	-0.017805576	-0.092642784
254707187021651	0.035039708	0.0083014965	-0.08274841
254707195322432	0.110304505	0.058440685	-0.13548946
254707203623213	0.112622485	0.057486057	-0.17740631
254707211923995	0.063030615	0.056660414	-0.21063519
254707220224776	0.06158048	0.060685396	-0.20930958
254707228525557	-0.006602749	0.052292347	-0.21576881
254707236826338	-0.03836812	0.0062856674	-0.093455315
254707245127120	0.03302698	-0.008888245	-0.07134533
254707253427901	0.08611013	-0.0011706352	-0.06332493
254707261728682	0.10252802	-0.011471987	-0.106871605
254707270029463	0.09247686	-0.0073041916	-0.10651207
254707278330245	0.06386387	-0.04199505	-0.1446724
254707286631026	0.015983015	-0.08313751	-0.14371967
254707294931807	-0.01653254	-0.08927083	-0.088549614
254707303232588	-0.042335242	-0.066001415	-0.085186005
254707311533370	0.0018515587	-0.033632994	-0.1193676
254707319834151	0.040939778	-0.0032668114	-0.18278313
254707328134932	0.042072386	0.008029699	-0.18396568
254707336435713	0.032880366	0.026988268	-0.24245071
254707344736495	0.035392046	8.084774E-4	-0.1549902
254707353037276	0.04251173	-0.0021014214	-0.13269234
254707361338057	0.010869294	-0.020728588	-0.19865417
254707369638838	0.0074250996	-0.007842064	-0.19983578
254707377939620	0.0152435005	-0.02726388	-0.32961464
254707386240401	0.0133880675	-0.014245987	-0.32900238
254707394541182	0.085932225	0.020289898	-0.27605438
254707402841963	0.10618195	0.011455536	-0.15674782
254707411142745	0.104451835	0.028352499	-0.15989399
254707419443526	0.088097245	0.038544178	-0.06828594
254707427744307	0.0624125	0.038698673	0.0030155182
254707436045088	0.06458816	0.018462896	0.10650253
254707444345870	0.09750512	0.040006876	0.060152054
254707452646651	0.09447312	0.04963255	-0.060721397
254707460947432	0.088849455	0.06358123	-0.06413555
254707469248213	-0.037083834	0.08600068	-0.33728218
254707477548995	0.3068697	0.03641677	-0.3054819
254707485849776	0.29773903	0.043680668	-0.30338478
254707494150557	0.30727425	0.05712557	-0.007853508
254707502451338	0.14905638	0.06379795	0.077858925
254707510752120	-7.709861E-4	0.030400276	0.124611855
254707519052901	-0.05680135	-0.021706343	0.14007378
254707527353682	-0.059028357	-0.010553837	0.13507462
254707535654463	0.0022393763	-0.049610853	0.12604618
254707543955245	0.21329358	0.037887573	0.016986847
254707552256026	0.29861057	0.12454319	-0.160429
