magnetometer_timestamp	magnetometer_x_data	magnetometer_y_data	magnetometer_z_data
842094881104861	-2.8274536	-39.048767	-22.29004
842094899201784	0.051879883	-43.97583	-25.440979
842094914369021	-1.6418457	-45.33539	-22.787476
842094931367312	-3.5049438	-44.485474	-21.957397
842094949464236	-4.521179	-41.08734	-20.962524
842094964997683	-3.1661987	-40.068054	-22.621155
842094981690798	-1.4724731	-39.048767	-25.274658
842094999787722	-0.28686523	-41.596985	-22.787476
842095015321169	-2.1499634	-46.185303	-22.95227
842095032136355	-3.5049438	-46.185303	-21.626282
842095049867068	-3.6743164	-42.956543	-19.802856
842095065614138	-5.5374146	-37.68921	-21.957397
842095082398806	-3.843689	-40.408325	-23.947144
842095100556765	-0.4562378	-42.78717	-23.616028
842095116059695	-0.7949829	-46.185303	-23.284912
842095132752810	-3.1661987	-45.84503	-19.967651
842095151124392	-4.182434	-44.485474	-19.636536
842095166413699	-4.521179	-39.387512	-19.636536
842095183106814	-2.658081	-38.198853	-21.792603
842095201508913	-1.4724731	-41.766357	-23.284912
842095216767702	-4.182434	-44.485474	-22.95227
842095233491335	-3.6743164	-45.67566	-21.128845
842095251862917	-4.3518066	-44.656372	-21.128845
842095267121706	-5.1986694	-39.387512	-19.636536
842095283814822	-4.3518066	-38.87787	-21.792603
842095302247439	-3.1661987	-40.74707	-20.962524
842095317445193	-2.8274536	-44.825745	-21.957397
842095334168825	-4.3518066	-47.714233	-20.79773
842095353578005	-5.5374146	-46.524048	-18.972778
842095367951784	-6.552124	-41.427612	-18.641663
842095384675417	-6.213379	-39.048767	-20.631409
842095399842654	-1.133728	-42.10663	-22.29004
842095418275271	-2.9968262	-45.67566	-21.792603
842095435090456	-3.3355713	-47.373962	-21.128845
842095450196658	-5.029297	-44.656372	-17.149353
842095468629275	-6.552124	-40.74707	-18.641663
842095485413943	-6.213379	-38.368225	-20.631409
842095500520144	-4.0130615	-42.276	-22.454834
842095519013796	-1.3031006	-43.296814	-22.454834
842095535828982	-1.4724731	-46.524048	-21.626282
842095550874148	-4.0130615	-43.97583	-19.470215
842095569367800	-5.029297	-42.616272	-20.79773
842095586610232	-4.521179	-39.048767	-18.972778
842095601258669	-3.3355713	-41.256714	-21.792603
842095619660769	-1.8112183	-42.4469	-22.621155
842095636445437	-2.1499634	-47.20459	-20.962524
842095651643191	-4.521179	-44.145203	-20.631409
842095670014773	-5.1986694	-43.466187	-18.641663
842095686860476	-6.3827515	-38.87787	-20.79773
842095701966677	-2.658081	-40.237427	-23.449707
842095720399294	-2.319336	-40.577698	-22.454834
842095737183962	-3.5049438	-43.806458	-20.962524
842095752290163	-5.368042	-44.995117	-20.465088
842095770753298	-5.368042	-45.67566	-19.1391
842095787843142	-6.0440063	-40.577698	-20.133972
842095802674685	-3.1661987	-38.708496	-22.95227
842095821046267	-2.9968262	-40.91797	-22.787476
842095837891970	-0.62561035	-44.995117	-22.787476
842095853028689	-5.029297	-45.67566	-21.45996
842095871461306	-5.368042	-44.656372	-19.802856
842095888245974	-5.029297	-40.577698	-20.465088
842095903809939	-1.9805908	-37.51831	-22.123718
842095921784792	-1.6418457	-38.87787	-22.454834
842095938599978	0.390625	-43.296814	-22.454834
842095953736697	-0.4562378	-47.54486	-22.29004
842095972108279	-1.4724731	-46.185303	-20.631409
842095988923464	-3.3355713	-42.616272	-19.470215
842096004090700	-1.6418457	-38.198853	-22.123718
842096022553835	-1.133728	-40.408325	-23.284912
842096039277468	1.4053345	-44.995117	-22.787476
842096054383669	-0.7949829	-46.86432	-21.295166
842096072907839	-2.4887085	-47.20459	-20.962524
842096090089236	-4.0130615	-41.937256	-19.802856
842096104798708	-1.6418457	-37.85858	-21.792603
842096123200808	-0.62561035	-38.539124	-23.782349
842096140015993	0.55999756	-44.145203	-22.621155
842096155518923	-0.28686523	-48.73352	-20.79773
842096173554812	-1.4724731	-46.86432	-19.30542
842096190369997	-2.1499634	-42.78717	-18.972778
842096205842409	-0.96435547	-38.87787	-20.465088
842096223939333	0.7293701	-39.21814	-20.465088
842096240693484	4.1152954	-41.256714	-22.787476
842096255830202	0.8987427	-47.883606	-22.621155
842096274323855	1.0665894	-47.035217	-20.79773
842096291047488	-0.7949829	-43.466187	-18.310547
842096306214724	1.0665894	-39.897156	-20.79773
842096324647341	0.7293701	-40.237427	-20.79773
842096341432009	4.623413	-40.74707	-21.957397
842096356904421	4.4540405	-46.694946	-21.45996
842096374970827	4.623413	-46.86432	-20.631409
842096391816531	0.8987427	-44.485474	-20.300293
842096408845339	1.2359619	-40.068054	-20.631409
842096425355349	4.4540405	-37.179565	-20.465088
842096442536745	6.8252563	-40.91797	-21.792603
842096457246218	7.672119	-46.86432	-20.300293
842096475709353	6.655884	-46.185303	-20.300293
842096492494021	3.6071777	-45.50476	-18.310547
842096507600222	3.9459229	-40.068054	-19.30542
842096526002322	4.284668	-39.727783	-20.300293
842096542848025	8.517456	-41.256714	-19.470215
842096558320437	8.178711	-45.67566	-20.465088
842096576417361	7.333374	-47.20459	-18.310547
842096593232546	4.4540405	-47.373962	-15.490723
842096608338747	2.4215698	-43.296814	-13.500977
842096626771365	3.4378052	-42.276	-15.490723
842096643586550	4.962158	-42.78717	-17.315674
842096658692751	7.1640015	-47.373962	-18.144226
842096677125368	4.4540405	-49.414063	-15.823364
842096693879519	2.9296875	-49.583435	-16.983032
842096709046755	-1.3031006	-43.296814	-15.490723
842096727448855	0.390625	-42.276	-16.818237
842096744264040	3.4378052	-42.956543	-16.818237
842096759370241	5.131531	-48.054504	-18.144226
842096777833376	5.470276	-48.73352	-18.807983
842096795014773	3.7765503	-48.054504	-16.485596
842096809724245	2.0828247	-43.97583	-15.490723
842096828187380	1.9134521	-42.10663	-16.3208
842096844941531	4.623413	-42.78717	-18.310547
842096860108767	9.872437	-44.995117	-19.1391
842096878480349	11.058044	-47.54486	-18.972778
842096895295534	11.39679	-48.564148	-17.977905
842096910493288	9.533691	-42.956543	-15.159607
842096928895388	8.517456	-41.596985	-14.828491
842096945710574	10.380554	-40.068054	-13.667297
842096961182986	13.598633	-47.035217	-13.500977
842096979249392	14.276123	-48.39325	-11.180115
842096996430788	12.582397	-48.39325	-8.526611
842097011109743	9.364319	-46.185303	-3.3859253
842097029633913	8.3480835	-44.485474	-1.0650635
842097046388064	8.3480835	-43.125916	1.2573242
842097061555300	9.872437	-49.07379	-2.2247314
842097079926882	8.517456	-52.471924	-3.552246
842097096772585	5.6396484	-54.681396	-1.7272949
842097112244997	3.2684326	-48.223877	2.2521973
842097130311404	1.2359619	-46.185303	2.583313
842097147126589	1.9134521	-44.145203	2.9144287
842097162202273	3.7765503	-49.752808	-0.23498535
842097180634890	1.574707	-51.283264	0.9246826
842097197480593	0.390625	-53.152466	3.4118652
842097212586794	-0.96435547	-47.714233	5.734253
842097230988894	-2.9968262	-46.354675	6.3964844
842097247773562	-3.3355713	-42.956543	6.3964844
842097262879763	-1.3031006	-47.714233	4.4067383
842097281373415	-0.62561035	-50.43335	6.729126
842097298158083	-3.5049438	-52.641296	6.895447
842097313294802	-2.658081	-49.414063	9.049988
842097331696902	-4.521179	-43.466187	11.53717
842097348908816	-5.368042	-43.296814	11.039734
842097363618288	-4.521179	-46.86432	9.216309
842097382081423	-4.182434	-49.923706	10.874939
842097402406130	-4.6905518	-51.792908	10.377502
842097414369021	-7.2296143	-49.243164	12.864685
842097432404909	-8.076477	-44.995117	12.698364
842097449220095	-8.92334	-42.10663	13.5269165
842097464356814	-6.3827515	-44.656372	10.708618
842097482789431	-7.0602417	-47.035217	11.703491
842097499543581	-9.092712	-52.131653	11.703491
842097514680300	-12.141418	-47.714233	14.024353
842097533112917	-12.818909	-44.656372	15.351868
842097550294314	-12.480164	-40.91797	14.356995
842097565034304	-8.584595	-42.78717	13.195801
842097583527956	-6.890869	-45.50476	13.195801
842097600800906	-9.770203	-49.414063	13.362122
842097615540896	-14.341736	-47.883606	16.18042
842097633912478	-15.527344	-44.3161	16.677856
842097651032839	-15.188599	-40.237427	17.010498
842097665772829	-11.972046	-41.08734	14.854431
842097684235964	-10.617065	-43.806458	15.849304
842097701020632	-11.802673	-48.39325	15.682983
842097716462527	-14.511108	-45.33539	16.677856
842097734589968	-15.357971	-43.466187	17.83905
842097751405154	-16.035461	-39.727783	19.16504
842097766480837	-10.955811	-41.427612	17.507935
842097784913454	-10.27832	-42.78717	16.18042
842097801698122	-9.092712	-46.354675	16.677856
842097817170534	-13.494873	-47.714233	18.667603
842097835236941	-15.696716	-44.485474	18.833923
842097852082644	-15.357971	-39.727783	20.82367
842097867555056	-12.818909	-39.897156	19.33136
842097885590945	-11.125183	-41.937256	19.995117
842097902863894	-11.125183	-45.67566	20.326233
842097917542849	-15.527344	-46.694946	19.995117
842097935975466	-15.696716	-42.78717	21.154785
842097953156863	-16.035461	-40.408325	23.808289
842097968263064	-10.955811	-38.368225	21.487427
842097986298952	-8.24585	-40.408325	20.492554
842098003144656	-6.0440063	-46.014404	20.326233
842098019563113	-9.092712	-47.373962	22.647095
842098036683474	-10.955811	-45.50476	22.813416
842098053681765	-12.480164	-39.897156	23.641968
842098068635378	-7.737732	-35.479736	23.641968
842098087037478	-5.5374146	-38.368225	25.134277
842098104218874	-1.8112183	-42.10663	24.139404
842098118958865	-3.5049438	-47.20459	26.792908
842098137360964	-6.552124	-42.78717	26.792908
842098154176150	-8.415222	-38.87787	27.622986
842098169312868	-6.3827515	-36.499023	24.63684
842098187776003	-2.8274536	-36.32965	25.798035
842098205109988	-1.133728	-44.145203	23.477173
842098219666872	-1.4724731	-48.223877	23.144531
842098238099490	-2.9968262	-47.714233	23.97461
842098254853640	-7.398987	-40.91797	24.63684
842098270020876	-5.706787	-36.839294	25.300598
842098288453493	-5.706787	-37.85858	23.97461
