accelerometer_timestamp	accelerometer_x_data	accelerometer_y_data	accelerometer_z_data
1219279000000	2.324176	-9.48303	-1.3140911
1219287000000	2.4516625	-9.816457	-1.4317709
1219322000000	3.638267	-11.964112	-2.8439283
1219332000000	4.06976	-12.425025	-2.8929617
1219342000000	4.8052583	-12.748645	-2.9223816
1219352000000	5.442691	-12.356379	-2.8929617
1219362000000	5.2465577	-11.59146	-2.745862
1219372000000	4.4326057	-11.169774	-2.745862
1219382000000	4.2168593	-11.169774	-2.490889
1219392000000	5.040618	-11.915079	-2.1084297
1219402000000	5.491724	-13.189944	-1.7161638
1219412000000	5.3838506	-13.415497	-0.46091253
1219422300000	5.1386843	-12.807485	0.8727918
1219432000000	3.9815	-11.209001	1.6475172
1219442000000	2.745862	-9.247671	1.0395049
1219452000000	1.6082906	-8.13952	0.14709975
1219462200000	0.5393657	-8.090487	-0.49033248
1219472000000	0.2157463	-9.218251	-0.6472389
1219482000000	0.49033248	-10.885382	-0.71588546
1219492000000	0.92182505	-12.375992	-0.37265268
1219501000000	1.0591182	-13.170331	-0.16671304
1219512000000	1.0983448	-14.101962	0.088259846
1219522000000	0.8727918	-14.239256	-0.0784532
1219532000000	0.42168593	-14.219642	-0.37265268
1219540000000	1.0100849	-13.013424	-0.8727918
1219556000000	2.5693421	-10.777508	-1.706357
1219573000000	3.4519408	-8.620045	-1.90249
1219589000000	3.726527	-6.9627213	-1.99075
1219606000000	3.246001	-5.8643765	-2.1182363
1219622000000	2.520309	-5.3838506	-1.9122967
1219636000000	1.9122967	-5.1779113	-1.7259704
1219651000000	1.6867437	-5.2563643	-1.7848103
1219670000000	1.7161638	-5.374044	-1.9515233
1219678000000	1.7259704	-5.4328837	-2.128043
1219692000000	1.9122967	-5.5799837	-2.324176
1219702000000	2.0005565	-5.7859235	-2.294756
1219712000000	1.9417167	-5.874183	-2.3830159
1219722000000	1.8044236	-5.85457	-2.4810824
1219732000000	1.4906107	-5.8643765	-2.5105023
1219742000000	1.3925443	-5.8153434	-3.2067745
1219752000000	1.6671305	-5.629017	-3.6873002
1219768000000	2.4712758	-6.492002	-4.226666
1219785000000	3.9030466	-7.3255672	-5.1092644
