gyroscope_timestamp	gyroscope_x_data	gyroscope_y_data	gyroscope_z_data
1176772962635304	-0.046966553	-0.08366394	0.60487366
1176772969532276	-0.28884888	-0.18873596	0.55599976
1176772974537159	-0.49656677	-0.484375	0.47904968
1176772977894093	-0.65660095	-0.84480286	0.38130188
1176772984668995	-0.75923157	-1.2467346	0.27378845
1176772989643360	-0.78611755	-1.6682434	0.1577301
1176772994739796	-0.7189026	-2.0811768	0.03555298
1176772999744679	-0.5478668	-2.4476929	-0.08905029
1176773005024220	-0.29496765	-2.7335815	-0.21121216
1176773009815479	0.0018920898	-2.9131775	-0.32728577
1176773014820362	0.2828827	-2.971817	-0.44702148
1176773020130421	0.4820404	-2.9131775	-0.58628845
1176773024952198	0.55288696	-2.7690125	-0.74754333
1176773028248097	0.55288696	-2.5832977	-0.74754333
1176773035022999	0.41970825	-2.5832977	-0.96258545
1176773039997364	0.32563782	-2.1874695	-0.94181824
1176773045032765	0.23524475	-1.9553375	-0.855072
1176773050098683	0.23524475	-1.6572418	-0.73413086
1176773055439259	0.095962524	-1.6572418	-0.5960541
1176773060169483	0.095962524	-0.8374481	-0.5960541
1176773065235401	0.09718323	-0.8374481	-0.45310974
1176773070453907	0.16192627	-0.39886475	-0.33338928
1176773075275685	0.27677917	-0.01524353	-0.2710724
1176773078663136	0.4160614	0.28527832	-0.27474976
1176773085346485	0.55166626	0.49664307	-0.32972717
1176773090412403	0.6652832	0.6175995	-0.39569092
1176773095417286	0.7447052	0.6518097	-0.43234253
1176773100452687	0.79478455	0.6065979	-0.4176941
1176773105701710	0.82533264	0.49420166	-0.3541565
1176773110523487	0.84732056	0.3231659	-0.26863098
1176773115528370	0.8668823	0.10324097	-0.18800354
1176773120960499	0.88153076	-0.15696716	-0.13546753
1176773125629688	0.88520813	-0.44163513	-0.113479614
1176773128986622	0.8729706	-0.73851013	-0.12080383
1176773135669972	0.84487915	-1.0280457	-0.15013123
1176773140705372	0.8033447	-1.2870636	-0.19168091
1176773145771290	0.7556915	-1.4935303	-0.23321533
1176773150806690	0.7129364	-1.6364746	-0.26498413
1176773156025196	0.6811676	-1.7085571	-0.28207397
1176773160877491	0.66407776	-1.7073364	-0.28330994
1176773165912892	0.656723	-1.6279144	-0.2710724
1176773171345020	0.6518402	-1.4690857	-0.24786377
1176773175983692	0.644516	-1.2479553	-0.21609497
1176773179371144	0.644516	-0.99383545	-0.21609497
1176773186054493	0.6261902	-0.99383545	-0.14524841
1176773191059376	0.6151886	-0.5088196	-0.11470032
1176773196125294	0.6151886	-0.30355835	-0.08659363
1176773201160694	0.59809875	-0.30355835	-0.08659363
1176773206409718	0.57489014	-0.12519836	-0.058502197
1176773211231495	0.54800415	0.022628784	-0.034057617
1176773216236378	0.51989746	0.12768555	-0.01210022
1176773221576954	0.49058533	0.17288208	0.0050201416
1176773226368214	0.45391846	0.15211487	0.017227173
1176773229664112	0.41238403	0.078826904	0.022109985
1176773236439015	0.3635254	-0.029907227	0.01966858
1176773241443897	0.30610657	-0.15084839	0.006225586
1176773246448780	0.24012756	-0.2693634	-0.020629883
1176773251484181	0.16804504	-0.37686157	-0.058502197
1176773256855274	0.100860596	-0.47460938	-0.10491943
1176773261585499	0.049545288	-0.5625763	-0.15867615
1176773266620899	0.020217896	-0.6334381	-0.21853638
1176773272053028	0.012893677	-0.67129517	-0.28575134
1176773276661183	0.023880005	-0.66641235	-0.35049438
1176773280048634	0.051986694	-0.62120056	-0.40057373
1176773286731983	0.095962524	-0.5515747	-0.426239
1176773291797901	0.14971924	-0.4684906	-0.4225769
1176773296802784	0.20593262	-0.37565613	-0.3920288
1176773301838185	0.25357056	-0.2730255	-0.3394928
1176773307300831	0.28900146	-0.16673279	-0.2710724
1176773311939503	0.30610657	-0.068984985	-0.19288635
1176773316944386	0.30732727	0.014083862	-0.11470032
1176773322468067	0.29510498	0.08126831	-0.045059204
1176773327045704	0.27799988	0.13745117	0.009902954
1176773330402638	0.27799988	0.18510437	0.009902954
1176773337116505	0.26089478	0.18510437	0.06854248
1176773342121388	0.26089478	0.22909546	0.06854248
1176773347217823	0.26945496	0.22909546	0.074645996
1176773352222706	0.28778076	0.19854736	0.066101074
1176773357502247	0.3024292	0.12646484	0.046554565
1176773362293507	0.30976868	0.031188965	0.01966858
1176773367328907	0.31221008	-0.061660767	-0.01210022
1176773372761036	0.3183136	-0.13864136	-0.04750061
1176773377430226	0.3329773	-0.19972229	-0.081710815
1176773380756642	0.35375977	-0.24491882	-0.11103821
1176773387470509	0.36473083	-0.27912903	-0.12936401
1176773392475392	0.34031677	-0.31211853	-0.13424683
1176773397510792	0.25967407	-0.35488892	-0.13546753
1176773402576710	0.13383484	-0.39642334	-0.14646912
1176773407825733	6.713867E-4	-0.40863037	-0.16845703
1176773412647511	-0.095840454	-0.37565613	-0.19532776
1176773417713429	-0.13491821	-0.31455994	-0.21244812
1176773422992970	-0.12515259	-0.2571411	-0.21488953
1176773427784229	-0.095840454	-0.2217102	-0.20509338
1176773431110645	-0.06895447	-0.19972229	-0.19288635
1176773437855030	-0.060394287	-0.17529297	-0.17944336
1176773442859913	-0.071395874	-0.14472961	-0.16111755
1176773447864796	-0.09460449	-0.11419678	-0.12936401
1176773452930714	-0.11781311	-0.09098816	-0.07926941
1176773458393360	-0.1312561	-0.07388306	-0.013305664
1176773463032032	-0.1312561	-0.061660767	0.0599823
1176773468036915	-0.11904907	-0.05067444	0.127182
1176773473499562	-0.0970459	-0.037231445	0.17970276
1176773478138233	-0.06283569	-0.022567749	0.21270752
1176773481434132	-0.06283569	-0.0018005371	0.21270752
1176773488209034	-0.015213013	-0.0018005371	0.22735596
1176773493213917	0.04220581	0.029953003	0.22859192
1176773498340870	0.103302	0.078826904	0.22003174
1176773503284718	0.15827942	0.13868713	0.20050049
1176773509144093	0.19369507	0.1960907	0.16749573
1176773513386036	0.19737244	0.23641968	0.122283936
1176773518909718	0.16072083	0.25595093	0.07098389
1176773523578907	0.08862305	0.2596283	0.023345947
1176773528431202	-0.0017700195	0.26330566	-0.013305664
1176773531818653	-0.08239746	0.27919006	-0.037734985
1176773538563038	-0.123931885	0.3048401	-0.053619385
1176773543506886	-0.108047485	0.32437134	-0.065826416
1176773548725392	-0.035980225	0.31584167	-0.078048706
1176773553608204	0.07397461	0.27427673	-0.090270996
1176773559314991	0.19857788	0.21321106	-0.10247803
1176773563709522	0.3158722	0.14479065	-0.113479614
1176773568744923	0.40994263	0.06904602	-0.1257019
1176773573993946	0.47348022	-0.016464233	-0.1415863
1176773578937794	0.505249	-0.11175537	-0.15991211
1176773582142140	0.505249	-0.20950317	-0.15991211
1176773589039112	0.48568726	-0.20950317	-0.18800354
1176773593891407	0.44659424	-0.38053894	-0.19288635
1176773598957325	0.39894104	-0.43673706	-0.19044495
1176773603992726	0.3488617	-0.4684906	-0.17700195
1176773609485890	0.3048706	-0.47583008	-0.15379333
1176773614063526	0.25845337	-0.46116638	-0.11958313
1176773619312550	0.18025208	-0.44284058	-0.07926941
1176773624378468	0.031219482	-0.44163513	-0.04750061
1176773629139210	0.031219482	-0.4684906	-0.04750061
1176773632526661	-0.18867493	-0.4684906	-0.03895569
1176773639301563	-0.4232483	-0.49049377	-0.057281494
1176773644245411	-0.5808563	-0.46116638	-0.08905029
1176773649372364	-0.60772705	-0.36097717	-0.11225891
1176773654346729	-0.5148926	-0.2339325	-0.11714172
1176773660328175	-0.35850525	-0.13131714	-0.1085968
1176773664417530	-0.20578003	-0.06777954	-0.10003662
1176773669575001	-0.10192871	-0.01890564	-0.097595215
1176773674946095	-0.05795288	0.038513184	-0.10371399
1176773679676319	-0.04576111	0.10568237	-0.11103821
1176773682850147	-0.028640747	0.17166138	-0.109817505
1176773689747120	0.01777649	0.22175598	-0.093933105
1176773694599415	0.0874176	0.25106812	-0.06462097
1176773699970509	0.15704346	0.2571869	-0.025527954
1176773704700733	0.19248962	0.24862671	0.01966858
1176773710529591	0.17416382	0.23274231	0.06732178
1176773714802052	0.08985901	0.21076965	0.11984253
1176773723041798	-0.056747437	0.17900085	0.17726135
1176773730366017	-0.47088623	0.106918335	0.29945374
1176773733234669	-0.47088623	0.082473755	0.29945374
1176773740497853	-0.90338135	0.082473755	0.3861847
1176773744983937	-1.085434	0.050720215	0.3837433
1176773750690724	-1.2344666	0.03729248	0.34587097
1176773755054737	-1.3395386	0.03729248	0.28356934
1176773760425831	-1.3884125	0.07272339	0.21759033
1176773765156056	-1.3664246	0.14967346	0.16381836
1176773770984913	-1.2686768	0.25839233	0.127182
1176773775470997	-1.1037598	0.38058472	0.102752686
1176773781086231	-0.89727783	0.50032043	0.08320618
1176773783588673	-0.89727783	0.6078186	0.08320618
1176773791157032	-0.4880066	0.6078186	0.037994385
1176773795368458	-0.4880066	0.74586487	0.037994385
1176773801075245	-0.3413849	0.74586487	0.01234436
1176773805439259	-0.25099182	0.7532196	-0.010864258
1176773810962940	-0.22044373	0.72021484	-0.030410767
1176773815479542	-0.23754883	0.6554718	-0.042617798
1176773821399952	-0.28520203	0.5748291	-0.05117798
1176773825977589	-0.34750366	0.48931885	-0.054840088
1176773831287647	-0.4098053	0.40745544	-0.054840088
1176773833912159	-0.463562	0.33537292	-0.052383423
1176773841327931	-0.5002136	0.2755127	-0.049942017
1176773845661427	-0.5185394	0.22665405	-0.053619385
