name,mean_LA(x),mean_LA(y),mean_LA(z),mean_GY(x),mean_GY(y),mean_GY(z),sd_LA(x),sd_LA(y),sd_LA(z),sd_GY(x),sd_GY(y),sd_GY(z)
1.0,-0.39351421635574996,-0.23150012694575,0.25948935798,-0.13630114222325002,0.8085958115779,0.36550493896511116,1.6073890153356436,2.0600703501943753,1.5682034715894702,0.7186046744020569,1.5294944510030144,0.8960047292965303
1.0,0.9771615803113334,0.1848931066975,0.4209158699483334,0.1224107704339167,0.0746726711229722,-0.052157613851972234,3.646011314427267,3.797330767708503,5.745886369745639,1.7018948973799295,2.413996020540161,0.913987469293523
1.0,0.8681649975161667,-0.32002402243249994,-0.09303781560666664,0.05600635662522222,0.09447773565652222,-0.2473355003006111,5.704045018833006,3.265884232269848,7.824759724401786,2.248330831424019,1.9818814261432127,0.8991997953666785
1.0,0.6514358577433335,-0.04252420275983337,0.1296333738358334,-0.07540407772425,0.12837981153319442,-0.22742758568286112,5.328452279325275,3.3043342043491246,7.017525866908577,2.1678660050449277,1.9814177586074735,0.9404539092004786
1.0,1.08495901341,-0.3199227839875,-0.1955180784920833,0.02889058536311109,0.026056807819000015,-0.3236771228996389,6.076533645636592,3.3193250851033516,7.810846820274178,2.4327900902742177,2.1104623621378558,1.009521411811611
1.0,0.9675900580408334,-0.3885304272825,-0.5868373388516667,-0.07614207567358333,0.10016725141783332,-0.27671140904033337,6.3473778797047045,3.326747736564894,8.247449746810924,2.730417212742578,2.0156208071291113,1.1959167275421847
1.0,1.0403951661800002,-0.1014985432073333,-0.12061356074499997,0.02081978729541664,0.1145375337711111,-0.2989180253337222,6.357125212424528,3.465074886341839,8.465188235260765,2.7336153156997245,2.0270240817103278,1.232997996907746
1.0,0.7465940372791666,-0.42623980411116663,-0.01922222751916672,0.028526488337527786,0.05777079194563889,-0.1311908387501111,6.438258845814051,3.441133292251756,7.551081054154002,1.886621979129698,1.8952358385799797,0.9075565459386298
1.0,1.0213349749866665,-0.42505861808885836,-0.3510064565318334,0.03631409514344444,0.10785439546358892,-0.2065186734838056,6.092477207566472,3.204202599522298,7.917536251719732,2.12443654105642,2.093923683221319,0.9755868700570034
1.0,0.6870457054933334,-0.9802232810783332,0.13129772161749997,0.1907330401643056,0.026885641976111145,-0.2673864239701667,5.733544659042197,3.1001355486475193,7.934397432062531,2.2934832836886403,1.9371847533943185,1.0250884607291924
1.0,1.15131503355,-1.0984877936691666,-0.22145033559499996,0.1657425344360278,0.05995136471792776,-0.19964190523419448,6.27532412831457,3.20913696798702,7.27442108523685,2.1540003390495293,2.093879913898438,0.9609258125687418
1.0,1.3660945901814168,-1.0411142327155,-0.45999250152933335,-0.06926949805880554,0.14230132379311666,-0.2518128717347222,7.154636417896294,3.844333829843009,8.310290160219488,2.720068569343296,2.1805956301745275,1.2758846056719533
1.0,0.7770850132106665,-0.5896670355475833,-0.24684110593333333,-0.019397377387499994,0.13428179899549997,-0.3351366843646389,6.631519719378821,2.955309247588884,8.711123721065979,3.2296766531314804,1.8629625374541277,1.3247297725092713
1.0,1.0067059072436666,-0.38634795417499995,-0.48899351168383326,-0.0011114333661944305,0.12274443445822224,-0.3014447953084444,6.506261138170055,3.1033126899261516,8.763801338671193,3.2279679583452787,1.935075644847352,1.3293713467487442
1.0,0.9049590976558333,-0.5910936643365833,-0.6090350774941666,0.042890050722361094,0.10733374248502775,-0.2671231423999444,6.665138415784161,3.3977035777622087,8.588212751404505,2.6908848211051164,1.8505834493864601,1.1494932529361275
