magnetometer_timestamp	magnetometer_x_data	magnetometer_y_data	magnetometer_z_data
339828908331776	3.6437988	22.817993	-2.7679443
339828925726796	4.9972534	20.777893	-4.093933
339828942358876	4.1519165	21.287537	-4.260254
339828958746815	2.458191	20.60852	-3.5964966
339828975470448	2.9663086	20.777893	-3.7628174
339828993140126	2.9663086	21.458435	-2.7679443
339829009009267	1.4419556	20.60852	-4.260254
339829025793935	3.3050537	20.777893	-4.7576904
339829043372060	2.6275635	20.439148	-4.7576904
339829059332753	3.3050537	21.79718	-5.088806
339829076086903	2.1194458	21.968079	-3.9291382
339829093909169	2.458191	22.647095	-4.260254
339829109656239	2.1194458	21.627808	-3.5964966
339829126440907	0.76446533	19.927979	-4.924011
339829144232655	2.458191	20.948792	-4.5913696
339829160010243	1.6113281	20.777893	-5.7525635
339829176764394	3.3050537	22.137451	-4.4265747
339829194678212	1.272583	20.777893	-4.4265747
339829210364247	1.272583	19.758606	-4.4265747
339829227118398	1.6113281	19.07959	-5.4214478
339829245154286	2.2888184	19.758606	-5.088806
339829260748769	1.6113281	20.439148	-3.09906
339829277563954	2.1194458	21.627808	-4.260254
339829295447255	2.796936	21.287537	-4.924011
339829311194325	2.2888184	21.458435	-4.093933
339829327917958	1.272583	19.758606	-3.4317017
339829346320058	0.4257202	20.60852	-4.5913696
339829361548329	2.796936	20.948792	-5.255127
339829378455067	1.7807007	20.948792	-3.5964966
339829393530751	0.9338379	19.418335	-5.088806
339829412054921	2.2888184	21.118164	-5.7525635
339829428839589	0.25634766	19.07959	-5.088806
339829443915273	0.9338379	20.439148	-5.088806
339829462347890	2.458191	20.948792	-4.260254
339829479193593	2.2888184	19.418335	-5.088806
339829494299794	1.6113281	20.098877	-4.093933
339829512701894	0.76446533	20.948792	-3.9291382
339829529547597	0.25634766	20.777893	-4.7576904
339829544989491	1.7807007	19.589233	-4.5913696
339829563116933	0.76446533	19.248962	-2.9327393
339829580298329	1.4419556	20.60852	-3.5964966
339829595374013	1.1032104	20.60852	-3.5964966
339829613409901	2.6275635	19.418335	-4.4265747
339829630255605	1.1032104	19.927979	-4.260254
339829645361806	1.6113281	19.418335	-2.104187
339829663702870	1.1032104	19.589233	-3.5964966
339829680548573	1.6113281	20.777893	-3.09906
339829695715810	1.272583	19.07959	-3.7628174
339829714148427	-0.42114258	20.098877	-2.7679443
339829730902577	0.5950928	18.399048	-3.7628174
339829746039296	0.9338379	19.418335	-2.7679443
339829764502431	0.9338379	20.098877	-3.7628174
339829781317616	0.0869751	18.569946	-3.9291382
339829796423817	1.1032104	20.26825	-4.5913696
339829819983388	1.6113281	19.758606	-3.4317017
339829831610585	0.5950928	19.418335	-4.7576904
339829847144032	1.1032104	19.589233	-3.2653809
339829865179921	0.9338379	19.758606	-3.4317017
339829881964589	0.9338379	19.758606	-2.7679443
339829897131825	0.76446533	19.927979	-4.260254
339829915503407	0.4257202	19.248962	-4.5913696
339829932745839	2.458191	18.908691	-4.5913696
339829947424794	1.272583	18.399048	-3.09906
339829965857411	1.272583	20.098877	-5.088806
339829982642079	1.272583	20.098877	-3.7628174
339829997778798	0.25634766	20.098877	-6.083679
339830017157460	0.25634766	20.098877	-3.7628174
339830032996083	1.9500732	19.758606	-4.093933
339830048193837	1.4419556	19.927979	-5.255127
339830066534901	1.272583	19.418335	-3.4317017
