gravity_timestamp	gravity_x_data	gravity_y_data	gravity_z_data
1443708009375342140	3.6545975	9.096108	-0.27409807
1443708009383673439	3.3841994	9.185761	-0.58254564
1443708009389715919	3.1823926	9.243913	-0.7699568
1443708009395605812	2.989335	9.293206	-0.9330452
1443708009399817237	2.893483	9.31559	-1.0089256
1443708009404822120	2.869968	9.314252	-1.0855306
1443708009410498390	2.8397489	9.313544	-1.1679533
1443708009414923439	2.8300316	9.3088	-1.2278281
1443708009420111427	2.7571962	9.325251	-1.2680528
1443708009426092872	2.6823432	9.339293	-1.324021
1443708009429999122	2.5762198	9.362185	-1.3722178
1443708009433508644	2.4781618	9.382386	-1.4141889
1443708009440130958	2.3429446	9.399062	-1.5292569
1443708009445563087	2.1963024	9.42399	-1.5921843
1443708009450323829	2.0603662	9.446111	-1.6420327
1443708009455328712	1.9248475	9.459998	-1.7244654
1443708009460272560	1.7945285	9.471074	-1.8024467
1443708009465521583	1.6876186	9.472277	-1.8969177
1443708009470465431	1.5908921	9.471165	-1.984057
1443708009475287208	1.4844791	9.47322	-2.055436
1443708009480505714	1.3791423	9.472015	-2.1329029
1443708009484869728	1.2639868	9.482714	-2.156589
1443708009490607032	1.1375554	9.488287	-2.2019908
1443708009495489845	1.0254594	9.494305	-2.2309194
1443708009500677833	0.9142864	9.498315	-2.261966
1443708009505560646	0.8033983	9.503311	-2.2829833
1443708009510596046	0.6982024	9.506763	-2.3031154
1443708009515631446	0.591	9.515599	-2.2966206
1443708009520819435	0.49011022	9.5228	-2.2905142
1443708009526617775	0.3982035	9.525638	-2.2965326
1443708009530859718	0.33945593	9.534265	-2.2700107
1443708009534064064	0.29031965	9.545785	-2.2280223
1443708009540930519	0.23220165	9.547074	-2.229313
1443708009545843849	0.19760698	9.5516	-2.2132018
1443708009554266700	0.16214167	9.542391	-2.255408
1443708009555884132	0.14374024	9.550276	-2.2230508
1443708009561072120	0.11753917	9.54966	-2.227234
1443708009565954933	0.09339354	9.545983	-2.2440727
1443708009571173439	0.06934925	9.541186	-2.2652464
1443708009576880226	0.0384402	9.535141	-2.291288
1443708009581061134	0.01002005	9.532466	-2.3026886
1443708009591315040	-0.07179813	9.514995	-2.3727877
1443708009596167335	-0.11445177	9.515152	-2.3704798
1443708009601263771	-0.16171959	9.514322	-2.3710537
1443708009606238136	-0.21187349	9.5121355	-2.3758743
1443708009612890968	-0.28401223	9.504216	-2.3999186
1443708009616308937	-0.32082647	9.505605	-2.389754
1443708009622076759	-0.38992772	9.499907	-2.4021084
1443708009627447853	-0.45640433	9.49552	-2.407733
1443708009631933937	-0.5005382	9.492352	-2.411455
1443708009642004737	-0.6283619	9.47372	-2.4544232
1443708009646521339	-0.66869587	9.472164	-2.4497623
1443708009651587257	-0.71158844	9.466667	-2.45891
1443708009656744728	-0.7586743	9.461316	-2.4654205
1443708009662115821	-0.79443395	9.457017	-2.4706461
1443708009666815528	-0.81927466	9.45475	-2.4712105
1443708009671698341	-0.8402638	9.454593	-2.464756
1443708009676764259	-0.86578447	9.4536915	-2.4593754
1443708009681769142	-0.8793131	9.45321	-2.4564228
1443708009691839942	-0.9835756	9.434381	-2.4890616
1443708009696875343	-0.98343706	9.431495	-2.5000281
1443708009701910743	-1.0010767	9.42737	-2.5085692
1443708009707098732	-1.0122755	9.422603	-2.5219512
1443708009712744483	-1.0397563	9.417402	-2.5301821
1443708009717016944	-1.0500902	9.415305	-2.533718
1443708009722052345	-1.0587735	9.41103	-2.5459597
1443708009727911720	-1.0634922	9.404981	-2.5662644
1443708009732153663	-1.0532647	9.405069	-2.570155
1443708009735632667	-1.0332022	9.408509	-2.565704
1443708009742377052	-1.028396	9.400112	-2.5982075
1443708009747259864	-1.014554	9.397971	-2.6113603
1443708009752386817	-1.0013431	9.39931	-2.6116416
1443708009757330665	-0.99758834	9.403706	-2.5972168
1443708009762274513	-0.99264044	9.409948	-2.5764177
1443708009767401466	-0.98644197	9.417919	-2.549531
1443708009772406349	-0.9814934	9.431501	-2.5007682
1443708009779181251	-0.97364974	9.447727	-2.4418936
1443708009782477150	-0.9682369	9.462232	-2.3872736
1443708009785986671	-0.96212125	9.476451	-2.332721
1443708009792700538	-0.9589068	9.489885	-2.2788064
1443708009797796974	-0.9539775	9.50088	-2.2346354
1443708009802740821	-0.949446	9.510929	-2.1934383
1443708009811255226	-0.93196577	9.522293	-2.151224
1443708009813238868	-0.9249527	9.530399	-2.1180983
1443708009817755470	-0.9092572	9.540222	-2.0803344
1443708009822912941	-0.8963032	9.549309	-2.043952
1443708009828284034	-0.87859654	9.562786	-1.987857
1443708009833014259	-0.8649029	9.575421	-1.93226
1443708009843054542	-0.85957646	9.592247	-1.8494067
1443708009847937355	-0.82832026	9.609336	-1.7733966
1443708009853125343	-0.79688436	9.626616	-1.692226
1443708009858038673	-0.76029545	9.641963	-1.6201491
1443708009863043556	-0.72207874	9.6575985	-1.5426561
1443708009868109474	-0.6860024	9.672694	-1.4624598
1443708009873266944	-0.6483713	9.688173	-1.3745176
1443708009879126319	-0.61679703	9.70222	-1.2871956
1443708009883337745	-0.58188635	9.714053	-1.2120124
1443708009893408546	-0.53799593	9.734919	-1.0546566
1443708009898291358	-0.5106228	9.744885	-0.9730649
1443708009903326759	-0.4746542	9.755603	-0.8793844
1443708009908545265	-0.440908	9.76646	-0.76956147
1443708009914221534	-0.39435962	9.777797	-0.6399692
1443708009918432960	-0.3622165	9.78575	-0.5275153
1443708009923651466	-0.31113437	9.794219	-0.3832298
1443708009928931007	-0.25964186	9.800844	-0.21547835
1443708009933691749	-0.20898084	9.804255	-0.057418287
1443708009940649757	-0.129088	9.803987	0.18858072
1443708009948858985	-0.030060122	9.794361	0.489864
1443708009954443702	0.020810366	9.783194	0.67755735
1443708009958716163	0.048984542	9.772304	0.81857663
1443708009965887794	0.12316477	9.754027	1.0070605
1443708009968817482	0.11543757	9.750406	1.0424181
1443708009973913917	0.1307384	9.740676	1.1280591
1443708009979956398	0.16514832	9.728078	1.2278477
1443708009983923683	0.16688961	9.72035	1.2873763
1443708009987250099	0.15384734	9.715505	1.3250179
1443708009993963966	0.22549027	9.691887	1.4788107
1443708009998999366	0.25923473	9.67429	1.5847058
1443708010004065284	0.28601056	9.65054	1.7192025
1443708010009253273	0.30577207	9.624325	1.857222
1443708010014593849	0.30373448	9.595128	2.0029104
1443708010019324073	0.28815985	9.568241	2.1298168
1443708010027533302	0.33394688	9.52371	2.3146951
1443708010034247169	0.42466778	9.489185	2.4383202
1443708010044317970	0.60525393	9.441455	2.5812771
1443708010049353370	0.7263981	9.418567	2.6331227
1443708010054419288	0.83225244	9.399348	2.6702025
1443708010059607276	0.9489991	9.377631	2.7073655
1443708010065375099	1.0722237	9.355432	2.7379951
1443708010069617042	1.1549444	9.343825	2.7439768
