accelerometer_timestamp	accelerometer_x_data	accelerometer_y_data	accelerometer_z_data
1176368031815312	0.36795044	5.3276978	8.970139
1176368040207646	-0.30400085	5.5487366	9.198914
1176368048599980	-0.6134796	5.383896	9.153183
1176368056992314	-0.12802124	4.391556	9.087875
1176368065384648	-0.40618896	4.16922	9.333145
1176368073776982	-1.3649292	3.4186401	9.42775
1176368082169316	-1.2610931	3.4117737	9.292114
1176368090561650	-0.115600586	3.9043732	8.691803
1176368098953984	1.190445	4.22966	7.599365
1176368107346318	1.7368164	4.309433	6.530548
1176368115738652	1.8083649	4.2010803	6.1985626
1176368124130986	1.7054443	4.107559	6.574005
1176368132523320	1.6056976	4.074295	7.3865967
1176368140915654	1.479187	4.0765533	8.203125
1176368149307988	1.2941742	4.057266	8.787918
1176368157700322	1.2564087	3.9638367	9.520508
1176368166092656	1.3236389	3.8416138	10.38887
1176368174484990	1.2068481	3.6563416	10.985962
1176368182877324	0.89385986	3.3868408	11.533325
1176368191269658	0.5812988	3.031128	12.112106
1176368199661992	0.3723297	2.6132965	12.658463
1176368208054326	-0.09526062	2.1895752	12.967545
1176368216446660	-0.35231018	2.3051147	12.646835
1176368224838994	-0.38778687	2.8348389	11.608261
1176368233231328	-0.09498596	3.6564026	9.9935
1176368241623662	0.5111847	4.5166626	8.090744
1176368250015996	1.2934723	5.1720734	6.2276917
1176368258408330	1.954483	5.5348816	4.715805
1176368266800664	2.582718	5.5306396	3.9522858
1176368275192998	2.420044	5.6667786	3.7258606
1176368283585332	2.2003174	5.532242	4.016205
1176368291977666	2.3033905	4.9039154	5.004532
1176368300370000	2.674759	3.8434448	6.817581
1176368308762334	2.8462524	2.78862	9.105698
1176368317154668	1.9884796	2.7512054	10.101685
1176368325547002	2.00589	3.2004395	9.613403
1176368333939336	2.6921844	3.7679596	9.228149
1176368342331670	3.6023407	4.498413	9.112106
1176368350724004	4.266876	5.5265503	8.653946
1176368359116338	4.281006	6.4257813	7.8132477
1176368367508672	2.7605438	6.283325	6.9599304
1176368375901006	1.082901	5.753113	6.0249023
1176368384293340	0.1821289	5.151947	6.128479
1176368392685674	0.13804626	4.6993103	7.086609
1176368401078008	0.49879456	4.508621	7.998535
1176368409470342	0.98524475	4.595413	8.692886
1176368417862676	1.0014801	4.5757904	9.0577545
1176368426255010	0.80506897	4.807495	9.196136
1176368434647344	0.5348053	5.399887	9.02594
1176368443039678	0.2813568	6.1951904	8.5494995
1176368451432012	0.10612488	6.8769226	7.850601
1176368459824346	0.12312317	7.2059326	7.043564
1176368468216679	0.71173096	7.305847	6.2656555
1176368476609013	1.5560913	7.236908	5.8134003
1176368485001347	2.2327118	6.8560333	5.9424896
1176368493393681	2.5202637	6.2182465	6.6732483
1176368501786015	2.4129486	5.5542603	7.851593
1176368510178349	1.9888153	5.076599	9.385651
1176368518570683	1.4677734	4.9866486	10.981888
1176368526963017	1.3714142	5.0417175	11.807831
1176368535355351	1.5496674	5.140991	11.621124
1176368543747685	1.7658691	5.3176727	10.426987
1176368552140019	1.8234406	5.673996	8.46254
1176368560532353	1.7317047	6.2502594	6.1923676
1176368568924687	1.3219604	6.95842	4.4674835
1176368577317021	0.90322876	7.515915	3.4485626
1176368585709355	0.63993835	7.7890778	3.182953
1176368594101689	0.64712524	7.7108154	3.678131
1176368602494023	0.9157562	7.331726	4.868332
1176368610886357	1.0870514	6.976593	6.5559845
1176368619278691	1.3279114	6.522873	7.8020935
1176368627671025	1.7518463	6.073303	8.599075
1176368636063359	2.2463684	5.8137665	8.795898
1176368644455693	2.624405	5.775955	8.499054
1176368652848027	2.6983643	5.872055	8.035049
1176368661240361	2.396286	6.0824127	7.711029
1176368669632695	2.1242828	6.1916046	7.4418488
1176368678025029	1.9885864	6.2515106	7.241852
1176368686417363	1.8946838	6.3338165	7.2000732
1176368694809697	1.7362671	6.473404	7.3026123
1176368703202031	1.4793701	6.6458893	7.4376984
1176368711594365	1.381958	6.7085114	7.482422
1176368719986699	1.2951508	6.763153	7.4094543
1176368728379033	1.2610474	6.743576	7.448227
1176368736771367	1.2904358	6.6318207	7.573105
1176368745163701	1.4674225	6.348068	7.099457
1176368753556035	1.9306488	5.834961	5.322632
1176368761948369	2.7886505	5.5305786	4.751297
1176368770340703	2.7737732	5.575714	6.1688232
1176368778733037	2.7003174	5.726654	7.6954956
1176368787125371	2.5717926	5.8221436	8.625565
1176368795517705	2.3691406	5.8804474	8.791183
1176368803910039	2.1838684	6.0450287	8.452423
1176368812302373	2.0742035	6.185608	8.483322
1176368820694707	1.6785126	6.3341827	8.785126
1176368829087041	1.4416809	6.493042	8.797348
1176368837479375	1.4899597	6.5771027	8.385544
1176368845871709	1.6907043	6.4306335	7.480667
1176368854264043	1.7286682	5.9583282	6.1481934
1176368862656377	1.4983673	5.837677	5.413391
1176368871048711	1.6192474	6.1894226	5.6171722
1176368879441045	1.775528	6.546356	6.5229187
1176368887833379	1.759552	6.6454773	7.6352997
1176368896225713	1.5992584	6.460251	8.499313
1176368904618047	1.539566	6.1995087	8.854385
1176368913010381	1.616333	6.1067963	8.7547
1176368921402715	1.5713196	6.2408752	8.580032
1176368929795049	1.4873047	6.2457123	8.116943
1176368938187383	1.6086731	6.10791	7.3630524
1176368946579717	1.9477997	5.9282074	6.3223267
1176368954972051	2.2694244	5.8521423	4.8147125
1176368963364385	3.0291595	6.073471	1.1426697
1176368971756719	3.580902	5.9911346	3.6911163
1176368980149053	3.2888489	5.9122467	7.089554
1176368988541387	2.9166412	5.9252625	8.974991
1176368996933721	2.8768158	6.0226135	8.932877
1176369005326054	2.7515717	6.127228	8.226715
1176369013718388	2.3707123	6.079376	7.599579
1176369022110722	2.1319275	6.045395	7.2347717
1176369030503056	2.097458	6.22081	7.037018
1176369038895390	2.1447601	6.472824	6.695343
