linearaccelerometer_timestamp	linearaccelerometer_x_data	linearaccelerometer_y_data	linearaccelerometer_z_data
1176368507340215	2.1009586	0.852438	-2.2421055
1176368515640996	1.5347587	-0.30558062	0.4754448
1176368523941777	1.0082145	-0.41090918	2.0493574
1176368532242558	0.9314455	-0.3758216	2.8413658
1176368540543340	1.1396794	-0.30634737	2.6297398
1176368548844121	1.3879623	-0.17696476	1.4402552
1176368557144902	1.4146878	-0.24309349	1.4576378
1176368565445683	1.3905336	0.5901065	-2.679222
1176368573746465	0.9720984	1.1769094	-4.271077
1176368582047246	0.5262625	1.6057401	-5.1404486
1176368590348027	0.48089668	1.4917326	-4.998413
1176368598648808	0.16663897	1.6720724	-5.1351013
1176368606949590	0.38396055	1.1601028	-3.369237
1176368615250371	0.49421322	0.78688097	-1.6490164
1176368623551152	0.67441905	0.34819555	-0.40829277
1176368631851933	1.0403278	-0.06319523	0.35927296
1176368640152715	0.9920606	-0.021413803	0.32696056
1176368648453496	1.4407502	-0.24267149	0.49372482
1176368656754277	1.8488809	-0.15918255	-0.27828026
1176368665055058	1.5107713	0.06161499	-0.600811
1176368673355840	1.2081606	0.1710043	-0.8588829
1176368681656621	1.0450838	0.22562218	-1.0421
1176368689957402	1.019582	0.21853352	-1.0242987
1176368698258183	0.9038406	0.2923789	-1.0479908
1176368706558965	0.4740044	0.5928173	-0.796278
1176368714859746	0.36560345	0.64387655	-0.73898125
1176368723160527	0.2710606	0.6870184	-0.7993469
1176368731461308	0.26395285	0.67603254	-0.78722954
1176368739762090	0.22098553	0.64647675	-0.73716736
1176368748062871	0.41242635	0.24697685	-1.0712376
1176368756363652	0.39398193	0.24435616	-1.0571957
1176368764664433	1.678592	-0.5654874	-3.3652353
1176368772965215	1.6242357	-0.51064634	-1.9258528
1176368781265996	1.5094732	-0.3423853	-0.4012947
1176368789566777	1.3418337	-0.2175827	0.5066433
1176368797867558	1.3111255	-0.1761198	0.47458172
1176368806168340	1.0929447	-0.074127674	0.6027441
1176368814469121	0.7935581	0.26246595	0.26658154
1176368822769902	0.39936554	0.4307227	0.5442667
1176368831070683	0.16618192	0.5951295	0.5415039
1176368839371465	0.16907918	0.5881567	0.5357027
1176368847672246	0.21927905	0.65578413	0.12878132
1176368855973027	0.41827166	0.48569202	-0.7553196
1176368864273808	0.22196662	-0.132061	-2.7753696
1176368872574590	0.33181775	0.18887663	-2.5239792
1176368880875371	0.31515253	0.16264343	-2.4788437
1176368889176152	0.4494326	0.5024924	-1.5459146
1176368897476933	0.4110273	0.59849405	-0.42834663
1176368905777715	0.23236513	0.422884	0.42398643
1176368914078496	0.23365092	0.08603811	0.6623688
1176368922379277	0.21826231	0.09634113	0.65012455
1176368930680058	0.15653348	0.22650194	0.47494125
1176368938980840	0.054896235	0.21465826	0.025532722
1176368947281621	0.49236703	-0.1283226	-1.7299728
1176368955582402	0.46647286	-0.16218138	-1.6838665
1176368963883183	1.5067031	-0.05351162	-6.769036
1176368972183965	1.4597523	-0.08773613	-6.6750565
1176368980484746	1.6668788	-0.27306175	-0.69335794
1176368988785527	1.2436534	-0.26071882	1.1924415
1176368997086308	1.1964206	-0.2309084	1.1681552
1176369005387090	1.1242883	-0.08574247	1.0846968
1176369013687871	0.9846698	0.06488943	0.340878
1176369021988652	0.59983647	0.046613693	-0.3068471
1176369030289433	0.35939574	0.022974968	-0.6742792
1176369038590215	0.32498395	0.19287348	-0.862443
1176369046890996	0.37510145	0.42902422	-1.1861725
1176369055191777	0.34601772	0.5442009	-1.9841967
1176369063492558	0.14809334	0.4153123	-3.431807
1176369071793340	0.36594403	0.14293194	-4.588444
1176369080094121	0.9380331	-0.09747505	-4.7963448
1176369088394902	1.2499096	-0.30921268	-4.212362
1176369096695683	1.2050879	-0.46369267	-2.9504433
1176369104996465	0.8605422	-0.5125413	-1.2526507
1176369113297246	0.9001453	-0.44578266	-1.3012662
1176369121598027	-0.058226585	-0.24315882	1.9582233
