rotvec_timestamp	rotvec_x_data	rotvec_y_data	rotvec_z_data
8574359068000	0.06978654	-0.7138664	0.68074256
8574365050000	0.07090562	-0.71157116	0.6798216
8574375212000	0.07088923	-0.7059617	0.68308365
8574384550000	0.074877776	-0.7001708	0.6889504
8574406218000	0.09410861	-0.7030629	0.6934433
8574416594000	0.10676757	-0.7067281	0.6942314
8574426482000	0.11811771	-0.7105324	0.69218266
8574434935000	0.12416189	-0.71775764	0.6846999
8574444304000	0.12697895	-0.725769	0.6758895
8574454954000	0.12892498	-0.7315413	0.66929966
8574464293000	0.12989199	-0.73762804	0.6623153
8574475340000	0.13159847	-0.7408883	0.6581014
8574486662000	0.13243139	-0.7418141	0.6562214
8574494963000	0.1344529	-0.73860186	0.65858275
8574504790000	0.13975425	-0.73223966	0.6651168
8574517210000	0.1504312	-0.7195204	0.6779354
8574523772000	-0.16125876	0.69551015	-0.69881874
8574534849000	-0.1809412	0.6706069	-0.71079755
8574544401000	-0.20088175	0.660938	-0.7006178
8574554472000	-0.21214591	0.6666595	-0.67951304
8574563841000	-0.22572213	0.6637282	-0.6633669
8574574553000	-0.23680814	0.6598166	-0.65286887
8574583800000	-0.24902712	0.6570666	-0.64332145
8574596373000	-0.25813097	0.6563775	-0.6336818
8574604430000	-0.26275766	0.66204345	-0.62243456
8574614470000	-0.26914608	0.6631796	-0.6151372
8574623869000	-0.2764906	0.6642726	-0.6167439
8574634550000	-0.28561243	0.66317713	-0.6263918
8574643889000	-0.29208055	0.6632527	-0.63842463
8574654936000	-0.2949986	0.66875005	-0.6438177
8574664580000	-0.29723415	0.67581433	-0.6410887
8574674559000	-0.30253702	0.68014956	-0.63454825
8574683928000	-0.31021866	0.68213934	-0.62690175
8574696165000	-0.31995904	0.6802706	-0.620329
8574703978000	-0.33141032	0.67482567	-0.6139568
8574714995000	-0.34511006	0.6658203	-0.6060995
8574724577000	-0.35846618	0.6551409	-0.5968784
8574734740000	-0.37363383	0.6414218	-0.5853499
8574745207000	-0.38554838	0.6289901	-0.57373255
8574755339000	-0.39700928	0.6168248	-0.5620988
8574764647000	-0.4055729	0.60310066	-0.5513533
8574777006000	-0.41124117	0.5998271	-0.5417226
8574785307000	-0.41524655	0.5995515	-0.5368287
8574795348000	-0.4186497	0.5999297	-0.53527296
8574804716000	-0.41989508	0.60269576	-0.53614676
8574815337000	-0.4212575	0.6069715	-0.5369751
8574824736000	-0.41804183	0.6176356	-0.5395776
8574835722000	-0.41297942	0.6318347	-0.5404113
8574845274000	-0.4033596	0.65119827	-0.540399
8574855406000	-0.3918059	0.67350394	-0.5378417
8574864744000	-0.3784378	0.69626755	-0.5342019
8574877043000	-0.36605126	0.7169958	-0.52974963
8574884795000	-0.3548911	0.7367408	-0.5240587
8574895781000	-0.34118125	0.7574829	-0.5185173
8574905363000	-0.32695103	0.7753305	-0.5148314
8574915434000	-0.3111567	0.7903016	-0.51225764
8574924834000	-0.2974506	0.8022955	-0.5076391
8574939238000	-0.28867182	0.8081472	-0.50567937
8574944701000	-0.2822092	0.81133056	-0.5057316
8574957671000	-0.27479115	0.81734043	-0.5024283
8574965666000	-0.26505914	0.82768565	-0.493289
8574974821000	-0.25514933	0.8379319	-0.48245096
8574984221000	0.24666768	-0.84484607	0.47401696
8574994871000	0.24329174	-0.84565276	0.47358865
8575004210000	0.24643523	-0.837696	0.48659903
8575015196000	0.25317356	-0.82090425	0.511839
8575024901000	-0.2649289	0.79447466	-0.54596764
8575034880000	-0.2902111	0.7568852	-0.5790388
8575044279000	-0.2900997	0.7553889	-0.5811813
8575056547000	-0.28979534	0.75263953	-0.5849893
8575064299000	-0.29101753	0.7462699	-0.59243536
8575075377000	-0.31267357	0.74387956	-0.5225034
8575084868000	-0.31432104	0.73496175	-0.51746947
8575094969000	-0.31795228	0.7161456	-0.51623833
8575104338000	-0.3240178	0.6900504	-0.5183783
8575114989000	-0.3214786	0.69410306	-0.516584
8575124358000	-0.34785447	0.63050246	-0.54535556
8575136900000	-0.3686674	0.589541	-0.5698035
8575145018000	-0.39189714	0.5411911	-0.5914555
8575155028000	-0.4020185	0.5151171	-0.60823053
8575164366000	-0.40262827	0.50337744	-0.6219741
8575175078000	-0.40083385	0.49583766	-0.632098
8575184416000	-0.38604382	0.51358265	-0.6496534
8575195372000	-0.35298425	0.56726843	-0.6673458
8575205107000	-0.3119127	0.6299636	-0.6653361
8575215056000	-0.28426147	0.6701642	-0.65223044
8575224425000	-0.27156064	0.68432826	-0.64558774
8575236693000	-0.2653917	0.6849191	-0.64806914
8575244444000	-0.26186314	0.6791411	-0.6563814
8575255492000	-0.25943062	0.67088395	-0.66641396
8575265135000	-0.25946766	0.66074574	-0.67569995
8575275175000	-0.25839934	0.6524126	-0.6836932
8575284483000	-0.2568083	0.64675885	-0.6895021
8575295164000	-0.25461766	0.64603114	-0.6909879
8575304503000	-0.24822718	0.6521357	-0.68902475
8575316984000	-0.24214947	0.6609978	-0.6850306
8575325194000	-0.23518118	0.66820663	-0.68352205
8575335203000	-0.23093955	0.67084706	-0.6848947
8575344542000	-0.22717911	0.6710547	-0.6880751
8575355223000	-0.2230884	0.66979635	-0.69205344
8575364561000	-0.21990089	0.6674013	-0.6960359
8575375578000	-0.21793377	0.665564	-0.69835955
8575385252000	-0.21383485	0.667029	-0.6987367
8575395201000	-0.21396089	0.6593572	-0.7039515
8575404600000	-0.2149296	0.6499656	-0.7089994
8575416899000	-0.21310851	0.6462695	-0.7099388
8575424620000	-0.2087599	0.64774984	-0.70777047
8575435637000	-0.20295529	0.65535545	-0.70223075
8575446806000	-0.19696161	0.6638411	-0.69629854
8575455321000	-0.19035552	0.6742675	-0.6896821
8575464659000	-0.18441585	0.6843099	-0.68461853
8575475340000	-0.17947039	0.6917957	-0.6824061
8575484679000	-0.17497982	0.69469726	-0.6840752
8575497221000	-0.17207277	0.6940989	-0.6874842
8575506865000	-0.16763303	0.6952515	-0.6890587
8575515410000	-0.16211319	0.6994289	-0.6880161
8575524748000	-0.15643448	0.7038227	-0.68741745
8575539427000	-0.15130875	0.7059933	-0.689245
8575544707000	-0.14537139	0.70572513	-0.69297254
8575555754000	0.14014906	-0.70259595	0.6975439
8575565306000	0.1352984	-0.698029	0.70180583
8575575438000	0.13090572	-0.6945002	0.7046053
8575584807000	0.12903814	-0.6930531	0.70633817
8575597044000	0.12991855	-0.69569033	0.7053293
8575604796000	0.13153635	-0.7038132	0.6980558
8575615843000	-0.13180032	0.7139399	-0.6875357
8575625365000	-0.13137868	0.7218253	-0.67899793
8575635496000	-0.1309213	0.7268821	-0.67347723
8575644865000	-0.13059218	0.7302164	-0.6700228
8575655455000	-0.13044839	0.7312431	-0.66931766
8575664824000	-0.13030124	0.73307943	-0.66754484
8575677367000	0.13060416	-0.7342413	0.6661572
8575685545000	-0.13228041	0.72855705	-0.67209065
8575695525000	-0.1402207	0.70419097	-0.694905
8575704924000	-0.16208497	0.67028874	-0.7160888
8575715544000	-0.18756326	0.64614487	-0.7168598
8575724943000	-0.20827971	0.63826126	-0.69743466
8575735960000	-0.21961148	0.6403153	-0.67304844
8575745482000	-0.22996952	0.6419758	-0.6526656
8575755644000	-0.23931865	0.6439507	-0.6361404
8575764952000	-0.24673536	0.64983964	-0.6202863
8575777342000	-0.25410962	0.65315706	-0.6064211
8575785155000	-0.26079965	0.6561313	-0.5989242
8575796202000	-0.27335483	0.64971584	-0.60223174
8575805754000	-0.28659156	0.6429629	-0.616462
8575815855000	-0.29748055	0.64314586	-0.6314805
8575825194000	-0.30163836	0.6510679	-0.6386094
8575835875000	-0.30580583	0.65815	-0.63683385
8575845213000	-0.30995223	0.6657663	-0.6302551
8575857725000	-0.3166539	0.6699341	-0.62224895
8575865904000	-0.32679284	0.67000437	-0.6130825
8575875883000	-0.3378587	0.66536945	-0.60414124
8575885252000	-0.35085768	0.65761465	-0.5932395
8575895903000	-0.36297783	0.64744055	-0.58116394
8575905272000	-0.3757069	0.6338366	-0.56808543
8575916289000	-0.38879713	0.6189617	-0.55356455
8575925841000	-0.39644617	0.6079852	-0.54185367
8575935973000	-0.40222645	0.6091085	-0.5339863
8575945494000	-0.4084079	0.6098124	-0.5249838
8575957701000	-0.41349387	0.6100095	-0.5170608
8575965514000	-0.41580415	0.6115197	-0.50970787
8575976530000	-0.42034978	0.60933495	-0.50281125
8575986082000	-0.4195677	0.6098407	-0.4986117
8575996184000	-0.41885486	0.6093224	-0.49542257
8576005553000	-0.4156667	0.60954857	-0.4943958
8576016173000	-0.4114726	0.6098984	-0.49494708
8576025572000	-0.39859053	0.6702428	-0.54215616
8576038054000	-0.3743634	0.7085941	-0.5431851
8576046263000	-0.34390068	0.74937594	-0.53517014
8576056212000	-0.31557575	0.78280324	-0.52218777
8576065611000	-0.2907511	0.80647635	-0.5099801
8576076231000	-0.27413982	0.8200553	-0.50113004
8576085631000	-0.27369753	0.81615824	-0.5073799
8576100584000	-0.27299854	0.813847	-0.5111361
8576106291000	-0.26490018	0.8341766	-0.48236507
8576116331000	-0.2656257	0.8377569	-0.47478452
8576125883000	-0.26574048	0.8416846	-0.46699414
8576138090000	-0.2649318	0.8458584	-0.45954907
8576145872000	-0.2618717	0.85124314	-0.4516434
8576156828000	-0.2583592	0.8555479	-0.44616267
8576166411000	-0.25792038	0.853904	-0.44955087
8576176543000	-0.2629086	0.8438435	-0.46379784
8576185881000	-0.27270806	0.8258617	-0.48636824
8576196532000	-0.2849862	0.8035885	-0.51068413
8576205931000	-0.30053577	0.77897537	-0.5306665
8576218443000	-0.30090708	0.77705956	-0.5332926
8576226500000	-0.30135214	0.7711721	-0.54263955
8576236601000	-0.32622412	0.74889433	-0.5228412
8576245940000	-0.3366187	0.7333496	-0.5114543
8576256621000	-0.337682	0.72511375	-0.4867905
8576265959000	-0.33315662	0.7209427	-0.4656223
8576277006000	-0.3335277	0.724027	-0.46560854
8576286558000	-0.3571181	0.6747705	-0.49492204
8576296812000	-0.39618957	0.61075556	-0.542631
8576306181000	-0.39339715	0.6113422	-0.5375705
8576318449000	-0.46122822	0.47508705	-0.56494164
8576326201000	-0.47012624	0.43851474	-0.549324
8576337279000	-0.46572703	0.4379344	-0.5494016
8576347472000	-0.44725144	0.48123527	-0.5776311
8576357481000	-0.40787917	0.55688876	-0.60813403
8576366820000	-0.36630663	0.6195057	-0.6149898
8576377531000	-0.3414554	0.6486443	-0.6135144
8576386839000	-0.32610393	0.6587255	-0.61686414
8576399107000	-0.31683862	0.6608749	-0.62144995
8576407530000	-0.30950972	0.66292936	-0.62493944
8576417509000	-0.30392396	0.663461	-0.6295434
8576426878000	-0.29811072	0.6634589	-0.6368925
8576437590000	-0.29617333	0.65745	-0.64805454
8576446898000	-0.2928181	0.651	-0.66060317
8576457976000	-0.28932923	0.6435839	-0.67117584
8576469267000	-0.28248045	0.64422166	-0.67895895
8576477599000	-0.27071843	0.6556213	-0.68123704
8576487120000	-0.26466522	0.6583349	-0.68414235
8576498808000	-0.25780362	0.66354173	-0.68475085
8576506560000	-0.24810718	0.6747857	-0.6808642
8576517638000	-0.24700284	0.672926	-0.6818323
8576528746000	-0.24151598	0.6819568	-0.6753101
8576537260000	-0.24205413	0.678674	-0.67609125
8576546599000	-0.23869485	0.6824169	-0.6735223
8576557280000	-0.23495269	0.6839464	-0.6734064
8576566588000	-0.23287947	0.683776	-0.6740121
8576579130000	-0.23041126	0.68177617	-0.67640895
8576588805000	-0.22864203	0.6790901	-0.6790761
8576597319000	-0.22454159	0.67856497	-0.68134534
8576607481000	-0.21958594	0.6790036	-0.68370014
8576617308000	-0.21472387	0.6802388	-0.68549836
