gravity_timestamp	gravity_x_data	gravity_y_data	gravity_z_data
59573301982000	-3.2537885	-8.259897	4.1662154
59573322184000	-3.2537885	-8.259897	4.1662154
59573328776000	-2.3287828	-8.482092	4.3360457
59573338115000	-1.5023991	-8.75905	4.146349
59573348796000	-1.1439551	-8.889331	3.980144
59573358287000	-1.0334046	-8.842071	4.113425
59573369059000	-1.0763913	-8.657981	4.47785
59573378276000	-1.1504037	-8.369054	4.9805527
59573389476000	-1.178666	-8.021974	5.516255
59573398478000	-1.1903518	-7.564639	6.126148
59573418681000	-1.3608146	-6.424962	7.2827497
59573438701000	-1.989404	-5.037982	8.175047
59573458903000	-2.7962687	-3.6825955	8.648107
59573490306000	-3.4973092	-3.718506	8.373287
59573498057000	-3.5722072	-5.145425	7.545484
59573518046000	-2.7615595	-9.379091	-0.75948477
59573551371000	-0.10563918	-7.86922	-5.851035
59573569743000	0.78977007	-7.9379373	-5.704016
59573589457000	0.6861708	-7.7297864	-5.995828
59573609446000	0.526492	-7.5206523	-6.271601
59573649546000	-0.37227178	-8.581091	-4.732511
59573671153000	-0.97888887	-8.444733	-4.8886228
59573689677000	-1.6179876	-9.12223	-3.215188
59573718943000	-2.4755309	-9.469422	-0.6100597
59573738994000	-2.162636	-9.545649	0.61153
59573758983000	-0.5039083	-9.48625	2.4346545
59573789348000	1.4414177	-9.50137	1.9536245
59573798686000	1.6766185	-9.559098	1.4081857
59573809764000	1.824042	-9.563694	1.1743174
59573818705000	1.8548151	-9.560066	1.1555036
59573829356000	1.7519763	-9.579117	1.1582266
59573838725000	1.509716	-9.623981	1.1269965
59573850993000	1.1764151	-9.674857	1.0879203
59573858714000	0.81450963	-9.719942	1.0147412
59573869487000	0.4922066	-9.754253	0.88469195
59573878733000	0.25954673	-9.775735	0.73350614
59573889476000	0.13117227	-9.782397	0.6766655
59573898784000	0.12188801	-9.781633	0.68933386
59573909465000	0.23493718	-9.778973	0.6977679
59573918834000	0.37848932	-9.7754	0.68460184
59573929850000	0.42306584	-9.774571	0.6701757
59573938823000	0.3496791	-9.777432	0.67077774
59573949534000	-3.1442971	-8.260492	4.2483
59573958873000	-0.060927056	-9.73669	1.1677115
59573969523000	-0.3240569	-9.720423	1.2564789
59573978862000	-0.59640175	-9.742648	0.9462974
59573989879000	-0.85814303	-9.755273	0.5183064
59573998881000	-0.98914784	-9.755558	0.14517683
59574009593000	-1.0001848	-9.755486	-0.02325228
59574018931000	-0.74348056	-9.777049	-0.16406418
59574031169000	-0.29888505	-9.80183	-0.07219605
59574038920000	0.38212535	-9.798628	0.106024966
59574049693000	0.8860393	-9.757787	0.41341686
59574058940000	1.0952096	-9.735284	0.44177172
59574071421000	0.8981369	-9.757279	0.3990765
59574080180000	0.65912503	-9.782101	0.21557927
59574093730000	0.57819647	-9.788868	0.118973
59574098979000	0.841343	-9.76975	0.120572254
59574112651000	1.1577724	-9.730077	0.39440206
59574119029000	1.598646	-9.657049	0.59679335
59574132853000	1.7969588	-9.619295	0.6406857
59574139018000	1.8238176	-9.628311	0.37377545
59574153270000	1.6658164	-9.663903	0.0666092
59574159068000	1.5356711	-9.682961	-0.22887364
59574174388000	1.4972163	-9.680111	-0.4734972
59574178965000	1.4893992	-9.66639	-0.7162375
59574191813000	1.4633554	-9.631521	-1.123734
59574200023000	1.2762142	-9.616471	-1.4370611
59574212077000	1.05682	-9.589676	-1.7583184
59574219554000	0.7903931	-9.626493	-1.6959704
59574231334000	0.58206284	-9.638959	-1.709398
59574241008000	0.35329205	-9.703127	-1.3765491
59574252330000	0.15011019	-9.754368	-1.000096
59574259166000	-0.057519585	-9.8019	-0.2997703
59574272227000	-0.09304303	-9.805503	-0.117598794
59574279643000	0.016515959	-9.80105	-0.3309449
59574293742000	0.2303215	-9.775718	-0.74340457
59574299113000	-0.2076327	-9.804423	0.023208441
59574311656000	-0.0065758713	-9.803899	-0.2322247
59574320598000	-0.054485917	-9.806072	-0.09146891
59574332347000	-0.07448738	-9.805259	-0.14752573
59574339213000	-0.26781097	-9.8026285	-0.08455884
59574350291000	-0.36116233	-9.796347	-0.26741496
59574359263000	-0.62376434	-9.784896	-0.19276509
59574369944000	-0.82671446	-9.771394	-0.08256693
59574379283000	-1.0335026	-9.751156	0.13125937
59574391520000	-1.0631899	-9.746113	0.23083574
59574399302000	-1.1807866	-9.724695	0.45436043
59574410136000	-0.9832386	-9.753729	0.261536
59574419322000	-0.8341771	-9.770553	0.10419308
59574429911000	-0.67963415	-9.782782	-0.07529051
59574439311000	-0.55506694	-9.7883625	-0.22413492
59574450084000	-0.43231416	-9.789785	-0.37894073
59574459391000	-0.3507713	-9.787378	-0.5045792
59574470378000	-0.2820622	-9.781366	-0.6447518
59574479380000	-0.23887949	-9.774633	-0.75490844
59574490123000	-0.20853433	-9.765739	-0.87017584
59574499400000	-0.19800475	-9.758378	-0.9514455
59574510112000	-0.19868688	-9.751163	-1.0226259
59574519450000	-0.20625323	-9.746796	-1.0619817
59574530497000	-0.21776655	-9.744791	-1.0779757
59574539470000	-0.22589345	-9.746194	-1.0635235
59574549418000	-0.22897856	-9.751717	-1.0109218
59574558787000	-0.22336365	-9.760589	-0.9227253
59574571086000	-0.20689416	-9.775602	-0.75179857
59574578776000	-0.1945248	-9.785961	-0.60623914
59574589549000	-3.0493724	-9.290067	0.7525718
59574598857000	-3.0303974	-9.273252	0.996944
59574609507000	-3.0306478	-9.248211	1.2067035
59574618876000	-3.0514276	-9.232203	1.274998
59574631785000	-3.0931852	-9.21676	1.2860506
59574638896000	-3.1136217	-9.216198	1.2399408
59574649852000	-3.137988	-9.221651	1.1333879
59574658915000	0.6984584	-7.960932	-5.683844
59574669566000	0.67141956	-7.832332	-5.8629494
59574678935000	0.62666386	-7.7238827	-6.0099344
59574689555000	0.5633403	-7.605891	-6.164693
59574698954000	0.49323332	-7.5838833	-6.1977277
59574710032000	0.040526364	-7.720137	-6.047163
59574718913000	-0.42333356	-8.185464	-5.384177
59574729655000	-0.7893185	-8.615852	-4.6167583
59574738994000	-1.2043775	-8.758502	-4.243648
59574751963000	-1.189844	-8.804975	-4.150559
59574759654000	-1.1562328	-8.831152	-4.1041803
59574770396000	-1.0970439	-8.824239	-4.1351805
59574779612000	-2.3094153	-8.942745	-3.296106
59574790385000	-2.2745988	-9.213821	-2.4702346
59574799693000	-2.1817386	-9.43336	-1.5563165
59574810466000	-1.9844525	-9.586731	-0.5717774
59574819712000	-1.5549909	-9.658099	0.68811446
59574830760000	-0.76874757	-9.551175	2.0867386
59574839732000	0.07592969	-9.332961	3.0100586
59574850474000	0.68861085	-9.174322	3.3952951
59574859752000	1.1915369	-9.241085	3.058263
59574870433000	0.9810753	-9.12043	3.4678013
59574879741000	0.81301665	-9.014462	3.7747648
59574890849000	1.6412998	-9.530075	1.6291627
59574899791000	1.5950068	-9.532481	1.6607682
59574910441000	1.4106432	-9.540351	1.7782508
59574919810000	1.0797732	-9.5911045	1.736432
59574932078000	0.5951335	-9.638965	1.7048689
59574939830000	0.11741438	-9.691136	1.4961567
59574950602000	-0.41090778	-9.699185	1.3882816
59574959849000	-0.7464976	-9.717631	1.0866424
59574970530000	-0.90923697	-9.720551	0.9244402
59574979869000	-0.8497572	-9.728784	0.8939061
59574990580000	-0.70409083	-9.726245	1.0367314
59574999919000	-0.4628414	-9.733461	1.1026877
59575011027000	-0.26991993	-9.733455	1.1650666
59575019999000	-0.1331915	-9.743392	1.1040611
59575030681000	-0.13791707	-9.733862	1.1846154
59575040019000	-0.24532793	-9.731955	1.1829159
59575050700000	-0.51955986	-9.740628	1.0102506
59575060222000	-0.73893416	-9.75337	0.70436174
59575071269000	-0.8810195	-9.747392	0.6185343
59575080272000	-0.8626956	-9.749341	0.61358815
59575091014000	-0.8002055	-9.746959	0.7258333
59575100444000	-0.67708707	-9.759652	0.67908967
59575112681000	-0.5309481	-9.779073	0.5081547
59575120616000	-0.2369301	-9.802769	0.14132395
59575131389000	-0.015994273	-9.806627	0.013854338
59575140635000	0.12072481	-9.805496	-0.08966566
59575151500000	0.13829729	-9.804973	-0.11737258
59575160838000	0.28693917	-9.799914	-0.22300328
59575173777000	0.6203253	-9.784061	-0.24024844
59575181041000	1.1253932	-9.738595	-0.25230068
59575192027000	1.4847752	-9.690423	-0.24807811
59575201060000	1.6888713	-9.653678	-0.35301498
59575220225000	1.7336972	-9.632941	-0.60920626
59575230845000	1.7188997	-9.610478	-0.9243834
59575240245000	1.785744	-9.58247	-1.0759908
59575251262000	1.881938	-9.549627	-1.1972271
59575260264000	1.8927767	-9.525066	-1.3641572
59575270915000	1.8260027	-9.489614	-1.6683307
59575280284000	1.6686366	-9.467418	-1.9375387
59575292521000	1.5689847	-9.4320345	-2.1783986
59575300303000	1.3804985	-9.501772	-1.9952292
59575311015000	1.1755317	-9.5769825	-1.7521201
59575320323000	1.3267695	-9.490806	-2.081984
59575330912000	1.5050079	-9.38322	-2.4208565
59575340342000	1.6518325	-9.281435	-2.7012498
59575350962000	1.803775	-9.158715	-3.0057828
59575360392000	1.941009	-9.037389	-3.2754304
59575371348000	2.1126542	-8.875779	-3.5955005
59575380381000	-0.012389526	-9.803616	-0.24365452
59575391032000	0.20506373	-9.787334	-0.5800415
59575400401000	0.39046705	-9.760667	-0.86448246
59575411052000	-0.45655984	-9.791808	-0.2871262
59575420421000	-0.6252765	-9.783105	-0.2651178
59575431437000	-0.7079042	-9.778514	-0.2235596
59575440440000	-0.9012851	-9.765144	0.0038078679
59575451060000	-0.9206132	-9.761563	0.18636502
59575460429000	-0.8970894	-9.756394	0.42235258
59575472667000	-0.67850554	-9.767206	0.5583333
59575480479000	-0.61582243	-9.752983	0.8188237
59575491221000	-0.42632952	-9.763039	0.8195829
59575500468000	-0.41235828	-9.757437	0.89037794
59575511119000	-0.21313408	-9.780166	0.68797994
59575520488000	-0.06341405	-9.7928295	0.51659673
59575531108000	0.0789993	-9.80096	0.32456908
59575540507000	0.18066096	-9.803652	0.16183336
59575551494000	0.28324676	-9.802528	-0.023818353
59575560527000	0.3466019	-9.799275	-0.15632111
59575571208000	0.40155268	-9.794502	-0.27728984
59575580546000	0.44036478	-9.790671	-0.34525955
59575591227000	0.48174834	-9.7875805	-0.37624514
59575600566000	0.51631993	-9.786331	-0.36268312
59575611613000	0.55456316	-9.786295	-0.30213764
59575620585000	0.5791871	-9.787088	-0.21875055
59575631236000	0.59586936	-9.788207	-0.07966401
59575640605000	0.60517406	-9.787632	0.08022763
59575652812000	-2.9639208	-7.839136	5.092495
59575660624000	-2.6366482	-8.93711	3.0572085
59575671367000	-1.9874502	-9.601229	0.19195685
59575680644000	-1.9578959	-9.600153	0.41725445
59575691325000	-1.9300095	-9.59735	0.5799419
59575700663000	-1.9086514	-9.596548	0.6585534
59575713542000	-1.8973985	-9.604461	0.5697423
59575720652000	-1.8887769	-9.612235	0.45592895
59575731669000	0.31017807	-8.392182	-5.064135
59575740702000	0.23733497	-8.519921	-4.8502584
59575751323000	0.118487485	-8.584611	-4.739283
59575760722000	-0.062386386	-8.520424	-4.8547783
59575771403000	-0.10449761	-8.476232	-4.930819
59575780742000	-0.103741966	-8.424415	-5.0188513
59575791789000	-0.074621454	-8.332181	-5.1710315
59575800761000	-0.49700662	-8.582895	-4.7177567
59575811412000	-0.5053655	-8.467463	-4.921087
59575820781000	-0.5212537	-8.39868	-5.035955
59575833018000	-2.5408278	-9.464035	-0.38291204
59575840770000	-3.127134	-9.232218	1.0759057
59575851573000	-3.2142944	-9.187563	1.1947298
59575860820000	-3.1164186	-9.171387	1.5310067
