magnetometer_timestamp	magnetometer_x_data	magnetometer_y_data	magnetometer_z_data
1148512481697	9.7187805	27.076828	15.019897
1148522460945	9.7187805	27.076828	15.019897
1148532440193	9.7187805	27.076828	15.019897
1148542449959	8.318771	27.531067	15.276062
1148552429206	8.318771	27.531067	15.276062
1148562438972	8.318771	27.531067	15.276062
1148572448738	5.7187805	28.257843	14.336792
1148582427986	5.7187805	28.257843	14.336792
1148592437751	4.4187775	29.16632	13.312134
1148602417000	4.4187775	29.16632	13.312134
1148612426765	4.4187775	29.16632	13.312134
1148622436531	2.2187805	29.893112	12.287476
1148632446296	2.2187805	29.893112	12.287476
1148642425545	2.2187805	29.893112	12.287476
1148652404792	1.3187714	29.893112	11.177429
1148662445075	1.3187714	29.893112	11.177429
1148672424324	1.3187714	29.893112	11.177429
1148682434089	0.31877136	31.34668	9.98201
1148692413337	0.31877136	31.34668	9.98201
1148702423103	0.31877136	31.34668	9.98201
1148712432869	-1.0812225	31.891754	8.530411
1148722412117	-1.0812225	31.891754	8.530411
1148732421882	-1.0812225	31.891754	8.530411
1148742401131	-2.2812195	32.255157	7.4203644
1148752410896	-2.2812195	32.255157	7.4203644
1148762390144	-2.2812195	32.255157	7.4203644
1148772399909	-2.7812195	32.345993	6.6518555
1148782379158	-2.7812195	32.345993	6.6518555
1148792388923	-3.7812042	32.527695	5.3710327
1148802398689	-3.7812042	32.527695	5.3710327
1148812377937	-3.7812042	32.527695	5.3710327
1148822387703	-4.5812073	32.981934	3.6632843
1148832366951	-4.5812073	32.981934	3.6632843
1148842407234	-4.5812073	32.981934	3.6632843
1148852386482	-5.281204	33.34532	2.9801788
1148862396248	-5.281204	33.34532	2.9801788
1148872375495	-5.281204	33.34532	2.9801788
1148882385261	-5.4812164	33.163635	1.7847443
1148892395027	-5.4812164	33.163635	1.7847443
1148902404792	-5.4812164	33.436172	2.0409088
1148912384040	-5.4812164	33.436172	2.0409088
1148922363289	-5.4812164	33.436172	2.0409088
1148932373054	-6.3812103	33.981262	0.76008606
1148942352302	-6.3812103	33.981262	0.76008606
1148952362068	-6.3812103	33.981262	0.76008606
1148962341316	-7.281204	34.4355	0.24775696
1148972351082	-7.281204	34.4355	0.24775696
1148982360847	-7.281204	34.4355	0.24775696
1148992370613	-7.781204	34.34465	0.84547424
1149002349861	-7.781204	34.34465	0.84547424
1149012329109	-7.781204	34.34465	0.84547424
1149022338874	-7.8812103	34.88974	1.8701324
1149032348640	-7.8812103	34.88974	1.8701324
1149042327888	-7.8812103	34.88974	1.8701324
1149052337654	-8.281204	35.162277	4.2610016
1149062316902	-8.281204	35.162277	4.2610016
1149072326668	-8.281204	35.162277	4.2610016
1149082305916	-9.281204	34.98059	8.274246
1149092315681	-9.281204	34.98059	8.274246
1149102294929	-9.281204	34.98059	8.274246
1149112335212	-9.181213	34.34465	11.7751465
1149122314460	-9.181213	34.34465	11.7751465
1149132293708	-9.181213	33.163635	14.166016
1149142303474	-9.181213	33.163635	14.166016
1149152313240	-9.181213	33.163635	14.166016
1149162323005	-7.9812164	32.164307	17.837708
1149172363289	-7.9812164	32.164307	17.837708
1149182312019	-7.781204	30.71074	20.399353
1149192291267	-7.781204	30.71074	20.399353
1149202301032	-7.781204	30.71074	20.399353
1149212280281	-7.1812134	29.16632	23.046402
1149222290046	-7.1812134	29.16632	23.046402
1149232269294	-7.1812134	29.16632	23.046402
1149242279060	-5.0812073	27.440216	26.547302
1149252288826	-5.0812073	27.440216	26.547302
1149262268074	-5.0812073	27.440216	26.547302
1149272277839	-2.5812225	26.350052	29.023575
1149282287605	-2.5812225	26.350052	29.023575
1149292266853	-2.5812225	26.350052	29.023575
1149302276619	-0.3812256	25.714111	30.048233
1149312255866	-0.3812256	25.714111	30.048233
1149322265632	-0.3812256	25.714111	30.048233
1149332244880	0.81877136	25.350723	31.15828
1149342254646	0.81877136	25.350723	31.15828
1149352264412	0.81877136	25.350723	31.15828
1149362243660	-0.081222534	25.714111	31.243652
1149372253425	-0.081222534	25.714111	31.243652
1149382263191	-0.081222534	25.714111	31.243652
1149392272957	-1.7812195	26.16835	30.987488
1149402252205	-1.7812195	26.16835	30.987488
1149412231452	-1.7812195	26.16835	30.987488
1149422241219	-3.3812256	27.349365	30.133606
1149432250984	-3.3812256	27.349365	30.133606
1149442230232	-3.3812256	27.349365	30.133606
1149452239997	-3.8812103	27.531067	30.816711
1149462249763	-3.8812103	27.531067	30.816711
1149472229011	-3.8812103	27.531067	30.816711
1149482208259	-4.1812134	27.349365	30.560547
1149492218025	-4.1812134	27.349365	30.560547
1149502227791	-4.1812134	27.349365	30.560547
1149512207039	-5.1812134	26.985977	31.58522
1149522216804	-5.1812134	26.985977	31.58522
1149532196053	-5.1812134	26.985977	31.58522
1149542205818	-5.8812103	26.16835	32.182938
1149552185066	-5.8812103	26.16835	32.182938
1149562194831	-5.8812103	26.16835	32.182938
1149572204597	-4.9812164	25.895813	33.122192
1149582214363	-4.9812164	25.895813	33.122192
1149592193611	-4.9812164	25.895813	33.122192
1149602233894	-6.4812164	25.350723	33.549133
1149612243660	-6.4812164	25.350723	33.549133
1149622222908	-6.4812164	25.350723	33.549133
1149632232673	-9.181213	26.531738	32.439102
1149642242439	-9.181213	26.531738	32.439102
1149652221687	-9.181213	26.531738	32.439102
1149662231452	-11.081207	27.349365	31.414429
1149672210701	-11.081207	27.349365	31.414429
1149682220466	-11.081207	27.349365	31.414429
1149692199714	-15.281204	28.257843	29.365112
1149702209480	-15.281204	28.257843	29.365112
1149712188728	-15.281204	28.257843	29.365112
1149722198494	-19.281204	29.16632	25.522644
1149732208259	-19.281204	29.16632	25.522644
1149742187508	-19.281204	29.16632	25.522644
1149752227791	-21.481216	29.983963	23.38794
1149762207039	-21.481216	29.983963	23.38794
1149772216804	-21.481216	29.983963	23.38794
1149782196053	-22.38121	31.891754	20.655533
1149792205818	-22.38121	31.891754	20.655533
1149802185066	-22.38121	31.891754	20.655533
1149812194831	-25.181213	32.345993	17.49617
1149822174080	-25.181213	32.345993	17.49617
1149832183845	-25.181213	32.345993	17.49617
1149842193611	-26.981216	32.800232	15.105301
1149852172859	-26.981216	32.800232	15.105301
1149862182625	-26.981216	32.800232	15.105301
1149872192390	-28.481216	33.163635	10.921265
1149882171638	-28.481216	33.163635	10.921265
1149892181404	-28.481216	33.163635	10.921265
1149902160652	-29.581207	33.79956	8.274246
1149912200935	-29.581207	33.79956	8.274246
1149922180183	-29.581207	33.79956	8.274246
1149932159431	-30.581207	34.79889	5.2002563
1149942169197	-30.581207	34.79889	5.2002563
1149952178962	-30.581207	34.79889	5.2002563
1149962158211	-30.681213	35.43483	2.553238
1149972167976	-30.681213	35.43483	2.553238
1149982147224	-30.681213	35.43483	2.553238
1149992156989	-30.281204	35.88907	0.16236877
1150002166756	-30.281204	35.88907	0.16236877
1150012176521	-30.281204	35.88907	0.16236877
1150022155769	-30.781204	36.252457	-1.8869324
1150032165535	-30.781204	36.252457	-1.8869324
1150042144783	-30.781204	36.252457	-1.8869324
1150052154548	-30.581207	36.615845	-3.082367
1150062164314	-30.581207	36.615845	-3.082367
1150072143562	-30.581207	36.615845	-3.082367
1150082122810	-31.281204	36.797546	-4.6193542
1150092132575	-31.281204	36.797546	-4.6193542
1150102111824	-31.281204	36.797546	-4.6193542
1150112152107	-30.981216	36.979233	-5.814789
1150122131355	-30.981216	36.979233	-5.814789
1150132141120	-30.981216	36.979233	-5.814789
1150142120369	-31.88121	37.251785	-5.900177
1150152130134	-31.88121	37.251785	-5.900177
1150162109382	-31.88121	37.251785	-5.900177
1150172119148	-32.781204	37.88771	-3.2531433
1150182098396	-32.781204	37.88771	-3.2531433
1150192108162	-32.781204	37.88771	-3.2531433
1150202087409	-33.581207	38.52365	0.76008606
1150212097176	-33.581207	38.52365	0.76008606
1150222106941	-33.581207	38.52365	0.76008606
1150232086189	-32.981216	38.069412	4.431778
1150242095954	-32.981216	38.069412	4.431778
1150252075203	-32.981216	38.069412	4.431778
1150262084968	-33.281204	37.88771	8.018066
1150272064216	-33.281204	37.88771	8.018066
1150282073982	-33.281204	37.88771	8.018066
1150292053230	-32.681213	37.615173	11.689774
1150302062995	-32.681213	37.615173	11.689774
1150312072761	-32.681213	37.615173	11.689774
1150322082527	-32.781204	37.070084	14.166016
1150332061775	-32.781204	37.070084	14.166016
1150342071540	-32.781204	37.070084	14.166016
1150352081306	-31.88121	36.161606	16.983826
1150362060554	-31.88121	36.161606	16.983826
1150372039802	-31.88121	36.161606	16.983826
1150382049568	-30.181213	35.43483	19.972412
1150392059334	-30.181213	35.43483	19.972412
1150402069099	-30.181213	35.43483	19.972412
1150412048347	-28.481216	34.98059	23.217178
1150422027596	-28.481216	34.98059	23.217178
1150432037361	-28.481216	34.98059	23.217178
1150442047126	-26.681213	34.88974	25.26648
1150452026374	-26.681213	34.88974	25.26648
1150462036140	-26.681213	34.88974	25.26648
1150472015388	-25.781204	35.34398	25.608047
1150482025154	-25.781204	35.34398	25.608047
1150492004402	-25.781204	35.34398	25.608047
1150502014168	-25.481216	35.616516	25.010315
1150511993416	-25.481216	35.616516	25.010315
1150522033699	-25.481216	35.616516	25.010315
1150532012947	-26.88121	36.252457	22.790237
1150542022712	-26.88121	36.252457	22.790237
1150552032478	-26.88121	36.252457	22.790237
1150562042243	-27.281204	36.706696	21.082474
1150572021492	-27.281204	36.706696	21.082474
1150582000740	-27.281204	36.706696	21.082474
1150592010505	-27.38121	36.979233	19.716248
1150601989754	-27.38121	36.979233	19.716248
1150611999519	-27.38121	36.979233	19.716248
1150621978767	-26.581207	36.888382	20.057816
1150631988532	-26.581207	36.888382	20.057816
1150641967781	-26.781204	36.343307	20.399353
1150651977546	-26.781204	36.343307	20.399353
1150661987312	-26.781204	36.343307	20.399353
1150671997078	-25.88121	35.88907	19.801651
1150681976326	-25.88121	35.88907	19.801651
1150691986091	-24.981216	35.616516	21.082474
1150701965339	-24.981216	35.616516	21.082474
1150712005623	-24.981216	35.616516	21.082474
1150722015388	-23.88121	35.43483	20.399353
1150731994636	-23.88121	35.43483	20.399353
1150742004402	-24.581207	35.34398	19.033142
1150751983650	-24.581207	35.34398	19.033142
1150761993416	-24.581207	35.34398	19.033142
1150772033699	-24.181213	35.88907	17.49617
1150781982429	-24.181213	35.88907	17.49617
1150791992195	-24.181213	35.88907	17.49617
1150801971443	-23.38121	36.343307	15.873779
1150812011726	-23.38121	36.343307	15.873779
1150821990974	-23.38121	36.343307	15.873779
1150831970222	-25.88121	35.979904	11.518997
1150841979988	-25.88121	35.979904	11.518997
1150851989754	-25.88121	35.979904	11.518997
