magnetometer_timestamp	magnetometer_x_data	magnetometer_y_data	magnetometer_z_data
80714231335332	-13.006592	-32.496643	-22.253418
80714256359746	-11.990356	-33.517456	-21.922302
80714273205449	-10.296631	-32.836914	-22.58606
80714289959599	-11.482239	-32.66754	-22.419739
80714306744267	-11.312866	-32.496643	-21.922302
80714323834111	-10.974121	-33.517456	-20.92743
80714340374638	-10.974121	-33.517456	-21.591187
80714357159306	-11.143494	-35.046387	-22.419739
80714374218632	-9.451294	-34.365845	-20.429993
80714390667607	-9.281921	-33.8562	-21.591187
80714407452275	-11.482239	-33.68683	-22.088623
80714424175908	-10.974121	-33.177185	-21.591187
80714441021611	-11.482239	-33.346558	-21.755981
80714457836796	-10.635376	-34.196472	-22.253418
80714474621464	-9.788513	-33.007813	-21.424866
80714491375615	-9.788513	-33.007813	-21.09375
80714508160283	-10.127258	-34.365845	-22.088623
80714525250126	-10.974121	-34.196472	-22.253418
80714541729619	-11.482239	-34.0271	-19.766235
80714558514287	-10.127258	-35.386658	-21.424866
80714575634648	-11.143494	-35.386658	-20.098877
80714592205693	-9.281921	-33.8562	-21.258545
80714609081914	-10.296631	-35.55603	-20.596313
80714625988652	-10.127258	-33.68683	-19.766235
80714642437626	-9.957886	-35.21576	-20.263672
80714659222294	-11.312866	-35.8963	-18.937683
80714676373173	-10.127258	-36.74469	-19.43512
80714692700078	-10.466003	-36.74469	-18.10913
80714708080937	-10.635376	-37.25586	-17.94281
80714726574589	-9.6206665	-37.594604	-16.947937
80714743389775	-10.635376	-38.61389	-15.620422
80714758465459	-9.6206665	-37.25586	-16.28418
80714777020146	-9.451294	-38.44452	-16.117859
80714793713261	-10.296631	-38.61389	-15.289307
80714808819462	-11.312866	-38.61389	-14.625549
80714827191044	-11.143494	-39.12506	-14.79187
80714844128300	-11.482239	-39.12506	-14.460754
80714859142949	-11.482239	-38.104248	-12.471008
80714877575566	-11.990356	-37.934875	-13.299561
80714894421269	-13.006592	-38.275146	-13.963318
80714909527470	-11.820984	-39.804077	-12.802124
80714928265263	-11.820984	-38.78479	-13.796997
80714944805791	-11.482239	-37.765503	-12.138367
80714959850957	-10.635376	-39.97345	-12.968445
80714978405644	-12.837219	-38.78479	-10.812378
80714995159794	-11.820984	-40.14435	-12.802124
80715010235478	-11.143494	-39.12506	-11.143494
80715028820683	-11.143494	-40.483093	-10.812378
80715045483281	-11.820984	-40.483093	-10.812378
80715060558964	-11.312866	-40.992737	-10.314941
80715079449345	-12.159729	-40.14435	-10.148621
80715095837285	-11.143494	-38.44452	-9.486389
80715110912968	-11.482239	-40.14435	-8.822632
80715129620244	-10.466003	-39.463806	-9.817505
80715146160771	-11.482239	-41.163635	-9.486389
80715161297490	-11.820984	-40.14435	-9.153748
80715180096318	-10.127258	-41.84265	-9.153748
80715196575810	-9.281921	-40.992737	-9.320068
80715211651494	-10.296631	-41.67328	-8.656311
80715230450322	-10.974121	-41.333008	-9.320068
80715247296025	-10.296631	-42.01355	-9.983826
80715261974980	-10.635376	-42.692566	-9.320068
80715281506230	-10.974121	-42.352295	-9.983826
80715297253300	-9.788513	-41.163635	-7.1640015
80715312359501	-10.974121	-42.01355	-9.651184
80715331555058	-9.281921	-40.65399	-8.656311
80715347576787	-10.466003	-40.483093	-8.822632
80715362744023	-9.6206665	-40.992737	-9.651184
80715382000615	-9.788513	-42.182922	-9.486389
80715397991826	-11.482239	-42.182922	-9.817505
80715413036992	-9.957886	-42.352295	-10.314941
80715432354619	-9.957886	-42.352295	-9.651184
80715448345830	-9.788513	-41.503906	-10.148621
80715463421513	-9.957886	-40.992737	-9.651184
80715482983281	-10.466003	-42.86194	-10.148621
80715500012089	-10.466003	-42.182922	-9.486389
80715513836552	-9.281921	-42.692566	-10.646057
80715533001591	-10.127258	-40.823364	-10.148621
80715549359013	-9.451294	-40.823364	-11.476135
80715564099003	-9.6206665	-42.352295	-10.314941
80715583599736	-9.451294	-39.804077	-11.476135
80715599346806	-9.451294	-40.483093	-12.138367
80715614453007	-10.635376	-39.97345	-11.973572
80715632946660	-10.296631	-39.97345	-13.299561
80715649761845	-11.651611	-38.61389	-16.28418
80715664807011	-10.127258	-39.804077	-17.445374
80715684277226	-10.296631	-37.934875	-18.937683
80715700085332	-9.788513	-36.065674	-19.766235
80715715161015	-9.112549	-36.405945	-19.766235
80715735058476	-7.080078	-34.365845	-22.419739
80715750469853	-7.2494507	-34.877014	-22.917175
80715765515019	-7.926941	-34.536743	-22.917175
80715784069707	-7.2494507	-34.196472	-23.912048
80715800854375	-8.604431	-32.836914	-25.238037
80715815869023	-7.926941	-32.157898	-25.238037
80715834362675	-7.2494507	-31.817627	-25.570679
80715851116826	-7.080078	-32.32727	-25.735474
80715866345097	-7.2494507	-32.836914	-25.238037
80715884747197	-5.89447	-32.496643	-24.575806
80715901531865	-4.5394897	-32.157898	-24.575806
80715916668584	-2.508545	-34.536743	-24.575806
80715935070683	-2.508545	-33.177185	-26.23291
80715951885869	-0.1373291	-32.157898	-27.560425
80715966931035	1.2176514	-31.13861	-25.238037
80715985424687	3.0807495	-33.007813	-25.735474
80716002209355	3.7582397	-31.307983	-26.399231
80716017590214	2.911377	-32.836914	-26.23291
80716035778691	2.5726318	-31.817627	-26.23291
80716052563359	5.1116943	-31.307983	-25.735474
80716068005253	6.9747925	-28.759766	-26.896667
80716086132695	9.515381	-27.22931	-28.388977
80716103588750	13.070679	-25.700378	-28.224182
80716118389775	14.933777	-24.511719	-28.388977
80716136486699	17.474365	-23.661804	-27.22931
80716153332402	18.997192	-23.831177	-27.394104
80716168743779	18.997192	-24.850464	-25.073242
80716186810185	20.013428	-27.22931	-22.088623
80716203625371	20.1828	-29.438782	-20.263672
80716219067265	19.674683	-31.987	-19.766235
80716237164189	20.352173	-34.706116	-14.460754
80716253979375	17.982483	-37.765503	-13.13324
80716270519902	17.982483	-37.425232	-11.807251
80716287548710	17.304993	-39.463806	-9.486389
80716304363896	16.966248	-42.182922	-7.1640015
80716319805791	15.103149	-42.01355	-5.340576
80716337902714	13.578796	-42.182922	-3.8482666
80716354748417	12.562561	-43.88275	-3.515625
80716370312382	12.901306	-43.88275	-3.515625
80716388256718	11.378479	-44.392395	-5.671692
80716405041386	11.039734	-43.373108	-6.9992065
80716420696904	7.991028	-42.352295	-8.988953
80716438610722	6.80542	-43.20221	-8.491516
80716455425908	5.958557	-43.711853	-10.978699
80716471142460	5.619812	-43.373108	-10.314941
80716488995244	4.096985	-43.54248	-9.817505
80716505749394	2.4032593	-44.90204	-11.476135
80716522534062	0.54016113	-43.373108	-13.963318
80716539288212	-1.6616821	-42.86194	-13.796997
80716556164433	-4.370117	-41.503906	-15.455627
80716573101689	-5.89447	-42.01355	-14.294434
80716589642216	-5.21698	-40.992737	-15.620422
80716606457402	-6.741333	-40.823364	-18.10913
80716623394658	-7.588196	-39.634705	-16.616821
80716640026738	-8.096313	-38.78479	-16.4505
80716656811406	-8.435059	-37.765503	-17.77649
80716673046757	-9.281921	-38.275146	-16.947937
80716690350224	-11.482239	-38.104248	-16.4505
