gravity_timestamp	gravity_x_data	gravity_y_data	gravity_z_data
1113010392310345	-0.016947005	9.275259	3.1842859
1113010397376263	0.010002878	9.26114	3.2251475
1113010402442181	0.032918096	9.245206	3.2703938
1113010407508099	0.048466727	9.23156	3.3085263
1113010412604534	0.050954264	9.222892	3.3325744
1113010417670452	0.033500366	9.221015	3.3379865
1113010422736370	-0.0014987428	9.225353	3.3261447
1113010427802288	-0.045615956	9.235559	3.2973843
1113010432868206	-0.09833482	9.251443	3.2513888
1113010437934124	-0.15904875	9.271302	3.1918721
1113010443000042	-0.2269907	9.293327	3.1229668
1113010448065960	-0.30106357	9.3161955	3.0476635
1113010453162396	-0.38133168	9.338956	2.9679751
1113010458228314	-0.46310762	9.360534	2.8872707
1113010463294232	-0.5461864	9.380389	2.8071976
1113010468360150	-0.6330837	9.396755	2.733238
1113010473426068	-0.7238539	9.408959	2.6679413
1113010478491986	-0.8184257	9.416708	2.612695
1113010483557904	-0.9108313	9.421225	2.565404
1113010488623821	-0.99625313	9.424553	2.521044
1113010493689739	-1.0758941	9.427486	2.4769633
1113010498755657	-1.1509458	9.43006	2.4330366
1113010503852093	-1.2248478	9.432227	2.3881412
1113010508918011	-1.2967687	9.43398	2.3428175
1113010513983929	-1.3682119	9.435505	2.2955682
1113010519049847	-1.4355788	9.437826	2.2443142
1113010524115765	-1.4955056	9.442455	2.1849213
1113010529181683	-1.5477908	9.449262	2.1180634
1113010534247601	-1.5943413	9.45744	2.0457978
1113010539313519	-1.6382471	9.465229	1.9738216
1113010544379437	-1.6833222	9.4713335	1.9054294
1113010549445355	-1.7310228	9.475412	1.841331
1113010554541790	-1.7842953	9.477338	1.7795333
1113010559607708	-1.84114	9.478116	1.7163628
1113010564673626	-1.8987708	9.479187	1.6462296
1113010569739544	-1.9549863	9.480923	1.5686069
1113010574805462	-2.0108612	9.482656	1.485282
1113010579871380	-2.0690901	9.483691	1.3960118
1113010584937298	-2.1275628	9.484123	1.302024
1113010590003216	-2.1868894	9.4832945	1.2062438
1113010595099652	-2.2512589	9.480408	1.106383
1113010600165570	-2.319777	9.475699	1.0000705
1113010605231487	-2.3919053	9.469646	0.8803274
1113010610297405	-2.4666705	9.462585	0.73851365
1113010615363323	-2.537088	9.455549	0.5711018
1113010620429241	-2.5972872	9.448878	0.37839165
1113010625495159	-2.6527586	9.43955	0.16779095
1113010630561077	-2.7066238	9.425623	-0.047072824
1113010635626995	-2.7572846	9.407647	-0.25285748
1113010640723431	-2.8012965	9.387865	-0.4371589
1113010645789349	-2.8321548	9.370557	-0.58475924
1113010650855267	-2.8521495	9.357362	-0.6895044
1113010655921185	-2.8661866	9.348187	-0.75283
1113010660987103	-2.8741	9.342714	-0.7897031
1113010666053021	-2.877268	9.339425	-0.8166132
1113010671118939	-2.8836722	9.334935	-0.8448763
1113010676184857	-2.8955348	9.327803	-0.8822456
1113010681250775	-2.9142303	9.317192	-0.93144375
