gyroscope_timestamp	gyroscope_x_data	gyroscope_y_data	gyroscope_z_data
105966275497	0.044769287	-0.060302734	0.06265259
105969479843	0.044769287	0.07286072	0.05899048
105974667831	0.044769287	0.075286865	0.054107666
105979764267	0.043548584	0.075286865	0.050445557
105984830185	0.04232788	0.071624756	0.049209595
105987912460	0.04232788	0.06430054	0.049209595
105994900985	0.043548584	0.06430054	0.04800415
105999661728	0.04232788	0.030090332	0.04800415
106004697128	0.041107178	0.006881714	0.04800415
106009732528	0.04232788	-0.012664795	0.04676819
106015622421	0.044769287	-0.02609253	0.045547485
106019833847	0.044769287	-0.0309906	0.045547485
106025174423	0.048431396	-0.0309906	0.04310608
106030118271	0.052093506	-0.028549194	0.040664673
106035306259	0.05331421	-0.021209717	0.040664673
106038296981	0.05331421	-0.011444092	0.03944397
106045254989	0.052093506	-0.0053253174	0.03944397
106050046249	0.048431396	-0.0028839111	0.03944397
106055325790	0.041107178	-0.0041046143	0.041885376
106060086532	0.0337677	-0.0077667236	0.04676819
106066159530	0.026443481	-0.01020813	0.052886963
106070218368	0.020324707	-0.011444092	0.056549072
106076016708	0.016662598	-0.012664795	0.05899048
106080716415	0.014221191	-0.015106201	0.061431885
106085995956	0.0154418945	-0.019989014	0.06387329
106088620468	0.019104004	-0.021209717	0.06387329
106096127792	0.022766113	-0.01876831	0.06021118
106100369735	0.022766113	-0.015106201	0.057769775
106106320663	0.020324707	-0.012664795	0.05899048
106110501571	0.016662598	-0.009002686	0.065093994
106116025253	0.014221191	-0.0065460205	0.07243347
106120541855	0.010559082	-0.0053253174	0.08097839
106125882431	0.0068969727	-0.0053253174	0.09075928
106131070419	0.0044403076	-0.0065460205	0.0993042
106136594101	0.0044403076	-0.0077667236	0.10908508
106146634384	0.016662598	-0.015106201	0.122528076
106150754257	0.031326294	-0.04197693	0.12496948
106156583114	0.05331421	-0.052978516	0.12496948
106160855575	0.05331421	-0.05908203	0.12496948
106166470810	0.111968994	-0.05908203	0.12373352
106170926376	0.111968994	-0.055419922	0.12373352
106176846786	0.15962219	-0.055419922	0.12496948
106181607528	0.15962219	-0.06640625	0.12496948
106186978622	0.17547607	-0.06640625	0.1298523
106197110458	0.177948	-0.107940674	0.14938354
106201138778	0.16571045	-0.13117981	0.16526794
106207303329	0.14982605	-0.15071106	0.1823883
106211179062	0.14006042	-0.16539001	0.19947815
106217068954	0.13638306	-0.17880249	0.21292114
106221280380	0.14250183	-0.18980408	0.22268677
106227658554	0.15350342	-0.20080566	0.22636414
106232114120	0.16938782	-0.20936584	0.22515869
106237637802	0.18403625	-0.21180725	0.22024536
106247525497	0.20848083	-0.20324707	0.20559692
106251462265	0.21458435	-0.19958496	0.19947815
106257931991	0.21704102	-0.19592285	0.1958313
106261533065	0.21458435	-0.19592285	0.19459534
106267545028	0.20724487	-0.1971283	0.1958313
106271603866	0.19747925	-0.19592285	0.19703674
106277493759	0.18771362	-0.18980408	0.1982727
106282437606	0.18283081	-0.17880249	0.1982727
106288083358	0.18159485	-0.16903687	0.19703674
106298093124	0.19503784	-0.16047668	0.19215393
106301785751	0.19503784	-0.15438843	0.19215393
106308408065	0.21214294	-0.15438843	0.20071411
106311887069	0.21214294	-0.16291809	0.20071411
106317899032	0.22312927	-0.16291809	0.22148132
106321927353	0.22312927	-0.18615723	0.22148132
106328122421	0.24145508	-0.18615723	0.24224854
106332242294	0.24145508	-0.24111938	0.24224854
106338559433	0.27322388	-0.24111938	0.25080872
106348447128	0.28422546	-0.28877258	0.25445557
106352139755	0.28666687	-0.30342102	0.25813293
106358548446	0.28300476	-0.31809998	0.26179504
106362210556	0.27444458	-0.3315277	0.26301575
106367276474	0.26345825	-0.3461914	0.26301575
106372311874	0.25367737	-0.357193	0.25935364
106377347274	0.24635315	-0.3620758	0.25689697
106382596298	0.24391174	-0.35839844	0.25201416
106387418075	0.24391174	-0.3413086	0.24713135
106390775009	0.24513245	-0.3119812	0.24102783
106397458358	0.24879456	-0.2789917	0.23492432
106402524276	0.25367737	-0.24967957	0.2300415
106407559677	0.25733948	-0.23013306	0.22880554
106412595077	0.25733948	-0.22157288	0.22880554
106418027206	0.25245667	-0.22035217	0.2300415
106422665878	0.24145508	-0.22279358	0.22880554
106427701278	0.22924805	-0.22279358	0.22515869
106433102890	0.21948242	-0.21913147	0.21903992
106437772079	0.21824646	-0.2130127	0.21292114
106441098495	0.21824646	-0.21180725	0.21292114
106447842880	0.22436523	-0.21180725	0.20927429
106452847763	0.23291016	-0.21546936	0.20683289
106457883163	0.24513245	-0.22035217	0.20559692
106462949081	0.25733948	-0.22401428	0.20436096
106468381210	0.26589966	-0.22645569	0.20315552
106473019882	0.26834106	-0.23257446	0.20436096
106478085800	0.26345825	-0.2447815	0.20803833
106483456894	0.25489807	-0.2606659	0.2117157
106488126083	0.24879456	-0.2765503	0.21536255
106491727157	0.24879456	-0.28755188	0.21536255
106498166366	0.25611877	-0.2936554	0.20927429
106503201767	0.26589966	-0.2985382	0.20315552
106508237167	0.27566528	-0.29977417	0.1958313
106513272567	0.28300476	-0.29977417	0.18847656
106518552108	0.28788757	-0.2948761	0.1799469
106523373886	0.29032898	-0.2850952	0.16894531
106528409286	0.29154968	-0.26922607	0.15428162
106533627792	0.28910828	-0.2472229	0.13961792
106538480087	0.27566528	-0.22035217	0.12373352
106541837021	0.27566528	-0.19468689	0.12373352
106548520370	0.20968628	-0.19468689	0.09686279
106553555771	0.1620636	-0.13238525	0.08708191
106558621688	0.111968994	-0.088409424	0.07975769
106563657089	0.06309509	-0.040756226	0.073654175
106569058700	0.020324707	0.0019989014	0.0675354
106573697372	-0.011444092	0.034988403	0.06021118
106578732772	-0.029769897	0.06185913	0.05532837
106584012313	-0.035858154	0.08140564	0.051651
106588834091	-0.035858154	0.0899353	0.051651
106592185469	-0.030975342	0.0899353	0.050445557
