gravity_timestamp	gravity_x_data	gravity_y_data	gravity_z_data
26413959648220	-2.3400064	9.229542	-2.3308792
26413969548220	-2.4565244	9.14906	-2.5199423
26413979548220	-2.563778	9.066044	-2.7066245
26413989548220	-2.6478314	8.986325	-2.8864079
26413999548220	-2.6928573	8.916177	-3.0563312
26414009548220	-2.705724	8.858743	-3.2089005
26414018548220	-2.698993	8.807581	-3.3521898
26414029548220	-2.6792426	8.755671	-3.4995239
26414039548220	-2.6636896	8.700937	-3.646263
26414049548220	-2.6636896	8.642297	-3.7823784
26414097748220	-2.6870267	8.578574	-3.9084818
26414097848220	-2.726207	8.508425	-4.032479
26414097948220	-2.7824514	8.432735	-4.1512403
26414098048220	-2.8518524	8.354512	-4.2623706
26414191548220	-2.9273891	8.279724	-4.3551087
26414191648220	-3.0093668	8.210017	-4.431256
26414191748220	-3.0952215	8.141807	-4.4979553
26414191848220	-3.1800382	8.069567	-4.5672193
26414191948220	-3.261558	7.9913282	-4.6470904
26414192048220	-3.340529	7.9024825	-4.742515
26414209648220	-3.4186146	7.8004794	-4.8532023
26414217648220	-3.498486	7.6950274	-4.9640427
26414229648220	-3.5776098	7.6013885	-5.051698
26414239548220	-3.6594348	7.509398	-5.1291733
26414287748220	-3.740802	7.425177	-5.1932015
26414287848220	-3.8209786	7.35982	-5.227895
26414287948220	-3.8843966	7.3306527	-5.221774
26414288048220	-3.931361	7.3442674	-5.1680636
26414386548220	-3.9900017	7.3381314	-5.130227
26414386648220	-4.0451927	7.3518834	-5.0677094
26414386748220	-4.0771995	7.3756785	-5.0072675
26414386848220	-4.0671716	7.4217424	-4.9474363
26414386948220	-4.019917	7.5025144	-4.863536
26414387048220	-3.956484	7.615445	-4.7378902
26414404548220	-3.873621	7.780576	-4.533259
26414416348220	-3.7847748	7.9573836	-4.294392
26414429548220	-3.696524	8.152124	-3.9956794
26414439548220	-3.6021373	8.334167	-3.6968293
26414592348220	-3.4954946	8.492125	-3.4284747
26414592448220	-3.3940716	8.626148	-3.186769
26414592548220	-3.3328974	8.728746	-2.9659894
26414592648220	-3.286986	8.816998	-2.7487962
26414592748220	-3.223263	8.895083	-2.5648158
26414592848220	-3.1429336	8.973169	-2.3865283
26414592948220	-3.049005	9.054978	-2.1917717
26414593048220	-2.9430947	9.126334	-2.0350206
26414593148220	-2.835704	9.1863165	-1.9144578
26414593248220	-2.732938	9.238364	-1.8096007
26414607548220	-2.6325836	9.283833	-1.7246467
26414615548220	-2.5265207	9.326173	-1.6540399
26414629548220	-2.4188247	9.363705	-1.6028782
26414791348220	-2.310381	9.397069	-1.5636979
26414791448220	-2.206577	9.424588	-1.5505259
26414791548220	-2.1178834	9.442096	-1.5653464
26414791648220	-2.0498257	9.451512	-1.5991387
26414791748220	-2.0133317	9.449117	-1.6601756
26414791848220	-1.9965729	9.435502	-1.7529138
26414791948220	-1.9920856	9.41157	-1.8846948
26414792048220	-2.0021133	9.37567	-2.0466814
26414792148220	-2.033662	9.329164	-2.2194438
26414792248220	-2.0816796	9.277407	-2.3842845
26414810548220	-2.1340318	9.228489	-2.5241396
26414821448220	-2.1787524	9.180777	-2.6562107
26414829548220	-2.1914666	9.155044	-2.7326481
26414839548220	-2.1744177	9.1522045	-2.757771
26415003348220	-2.1358328	9.171359	-2.7226202
26415003448220	-2.0852664	9.206358	-2.6439393
26415003548220	-2.026931	9.232382	-2.5987759
26415003648220	-1.9666574	9.245538	-2.5986233
26415003748220	-1.9377949	9.24943	-2.604011
26415003848220	-1.9146104	9.264235	-2.5696082
26415003948220	-1.8912733	9.27756	-2.5392349
26415004048220	-1.8965085	9.270218	-2.5603285
26415004148220	-1.8914258	9.254817	-2.6198695
26415004248220	-1.9282098	9.237311	-2.655463
26415020548220	-2.0577471	9.187065	-2.7315948
26415028548220	-2.2243738	9.119297	-2.8244858
26415039548220	-2.4200306	9.036587	-2.9279997
26415049548220	-2.617168	8.945192	-3.0374813
26415215348220	-2.7718282	8.858284	-3.1516182
26415215448220	-2.8057885	8.803535	-3.2732189
26415215548220	-2.773782	8.764798	-3.4018557
26415215648220	-2.7398217	8.721573	-3.5385668
26415215748220	-2.7330906	8.668777	-3.6718435
26415215848220	-2.7413175	8.604902	-3.8118515
26415215948220	-2.7703326	8.529672	-3.9581325
26415216048220	-2.81835	8.448289	-4.095301
26415216148220	-2.8792343	8.370966	-4.210919
26415216248220	-2.9404085	8.300511	-4.3077016
26415233548220	-3.0092142	8.235292	-4.3845816
26415241548220	-3.0850563	8.167388	-4.4583173
