accelerometer_timestamp	accelerometer_x_data	accelerometer_y_data	accelerometer_z_data
1443115601433595392	0.48918152	15.2387085	5.595703
1443115601500734063	2.3009338	5.562546	7.1573944
1443115601559480401	-2.6263885	14.058777	-0.59866333
1443115601567872735	-2.5095062	13.798706	-0.035736084
1443115601576265069	-1.5615692	12.010941	1.2683563
1443115601584657403	-0.8174286	9.325897	2.4642944
1443115601593049737	-0.9592438	6.712509	2.7663422
1443115601601442071	-1.427887	5.0650635	1.8544922
1443115601609834405	-1.7949219	4.630142	1.0072784
1443115601618226739	-2.6577911	4.7778473	1.067749
1443115601626619073	-3.7372742	4.7497253	1.3043213
1443115601635011407	-3.7817993	4.553726	1.3844147
1443115601643403741	-2.9302368	4.399048	1.1312866
1443115601651796075	-1.7936249	4.622864	0.6421356
1443115601660188409	-0.5638275	5.565674	0.21322632
1443115601668580743	0.7121277	7.254959	-0.2545929
1443115601676973077	2.3332214	9.365082	-1.1619415
1443115601685365411	3.3269958	12.241806	-1.915741
1443115601693757745	4.205658	14.874786	-2.2548218
1443115601702150079	4.8294067	16.086884	-1.9511871
1443115601710542413	4.635742	15.503723	-1.0279388
1443115601718934747	3.365158	13.829254	0.2006836
1443115601727327081	2.429535	11.99707	1.4355164
1443115601735719415	1.8375854	10.540619	2.2685547
1443115601744111749	1.2504425	9.292419	2.598343
1443115601752504083	0.28631592	8.575638	2.5084229
1443115601760896417	-0.45307922	8.254028	1.8794708
1443115601769288751	-0.8002167	7.9440613	1.0546875
1443115601777681085	-1.2818451	7.5030975	0.75471497
1443115601786073419	-1.7270355	7.8228607	0.96650696
1443115601794465753	-1.7813263	8.590698	0.8414917
1443115601802858087	-1.6000214	9.037048	0.9688721
1443115601811250421	-1.1538544	9.159866	0.8587036
1443115601819642755	-0.44540405	9.042252	0.42211914
1443115601828035089	0.12171936	8.895721	-0.22991943
1443115601836427423	0.17965698	8.921814	-0.8321228
1443115601844819757	0.5417633	9.0082245	-0.8626404
1443115601853212091	0.5483093	9.098892	-0.7701111
1443115601861604425	0.5320282	9.070694	-0.57611084
1443115601869996759	0.5190277	8.876236	-0.27479553
1443115601878389093	0.5382538	8.669968	-0.11167908
1443115601886781427	0.6138458	8.555832	-0.36547852
1443115601895173761	0.70700073	8.401794	-0.82696533
1443115601903566095	0.7079773	8.295792	-1.1308594
1443115601911958429	0.7070465	8.186432	-0.9392395
1443115601920350763	0.61779785	8.183807	-0.75167847
1443115601928743097	0.6302643	8.215332	-0.62202454
1443115601937135431	0.7126465	8.270889	-0.4958954
1443115601945527765	0.783905	8.428833	-0.3950348
1443115601953920099	0.77601624	8.763229	-0.43502808
1443115601962312433	0.8500366	8.903061	-0.35586548
1443115601970704767	0.7637024	9.1658325	-0.4025116
1443115601979097100	0.72088623	9.375046	-0.540329
1443115601987489434	0.6509552	9.497528	-0.6253052
1443115601995881768	0.60998535	9.5282135	-0.6327667
1443115602004274102	0.67785645	9.486908	-0.5592041
1443115602012666436	0.87724304	9.395218	-0.38659668
1443115602021058770	1.2216644	9.334564	-0.1665802
1443115602029451104	1.1796722	9.367584	0.36375427
1443115602037843438	0.8940735	9.733093	0.6644287
1443115602046235772	0.5475769	10.188049	0.89782715
1443115602054628106	0.1078186	10.793518	0.9776459
1443115602063020440	-0.4059143	11.528229	0.79803467
1443115602071412774	-0.73677063	12.015884	0.47938538
1443115602079805108	-0.43141174	11.638535	0.4752655
1443115602088197442	-0.6889343	11.858902	-0.36224365
1443115602096589776	0.007003784	11.317856	-1.0734406
1443115602104982110	0.4141693	10.841766	-1.7429504
1443115602113374444	0.6936798	10.640915	-1.7759705
1443115602121766778	0.9481354	10.7152405	-0.7651825
1443115602130159112	0.79133606	11.029175	0.94836426
1443115602138551446	0.92500305	11.069275	2.3250885
1443115602146943780	1.0728455	11.272491	1.5913086
1443115602155336114	1.1051483	11.840607	0.93704224
1443115602163728448	1.049408	12.642975	0.70399475
1443115602172120782	1.0748749	13.402603	0.52778625
1443115602180513116	1.2735901	13.934586	0.006210327
1443115602188905450	1.5488281	14.312256	-0.8411255
1443115602197297784	1.6341248	14.942108	-1.3715515
1443115602205690118	1.993988	15.456177	-1.873291
1443115602214082452	2.572342	15.465042	-2.0002136
1443115602222474786	2.6186218	14.634262	-1.5884247
1443115602230867120	2.1104584	13.088242	-0.8597107
1443115602239259454	1.2867126	11.281998	-0.22644043
1443115602247651788	0.36795044	9.684494	0.09609985
1443115602256044122	-0.55522156	8.344772	0.5566864
1443115602264436456	-1.1505432	7.373169	0.7849426
1443115602272828790	-1.8729095	7.0412445	1.1508331
1443115602281221124	-2.6876678	7.4084473	1.4016571
1443115602289613458	-3.391388	8.316681	1.5263672
1443115602298005792	-3.4877777	9.472351	1.5750732
1443115602306398126	-2.6376648	10.464081	1.5908813
1443115602314790460	-1.3803253	10.814484	1.5926056
1443115602323182794	-1.335083	11.159943	1.4136963
1443115602331575128	-1.2510986	11.583786	0.57525635
1443115602339967462	-0.28523254	11.259537	0.05482483
1443115602348359796	0.6370239	10.75856	0.31658936
1443115602356752130	0.9008789	10.616974	1.0501556
1443115602365144464	0.5137024	11.002304	1.9597626
1443115602373536798	-0.24368286	11.800369	3.5904083
1443115602381929132	-0.12954712	12.285675	3.7724
1443115602390321466	-0.21777344	12.07106	3.3078003
1443115602398713800	-0.6837921	11.304245	2.8398895
1443115602407106134	-1.4311829	10.451981	2.2745667
1443115602415498468	-2.1086273	9.834869	1.6798248
1443115602423890802	-2.4134216	9.452637	1.209549
1443115602432283136	-2.0165558	8.971451	0.937088
1443115602440675470	-1.6966705	8.851532	0.13557434
1443115602449067804	-1.776825	9.129486	-1.1129456
1443115602457460138	-1.3233337	8.857956	-1.4180603
1443115602465852472	-0.69143677	8.226471	-0.9623108
1443115602474244806	-0.23240662	7.5516815	-0.3120575
1443115602482637140	-0.1559906	7.00383	0.16130066
1443115602491029474	-0.33122253	6.4114075	0.85791016
1443115602499421808	-0.31375122	5.681427	1.4645233
1443115602507814142	-0.31948853	5.148056	1.6500092
1443115602516206475	-0.41981506	4.7702026	1.852417
